,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,57383,190,Medium,Medium,Mohammad,Arnold,1948-07-10,Dundee,62,Male,Home Address,Retired Occupational psychologist,5572,2011-02-25 00:00:00,2011-02-26 04:00:00,Saturday,5458,2011-02-28 18:58:00,"Caledonian Road, Perth, PH1 5XD",Home,Ross Fletcher,"Lundy Gardens, Fort William, PH33 6PD",Traced by staff,"Mohammad Arnold, known to have a keen interest in a hermit lifestyle, was reported missing from his residence on Caledonian Road, Perth, PH1 5XD. He had not collected his essential medications, raising concerns for his health and well-being. Family members, including his brother, noted that prior to his disappearance, he expressed plans to explore a coastal area renowned for sea kayaking. Concern grew when no trace of him was found at 10 The Stables, Perth, PH1 2TW, a place he often visited. After days of searching, and fearing a possible sea kayaking accident, he was eventually located in the vicinity of his grandfather Ricky Williams' retirement community. Staff at Lundy Gardens, Fort William, PH33 6PD, traced his whereabouts, ensuring his safety.",retirement community,"Caledonian Road Perth PH1 5XD,10 The Stables Perth PH1 2TW",,,"grandfather,brother,grandfather",Ricky Williams,"interested in hermit lifestyle,possible sea kayaking accident,did not collect medication",0,NULL,0,NULL,1,"Due to his age and health condition, he is considered vulnerable.",1,"He did not collect essential medications, which posed health risks.",1,"He has a disability, affecting his overall health and cognition.",1,He may struggle in unfamiliar surroundings due to his condition.,0,NULL,0,NULL,0,Weather conditions did not present additional risks at the time.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was unusual compared to previous behavior patterns.,1,He had expressed a desire to explore a coastal area.,0,No signs of preparation for absence were reported.,1,He intended to explore a coastal area and did not complete this.,0,NULL,0,NULL,0,NULL,1,"He has a mental health condition, which contributes to his vulnerability.",0,NULL
1,92378,190,Low,Low,Mohammad,Arnold,1948-07-10,Dundee,63,Male,Home Address,Retired Occupational psychologist,5572,2011-08-12 18:58:00,2011-08-12 18:58:00,Friday,5555,2011-08-16 15:33:00,"Caledonian Road, Perth, PH1 5XD",Home,Stewart Martin,"51 Grampian Court, Perth, PH1 2ST",Traced by Police,"Mohammad Arnold was last seen walking near the alleyway connecting 27 Barossa Place, Perth, to the nearby dock/marina. Prior to his disappearance, he had contacted a stranger with no known relation to his family. His brother reported that Mohammad frequently engaged in sea kayaking at the dock/marina. A possible sea kayaking accident was initially suspected when his kayak was found adrift along the marina's edge. Additional sightings were reported in the orchard surrounding Errichel, Aberfeldy, suggesting he may have sought solitude after contacting the stranger. His grandfather expressed concern over Mohammad’s recent interactions, stating it might have influenced his sudden vanishing.",,"Perth,Errichel Aberfeldy,27 Barossa Place Perth","alleyway,dock/marina,orchard",,"brother,grandfather,grandfather,brother",,"possible sea kayaking accident,contacted a stranger before vanishing",0,NULL,0,NULL,1,He is 63 and has a disability which may affect his ability to care for himself.,0,NULL,1,He has a disability which may relate to mental or physical health issues.,1,His recent interaction with a stranger could indicate difficulty in unfamiliar situations.,0,NULL,0,NULL,0,NULL,1,Concerns from his brother and grandfather suggest family conflicts may be present.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance after contacting a stranger is atypical behavior for him.,1,His contact with a stranger and subsequent disappearance indicate possible intent to leave.,0,NULL,1,"He was last seen near the marina where he often kayaked, indicating possible activity fail.",0,NULL,0,NULL,1,Communications with unknown individuals raises concerns about his state of mind.,0,NULL,0,NULL
2,94098,190,Low,Low,Mohammad,Arnold,1948-07-10,Dundee,63,Male,Home Address,Retired Occupational psychologist,5572,2011-09-02 15:33:00,2011-09-02 18:33:00,Friday,7868,2011-09-08 02:41:00,"Caledonian Road, Perth, PH1 5XD",Home,Ross Fletcher,"51 Grampian Court, Perth, PH1 2ST",Traced by Police,Mohammad Arnold went missing near an orchard on Caledonian Road after a visit with his brother.,,"Road,Caledonian Road",orchard,,brother,,,0,NULL,0,NULL,1,Vulnerable due to age (63) and potential health concerns.,0,NULL,1,Has a disability which may affect health and safety.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Disappearance near an orchard indicates unusual behavior.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
3,78318,190,High,High,Mohammad,Arnold,1948-07-10,Dundee,63,Male,Home Address,Retired Occupational psychologist,5572,2011-11-24 02:41:00,2011-11-25 00:41:00,Friday,9328,2011-11-30 14:09:00,"Caledonian Road, Perth, PH1 5XD",Home,Stewart Martin,"51 Grampian Court, Perth, PH1 2ST",Traced by Police,"Mohammad Arnold was last seen leaving his home on Caledonian Road, Perth. Concerned, his friend Katie Perry searched the surrounding areas, including the park and Balmoral Road, Blairgowrie.","Home,park","Balmoral Road Blairgowrie,Perth,Caledonian Road Perth",,,,friend Katie Perry,,0,NULL,0,NULL,1,"Due to his age of 63 and reported disability, he is considered vulnerable.",0,NULL,1,He has a disability which may affect his well-being.,1,He may struggle to interact in unfamiliar environments due to his disability.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance is considered unusual for his typical behavior patterns.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,He has a mental health condition as he is noted as having a disability.,0,NULL
4,26607,190,Medium,Medium,Mohammad,Arnold,1948-07-10,Dundee,63,Male,Home Address,Retired Occupational psychologist,5572,2012-04-11 14:09:00,2012-04-12 11:09:00,Thursday,7922,2012-04-17 02:11:00,"Caledonian Road, Perth, PH1 5XD",Home,Stewart Martin,"Lundy Gardens, Fort William, PH33 6PD",Traced by member of the public,"Mohammad Arnold, a retired occupational psychologist, went missing from his home on Caledonian Road, Perth. Before vanishing, Mohammad had contacted a stranger, which raised concerns among his family. His brother reported that Mohammad was last seen heading towards Balmoral Road, Blairgowrie, known for its scenic views. The sudden contact with an unknown individual prompted an investigation. Interviews with acquaintances and a colleague indicated no prior signs of distress. Although his disappearance was initially worrisome, Mohammad was eventually traced to Lundy Gardens, Fort William, by a member of the public.",,Balmoral Road Blairgowrie,,,"brother,brother,colleague",,contacted a stranger before vanishing,0,NULL,0,NULL,1,Due to age (63) and potential vulnerability linked to disability.,0,NULL,1,Has a disability that may affect his well-being.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His contact with a stranger was unusual behavior for him.,1,Concern about contacting a stranger indicates potential issues.,0,NULL,1,Last seen heading towards a scenic location suggests intention.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
5,51085,190,Medium,Medium,Mohammad,Arnold,1948-07-10,Dundee,64,Male,Home Address,Retired Occupational psychologist,5572,2012-08-16 02:11:00,2012-08-16 14:11:00,Thursday,1522,2012-08-17 03:33:00,"Caledonian Road, Perth, PH1 5XD",Home,Stewart Martin,"51 Grampian Court, Perth, PH1 2ST",Traced by Police,"Mohammad Arnold was last seen leaving 27 Barossa Place, Perth, suggesting he might have been heading towards the nearby orchard. A colleague mentioned that Mohammad had not collected his medication from the doctor's office, raising concerns about his well-being. Besides, Mohammad had expressed interest in sea kayaking, even though he had not pursued it in years, leading to speculation of a possible sea kayaking accident. His grandfather, Ricky Williams, was contacted but had not seen him. After an extensive search, which included the area around the orchard and an alleyway nearby, police traced him to 51 Grampian Court. Despite the worrying circumstances, he was found safe and returned home the following day.",office,27 Barossa Place Perth,"alleyway,orchard",,"colleague,grandfather,grandfather",Ricky Williams,"possible sea kayaking accident,did not collect medication",0,NULL,0,NULL,1,"He is 64 years old and has a disability, making him vulnerable.",1,Not having his medication could have adverse health effects.,1,He has a disability that may affect his mental or physical health.,1,His age and disability may hinder safe interactions in unfamiliar situations.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was unusual for his normal behavior.,0,NULL,1,The failure to collect medication indicates possible preparations for absence.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6,68205,190,Low,Low,Mohammad,Arnold,1948-07-10,Dundee,64,Male,Home Address,Retired Occupational psychologist,5572,2012-09-03 03:33:00,2012-09-03 03:33:00,Monday,3953,2012-09-05 21:26:00,"Caledonian Road, Perth, PH1 5XD",Home,Stewart Martin,"Argyll Road, Perth, PH1 3BZ",Traced by Police,"Mohammad Arnold was reported missing from his home on Caledonian Road, Perth. After last being seen by a colleague during a casual outing, concerns rose when he didn't return home. His grandmother, Nicola Morgan, confirmed he had mentioned visiting 27 Barossa Place for unspecified reasons. After a search spanning several days, police traced him to Argyll Road, Perth, where it was discovered he had been seeking solitude due to personal stress.",,"27 Barossa Place,Road,Caledonian Road Perth",,,colleague,"Nicola Morgan,grandmother",,0,NULL,0,NULL,1,Due to age (64) and being reported to have a disability.,0,NULL,1,He has a disability that could affect his well-being.,1,His issues may affect interactions in unfamiliar settings.,0,NULL,0,NULL,0,Weather was not noted as a risk factor in the case.,1,He was experiencing personal stress which could relate to conflicts.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Leaving home without returning is atypical behavior for him.,1,"He mentioned a visit, indicating intention to leave.",0,NULL,1,He intended to visit a specific address but did not return home.,0,NULL,0,NULL,0,NULL,1,"Has a disability, which may involve mental health factors.",0,NULL
7,71364,190,High,High,Mohammad,Arnold,1948-07-10,Dundee,64,Male,Home Address,Retired Occupational psychologist,5572,2013-01-11 21:26:00,2013-01-12 00:26:00,Saturday,9139,2013-01-18 05:45:00,"Caledonian Road, Perth, PH1 5XD",Home,Ross Fletcher,"51 Grampian Court, Perth, PH1 2ST",Traced by family,"Mohammad Arnold disappeared under mysterious circumstances. Last seen at 27 Barossa Place, Perth, PH1 5HH, Mohammad had a doctor's appointment but did not collect his medication. Known for enjoying sea kayaking, it was later suspected he may have been involved in a possible sea kayaking accident. Before vanishing, Mohammad reportedly contacted a stranger. His disappearance raised concerns and his family, including grandson Louis, searched tirelessly. Thankfully, Mohammad was later traced by family members and returned home safely.",,"PH1,The,Perth PH1,27 Barossa Place Perth PH1 5HH",,Louis,,,"did not collect medication,possible sea kayaking accident,contacted a stranger before vanishing",0,NULL,0,NULL,1,He is 64 years old and has a disability affecting his vulnerability.,1,Medication could be crucial for his health based on his medical history.,1,He has a disability that impacts his mental or physical health.,1,He may struggle to interact safely in unfamiliar situations due to his disability.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was unusual as he didn't collect his medication.,1,He was last seen at a doctor's appointment which he didn't complete.,0,NULL,1,He intended to attend a doctor's appointment but did not complete it.,0,NULL,0,NULL,0,NULL,1,His disability may contribute to underlying mental health issues.,0,NULL
8,16241,190,Low,Low,Mohammad,Arnold,1948-07-10,Dundee,64,Male,Home Address,Retired Occupational psychologist,5572,2013-06-28 05:45:00,2013-06-29 05:45:00,Saturday,8136,2013-07-03 21:21:00,"Caledonian Road, Perth, PH1 5XD",Home,Ross Fletcher,"Lundy Gardens, Fort William, PH33 6PD",Traced by Police,"Mohammad Arnold, a 64-year-old man known for his interest in a hermit lifestyle, disappeared from his home on Caledonian Road, Perth. Witnesses last saw him near an orchard in the vicinity of Balmoral Road, Blairgowrie. Reports indicated that Mohammad contacted a stranger shortly before vanishing, raising concerns about the nature of the interaction. In light of his adventurous spirit, it's believed he may have ventured into the nearby dock/marina for a possible sea kayaking activity. Given his disability, family members, including his grandfather, Ricky Williams, worried about the potential dangers of such endeavors. An extensive search ensued, focusing on alleyways and other secluded areas where Mohammad might have sought solitude. Eventually, police traced him to Lundy Gardens, Fort William, safe but shaken by the ordeal.",,"Balmoral Road Blairgowrie,The,Caledonian Road Perth","orchard,dock/marina,alleyway",,grandfather,Ricky Williams,"contacted a stranger before vanishing,interested in hermit lifestyle,possible sea kayaking accident",0,NULL,0,NULL,1,"Due to his age and reported disability, he is considered vulnerable.",0,NULL,1,He has a disability that could impact his health.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was unusual due to his hermit lifestyle inclination.,1,He had a history of seeking solitude which may explain his absence.,0,NULL,1,"He intended to engage in sea kayaking, which he did not complete.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9,14075,190,Low,Medium,Mohammad,Arnold,1948-07-10,Dundee,65,Male,Home Address,Retired Occupational psychologist,5572,2013-11-06 21:21:00,2013-11-07 14:21:00,Thursday,1360,2013-11-07 20:01:00,"Caledonian Road, Perth, PH1 5XD",Home,Stewart Martin,"Moray Street, Blackford, PH4 1QF",Traced by staff,"Mohammad Arnold was last seen at a dock near the retirement community, possibly discussing sea kayaking with friend Katie Perry. His kayak was found adrift, leading to concerns over a possible sea kayaking accident.",retirement community,The,dock/marina,,,friend Katie Perry,possible sea kayaking accident,0,NULL,0,NULL,1,"Mohammad is 65 years old, making him vulnerable due to age.",0,NULL,1,He has a disability which may affect his health and safety.,0,NULL,0,NULL,0,NULL,1,Inclement weather could pose a risk to his safety while kayaking.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing while kayaking is unusual for him.,1,It is possible he intended to kayak when he went missing.,0,NULL,1,He was last seen discussing sea kayaking with a friend.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
