,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,60077,1289,Low,Low,Victor,Williams,1985-11-19,Colchester,32,Male,Home Address,"Embryologist, clinical",1867,2018-04-16 00:00:00,2018-04-16 04:00:00,Monday,2691,2018-04-17 20:51:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"135 Rosebank Street, Dundee, DD3 6PP",Traced by Police,"Victor Williams, known for his illegal employment status, vanished during seasonal work. He had informed his daughter, Bethan Jenkins, about his plans to travel. Victor was last seen at a gas station, purchasing fuel before heading to a travel-related location for a job. Rumors about a possible boating incident arose, with his son and Harriet noting that Victor often sought seasonal opportunities on the waterfront. Police traced Victor shortly after the report, unharmed but disoriented.",,,gas station,Harriet,son,daughter Bethan Jenkins,"illegal employment status,possible boating incident,vanished during seasonal work"
1,11536,1289,High,High,Victor,Williams,1985-11-19,Colchester,32,Male,Home Address,"Embryologist, clinical",1867,2018-05-20 20:51:00,2018-05-20 20:51:00,Sunday,3996,2018-05-23 15:27:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"24A Orwell Terrace, Edinburgh, EH11 2DY",Traced by Police,"Victor Williams was last seen heading towards the gas station near 312 Greengairs Road, Greengairs, where he fueled up his vehicle. His son witnessed this interaction before Victor set off for a dental appointment. With unpaid debts looming, Victor vanished during his seasonal work assignment, leaving his family, including his son Jonathan Allen and an anxious colleague, in distress. Authorities speculated a possible boating incident might be linked, though no clear evidence surfaced. Victor was eventually located by police at a different location in Edinburgh.",,"Road,An,312 Greengairs Road Greengairs",gas station,,"son,son,colleague",Jonathan Allen,"unpaid debts,vanished during seasonal work,possible boating incident"
2,83270,1289,Low,Low,Victor,Williams,1985-11-19,Colchester,32,Male,Home Address,"Embryologist, clinical",1867,2018-11-14 15:27:00,2018-11-15 04:27:00,Thursday,2638,2018-11-16 11:25:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by Police,"Victor vanished during seasonal work in a foreign country, last seen at a forest.",,,"foreign country,forest",,,,"vanished during seasonal work,possible boating incident,left during storm"
3,29245,1289,Medium,Medium,Victor,Williams,1985-11-19,Colchester,33,Male,Home Address,"Embryologist, clinical",1867,2019-03-07 11:25:00,2019-03-08 04:25:00,Friday,3265,2019-03-09 17:50:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"13 Jutland Street, Rosyth, KY11 2ZL",Traced by Police,"Victor Williams disappeared while on a boating trip in a forest located in a foreign country. His colleague reported concerns regarding his illegal employment status, suspecting a possible boating incident.",,,"foreign country,forest",,"colleague,colleague",,"illegal employment status,possible boating incident"
4,46087,1289,High,Medium,Victor,Williams,1985-11-19,Colchester,33,Male,Home Address,"Embryologist, clinical",1867,2019-08-08 17:50:00,2019-08-09 09:50:00,Friday,2835,2019-08-10 17:05:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by family,"Victor Williams, 33, was last seen at his residence on 312 Greengairs Road, Greengairs. Concerns for his well-being surfaced after he missed an important meeting with his colleague, Tom Martin, raising alarms about his sudden absence. His daughter, Bethan Jenkins, reported that he appeared unusually distant leading up to the disappearance. The family grew increasingly worried after failed attempts to contact him both at home and work. An extensive search commenced, directed by family and friends. After two days, Victor was traced back to his home address. According to those involved in the search, a crucial clue was his abandoned vehicle nearby. He was found safe, having isolated himself due to personal reasons, and was reunited with family.",,"312 Greengairs Road Greengairs,An",,,"colleague,son","daughter Bethan Jenkins,colleague Tom Martin",
5,10221,1289,High,High,Victor,Williams,1985-11-19,Colchester,34,Male,Home Address,"Embryologist, clinical",1867,2020-01-11 17:05:00,2020-01-12 05:05:00,Sunday,3532,2020-01-14 03:57:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"Limekilns Road, Dunfermline, KY12 7XA",Traced by Police,"Victor Williams, referred to as MP, was last confirmed to be at a gas station located en route from Greengairs. Reports indicate that prior to his disappearance, MP spoke to his colleague about arranging a visit to Dunfermline. Witnesses later reported seeing MP's vehicle parked, unattended, at the edge of a nearby forest, raising concerns about his well-being. His aunt expressed worry after MP missed a scheduled family gathering. It is believed that MP intended to embark on a short hike but may have become disoriented within the dense forest. The unfamiliar terrain and potential misjudgment of time could have contributed to his delay. Police conducted a thorough search of the area resulting in MP's safe recovery two days later on Limekilns Road, much to the relief of his son, Jonathan Allen.",,,"gas station,forest",,"colleague,aunt,son",Jonathan Allen,
6,17374,1289,Medium,Medium,Victor,Williams,1985-11-19,Colchester,34,Male,Home Address,"Embryologist, clinical",1867,2020-03-08 03:57:00,2020-03-09 10:57:00,Monday,4455,2020-03-11 06:12:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"24A Orwell Terrace, Edinburgh, EH11 2DY",Traced by Police,"Victor Williams was last seen leaving his residence on 312 Greengairs Road. His disappearance raised concern among family members, particularly his daughter, Bethan Jenkins, who reported him missing when he failed to maintain contact as expected. Initial investigations revealed no signs of distress or foul play at his home, emphasizing the perplexity of the situation. After thorough searches in first-hand locations, Victor was eventually traced in Edinburgh by law enforcement. The authorities found him safe at 24A Orwell Terrace after having moved there without notifying family to focus on a personal matter.",Home,,,,son,daughter Bethan Jenkins,
7,6343,1289,Medium,Medium,Victor,Williams,1985-11-19,Colchester,34,Male,Home Address,"Embryologist, clinical",1867,2020-06-20 06:12:00,2020-06-21 00:12:00,Sunday,2663,2020-06-22 02:35:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"2 Glass Crescent, Winchburgh, EH52 6SL",Traced by Police,Victor Williams went missing from 312 Greengairs Rd after a truck stop visit.,,"An,312 Greengairs",truck stop,,,,
8,53782,1289,High,High,Victor,Williams,1985-11-19,Colchester,34,Male,Home Address,"Embryologist, clinical",1867,2020-06-24 02:35:00,2020-06-24 22:35:00,Wednesday,4462,2020-06-27 04:57:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"135 Rosebank Street, Dundee, DD3 6PP",Traced by member of the public,Victor Williams vanished during seasonal work. His mother last saw him at a truck stop near 312 Greengairs Road. Search efforts were later focused there.,,"312 Greengairs Road,Road,An",truck stop,,"son,mother",,vanished during seasonal work
9,60583,1289,Low,Low,Victor,Williams,1985-11-19,Colchester,34,Male,Home Address,"Embryologist, clinical",1867,2020-07-15 04:57:00,2020-07-15 09:57:00,Wednesday,647,2020-07-15 15:44:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Abdul Kerr,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by family,"Victor Williams was last seen at his residence on 312 Greengairs Road, Greengairs before he went missing. On the morning of his disappearance, he had a medical appointment scheduled but never arrived, raising concern among those close to him. His mother became worried when he failed to return calls and missed his appointment. It was noted by a colleague, Tom Martin, that Victor had recently been talking about exploring nearby areas, particularly the forest. A search ensued around a local truck stop and the adjacent forest near Muirhall Road, Perth. After many hours, Victor was located unharmed back at his home by his family. The uncharacteristic absence remains unexplained, and Victor has reassured his family of his well-being.",medical,"Muirhall Road Perth,312 Greengairs Road Greengairs,An","truck stop,forest",,"colleague,mother",colleague Tom Martin,
