,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,657959371,Nathan Allen,No consent was given for information to be shared.,2019-05-12 19:16:44,2019-05-12 19:16:44,"Clifford was seen at the zoo with his sister, behaved erratically on the train, and was later found disoriented at the fairground, raising concerns about his wellbeing.",1,1,632408,Clifford has not consented to share personal information.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Clifford unwilling to allow information sharing despite situational awareness.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,N,N,2937,,,"fairground,zoo,train",,sister,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,657959372,Clifford Allen,,2019-11-05 00:49:44,2019-11-05 00:49:44,,100,1,687271,Clifford has faced multiple incidents of victimization recently.,,,100,2,,,Clifford aware and consenting to information sharing process.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,657959373,Clifford Allen,,2020-02-21 12:03:44,2020-02-22 22:35:44,Clifford was upset and wandered between train and fairground.,1,1,939710,Clifford is receiving support after being a repeated victim.,,,100,2,,,Clifford understands the situation and consents to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,"train,fairground",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,657959374,Clifford Allen,,2020-07-15 01:50:44,2020-07-15 01:50:44,,2,1,943820,Clifford is receiving support to address ongoing victimization.,,,100,1,,,Clifford aware of situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,657959375,Nathan Allen,No consent was given for information to be shared.,2020-10-09 20:20:44,2020-10-11 20:20:44,,4,1,992816,Clifford requires support due to ongoing victimization concerns.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Clifford expressed concern about sharing details without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5,657959376,Nathan Allen,Unable to locate,2020-10-16 20:28:44,2020-10-18 17:06:44,Clifford seeks help after repeated victimization.,100,1,998378,Clifford requires support due to repeated victimization.,Unable to locate,Unable to locate,100,2,,,Clifford unable to provide consent for database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,657959371,Clifford Allen,,2020-10-28 23:17:44,2020-10-30 23:17:44,,2,1,999836,Clifford is currently safe and receiving necessary support services.,,,100,2,,,Clifford aware and accepting of database entry for support.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,657959378,Clifford Allen,,2021-04-05 18:43:44,2021-04-05 18:43:44,,1,1,999868,Clifford is currently receiving support for his safety needs.,,,100,1,,,Clifford aware and consenting to database input for safety.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,657959370,Clifford Allen,,2021-05-16 16:32:44,2021-05-18 10:31:44,"Incident linked to Gerard Wright, father.",2,1,999883,Clifford is currently safe and receiving necessary support services.,,,100,1,,,"Clifford aware of situation, consented to database entry.",,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,father,Gerard Wright,possible boating incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6579323710,Nathan Allen,Would not engage with police,2021-08-18 18:37:44,2021-08-18 18:37:44,,1,1,999956,"Clifford is currently under support, avoiding further victimization.",Would not engage with police,Would not engage with police,100,1,,,Clifford unwilling to engage; distrusts police intervention.,,28-Nov-2022 14:48:11.000Z[UTC],Clifford,Allen,,2018-12-04 23:09:44,St Albans,English,1,No,,Black African,Male,,Y,N,2937,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
