,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,64469620,Damien Brown,,2020-04-14 15:52:37,2020-04-14 15:52:37,"Damien was seen on a back road with friend Paul Bailey, prompting a report for further observation of his wellbeing.",1,1,459993,Damien is safe and showing improvement in emotional wellbeing.,,,100,1,Damien was cooperative and seemed open to dialogue with the Police.,The parents' attitude could have been supportive and encouraging of communication with law enforcement.,Damien understood and agreed to have his information recorded.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,back road,,,friend Paul Bailey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,64469620,Reece Whitehouse,No consent was given for information to be shared.,2020-07-13 18:05:37,2020-07-15 18:05:37,"While working in the shed, Damien suddenly vanished during seasonal work. Marie expressed concern about his unusual absence during this period.",4,1,667585,"Damien is currently thriving, with no safety concerns noted.",No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,Damien seemed wary and untrusting of the police presence.,The parents' attitude towards police presence may have been one of skepticism or concern.,Damien uncomfortable with sharing information without consent.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,shed,Marie,,,vanished during seasonal work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,64469623,Damien Brown,,2020-12-30 08:38:37,2021-01-01 08:38:37,,100,1,752556,Damien is currently thriving in a supportive environment.,,,100,2,Damien appears cooperative and respectful towards the police.,"Given the youth's cooperative and respectful demeanor towards the police, it is reasonable to infer that the parents may have instilled values of respect for authority and open communication.",Damien consented to have his information recorded in the database.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,64469624,Damien Brown,,2021-02-27 21:52:37,2021-02-27 21:52:37,Damien vanished from the cemetery during seasonal work.,1,1,912045,Damien is thriving and receiving support from trusted adults.,,,100,1,Damien was cooperative and respectful towards the police.,The parents' attitude could have been one of concern and support.,Damien consenting to database inclusion for safety purposes.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,cemetery,,,,vanished during seasonal work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,64469625,Joyce Brown,,2021-07-28 01:44:37,2021-07-28 18:19:37,,100,1,983151,Damien is doing well and participating positively in school activities.,,,100,2,Damien seemed indifferent towards the police involvement.,"The parents may have shown concern regarding police involvement, worrying about potential negative impacts on their child's perception of authority.",Damien agreed to database input and is aware of situation.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,64469626,Simon Ferguson,No consent was given for information to be shared.,2021-11-23 00:11:37,2021-11-23 19:06:37,Damien vanished from an illegal site.,100,1,994178,Damien is currently well and not facing ongoing risks.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,Damien seemed anxious and distrustful of the police.,The parents' attitude towards engagement with police may have been influenced by a general concern for their child's safety and well-being.,Damien disagrees with sharing information without consent.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,illegal site,,,,vanished during seasonal work,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,64469620,Simon Ferguson,Would not engage with police,2022-03-12 14:33:37,2022-03-12 14:33:37,,4,1,995376,Damien is doing well but is hesitant to seek help.,Would not engage with police,Would not engage with police,100,2,Damien showed clear reluctance to engage with police.,"Based on the youth's reluctance to engage with police, the parents' attitude could have been one of distrust or skepticism towards law enforcement.",Damien unwilling to engage; does not consent to database input.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,64469620,Joyce Brown,Would not engage with police,2022-07-15 16:12:37,2022-07-17 16:12:37,"Damien vanished during seasonal work, causing concern due to his lack of engagement with support. Pamela Johnson, a connected individual, is worried about his whereabouts.",100,1,996022,Damien is currently not engaging with support services effectively.,Would not engage with police,Would not engage with police,100,1,Damien showed distrust towards police and refused to engage with them.,"Given the youth's distrust towards police, it can be inferred that the parents may also exhibit a lack of trust in law enforcement.",Damien refuses to engage with police or consent to input.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,,Pamela Johnson,,,vanished during seasonal work,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
8,64469629,Jessica Brown,,2022-09-29 17:58:37,2022-10-01 17:58:37,,4,1,998686,"Damien is safe and well, showing positive engagement at school.",,,100,2,Damien seemed indifferent towards the police.,The parents' attitude towards engagement with police could be characterized as cautious or concerned.,Damien understood and consented to the database input.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,644426210,Damien Brown,,2022-10-24 16:35:37,2022-10-26 16:35:37,,100,1,999087,"Damien is safe and well, showing no signs of distress.",,,100,2,Damien seemed indifferent towards the police involvement.,"Given the youth's indifference towards police involvement, the parents' attitude may have been concerned or skeptical.",Damien consented to database entry and understands the situation.,True,28-Nov-2022 14:48:11.000Z[UTC],Damien,Brown,,2020-01-09 20:37:37,Portsmouth,English,1,Not Known,,White Scottish,Male,,N,N,962,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
