,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,880712561,Ben Patterson,,2021-01-29 20:30:06,2021-01-31 02:58:06,,1,1,334027,Carl shows positive engagement in his current support activities.,,,100,1,Carl was cooperative and seemed respectful towards the police.,The parents may have had a supportive and understanding attitude towards their child's engagement with police.,Carl consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,880712562,Bryan Harrison,,2021-02-12 14:08:06,2021-02-12 14:08:06,,100,1,859915,Carl is managing well and shows no signs of distress.,,,100,1,Carl seemed indifferent to the police involvement.,The parents' attitude towards police involvement could have been one of concern or skepticism.,Carl consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,880712560,Aaron Vincent,,2021-05-29 13:48:06,2021-05-30 21:22:06,,1,1,969692,"Carl is safe and well, consented to data sharing.",,,100,1,Carl felt indifferent towards the police and their involvement.,"Given the youth's indifference towards police involvement, parents may have exhibited a range of attitudes, possibly including concern about the police's role in the community, a belief in the necessity of law enforcement, or a desire for better communication between police and youth.",Carl consented to inputting details into the database.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,880712560,Carl Hilton,,2021-09-20 19:07:06,2021-09-20 19:07:06,,2,1,989148,Carl is safe and receiving appropriate support and care.,,,100,1,Carl was indifferent towards the police and showed no concern.,The parents' attitude could have been one of apprehension or distrust towards the police.,Carl consented to having his details entered in the database.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,880712560,Carl Hilton,,2022-02-13 16:13:06,2022-02-13 16:13:06,,4,1,994556,Carl is in a supportive environment and is doing well.,,,100,1,Carl seemed indifferent about police involvement this time.,The parents' attitude could have been one of concern regarding police involvement.,Carl consented to sharing his information as needed.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,880712560,Carl Hilton,,2022-03-04 01:34:06,2022-03-04 01:34:06,,2,1,994746,"Carl is safe and well, with no reported incidents.",,,100,2,Carl seemed indifferent to the police and showed no concern about the situation.,The parents’ attitude may have been one of concern and caution regarding the police.,Carl understands situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,880712561,Carl Hilton,,2022-06-02 10:31:06,2022-06-02 10:31:06,"Carl, recently moved, was seen near a factory and cult location with Ben Patterson.",4,1,997499,"Carl is safe and well, with consent for data sharing.",,,100,2,Carl seemed indifferent about the police involvement in his situation.,The parents' attitude towards police involvement may have been concerned or protective.,"Carl consented to database entry, understands his situation clearly.",,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,"factory,cult location",Ben Patterson,,,recently moved to area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,880712568,Carl Hilton,,2022-10-25 16:01:06,2022-10-26 11:15:06,Carl wandered off into the forest alone.,4,1,998175,"Carl is safe and thriving, with supportive resources available.",,,100,1,Carl showed a respectful attitude towards the police; no issues reported.,"The parents may have shown a supportive attitude towards the police, encouraging respectful interactions and cooperation.",Carl understands the situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,forest,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,880712569,Bryan Harrison,,2023-02-01 03:07:06,2023-02-02 02:02:06,"Carl has been observed seeking support at school, indicating stability but has experienced moments of needing reassurance and guidance.",2,1,998776,Carl is stable and receiving appropriate support at school.,,,100,2,Carl showed indifference towards law enforcement involvement.,The parents' attitude could have been one of concern or caution regarding law enforcement.,[Carl] aware and consenting to information being documented.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8806855610,Carl Hilton,,2023-02-28 23:11:06,2023-03-02 23:11:06,,100,1,999379,Carl is engaged in positive activities and receiving support.,,,100,1,Carl seemed indifferent towards the police involvement in his situation.,The parents' attitude towards police involvement in the situation could have been one of concern and disapproval.,Carl consented to details being input in the database.,,28-Nov-2022 14:48:11.000Z[UTC],Carl,Hilton,,2020-10-14 07:50:06,Swansea,English,1,No,,Black African,Male,LightSkyBlue,N,N,8256,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
