,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,179573500,Karen McCarthy,,2019-01-06 16:41:07,2019-01-08 16:41:07,"Lawrence was living off-grid, spotted heading home using a back road after avoiding a grocery store visit. His actions concern his father and friend, David Collins.",4,1,858531,Lawrence has displayed concerning behavior towards others recently.,,,100,1,Lawrence showed defiance towards the police regarding his past actions.,The parents' attitude towards Lawrence's engagement with the police could have been one of concern or disappointment.,Lawrence aware of situation and consents to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,N,Y,4350,,,"grocery store,back road",,"father,friend",David Collins,living off-grid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,179573502,Conor Gardner,No consent was given for information to be shared.,2019-04-12 00:59:07,2019-04-12 00:59:07,,1,1,867572,Lawrence is under observation due to past behavioral issues.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,Lawrence displayed defiance towards the police and seemed unrepentant.,The parents' attitude could have been one of concern or disappointment regarding Lawrence's defiance towards the police.,Lawrence disagrees with sharing information due to privacy concerns.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,N,Y,4350,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
2,179573501,Marcus Gould,No consent was given for information to be shared.,2019-07-31 18:02:07,2019-07-31 18:02:07,"Lawrence missed medication pickup; last seen by Georgia at a restaurant, near a storm drain.",100,1,894235,Lawrence exhibits concerning behavior as a repeated perpetrator.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,Lawrence seemed indifferent towards the police and their concerns.,"The parents' attitude could have been one of apprehension or mistrust towards the police, stemming from concerns about safety and the treatment of their children.",Lawrence unhappy with information being shared without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,N,Y,4350,,,"storm drain,restaurant",Georgia,,,did not collect medication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,179573500,Lawrence Gardner,,2020-01-21 13:54:07,2020-01-23 13:54:07,,100,1,994093,Lawrence has exhibited problematic behavior towards others consistently.,,,100,2,"Lawrence showed defiance towards Police, feeling untouchable by the law.",The parents' attitude could have been one of concern and frustration regarding their children's defiance towards law enforcement.,Lawrence understood situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,N,Y,4350,,,,,,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4,179573505,Lawrence Gardner,,2020-01-26 05:02:07,2020-01-28 05:02:07,,1,1,994513,Lawrence needs ongoing support due to repeated victimization.,,,100,2,Lawrence is wary of police but feels hopeful for change this time.,Parents may have approached the situation with a sense of caution and concern about their children's interactions with law enforcement.,"Lawrence aware of situation, consented to database entry.",,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,Y,Y,4350,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
5,179573500,Lawrence Gardner,,2020-06-18 10:23:07,2020-06-18 21:19:07,"Lawrence withdrew from family, prompting concern.",1,1,995236,Lawrence is safe and receiving support for past incidents.,,,100,2,Lawrence seemed resigned and distrustful of the police's ability to help.,The parents’ attitude could have been one of concern and skepticism regarding the police.,Lawrence agreed to document his repeated victimization.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,Y,Y,4350,,,,,,,withdrew from family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,179573500,Conor Gardner,Unable to locate,2020-07-09 08:00:07,2020-07-10 02:42:07,,1,1,995841,Lawrence is experiencing ongoing victimization and safety concerns.,Unable to locate,Unable to locate,100,2,Lawrence seemed distrustful and hesitant to engage with the police.,"Given the youth's distrust and hesitation to engage with police, it can be inferred that the parents might have a cautious or protective attitude towards law enforcement.",Lawrence unable to consent due to repeated victimization.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,Y,Y,4350,,,,,,,,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
7,179573508,Lawrence Gardner,,2020-09-21 17:33:07,2020-09-22 13:44:07,,4,1,999103,Lawrence has experienced multiple incidents of victimization recently.,,,100,1,Lawrence feels distrustful and wary of the police's intentions.,The parents may have felt protective and concerned about their children's safety and wellbeing in interactions with the police.,Lawrence acknowledges repeated victimization and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,Y,Y,4350,,,,,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,179573509,Lawrence Gardner,,2020-11-18 04:23:07,2020-11-19 01:00:07,Lawrence was found on a boat after last being seen at a grocery store with a colleague.,100,1,999492,Lawrence has experienced repeated victimization; support is essential.,,,100,2,Lawrence felt frustrated but understood the need for police involvement.,The parents might have felt concerned about the youth's negative attitude towards police engagement.,Lawrence aware of situation and consents to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,Y,Y,4350,,,"grocery store,boat",,colleague,,,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,179573500,Marcus Gould,,2021-04-18 18:29:07,2021-04-19 14:21:07,Lawrence did not collect medication after speaking with Rachael McLean.,1,1,999644,Lawrence shows signs of trauma from repeated victimization.,,,100,2,Lawrence felt distrustful of the police due to past experiences.,The parents' attitude towards engagement with the police could have been one of concern and caution.,Lawrence understands situation and agrees to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lawrence,Gardner,,2018-09-24 13:30:07,Plymouth,English,1,No,,Black British,Male,,Y,Y,4350,,,,Rachael McLean,,,did not collect medication,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
