,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,712829601,Carolyn Todd,,2018-03-06 22:18:57,2018-03-08 22:18:57,"Carolyn found on rooftop, confused.",4,1,463239,Carolyn is receiving support for her cognitive impairment needs.,,,100,2,,,Carolyn understands situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,rooftop,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1,712829600,Annette Kirk,No consent was given for information to be shared.,2018-05-02 09:39:57,2018-05-04 09:39:57,"Carolyn lost in snow, Lee notified.",1,1,917783,Carolyn requires support due to cognitive impairment; consent not provided.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Carolyn feels her privacy is not respected in this situation.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,snow,Lee,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,712829603,Alison Todd,Would not engage with police,2018-08-01 06:27:57,2018-08-01 06:27:57,"Carolyn is in a snow area wilderness, believed to be in a forested area.",4,1,954256,Carolyn is currently safe but experiences cognitive challenges.,Would not engage with police,Would not engage with police,100,1,,,Carolyn unwilling to engage; lacks understanding of the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,"snow area,wilderness",,,,believed to be in forested area,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3,712829604,Naomi Davison,Would not engage with police,2018-12-28 07:16:57,2018-12-28 07:16:57,,2,1,975296,Carolyn requires support due to cognitive impairment and declined police involvement.,Would not engage with police,Would not engage with police,100,1,,,"Carolyn unwilling to engage, lacks capacity to consent.",,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
4,712829605,Carolyn Todd,,2019-01-06 18:18:57,2019-01-06 18:18:57,"Carolyn seen with father, fell in snow on rooftop.",1,1,983551,Carolyn receives appropriate support for her cognitive impairment.,,,100,1,,,Carolyn understood the situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,"rooftop,snow",,father,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5,712829606,Carolyn Todd,,2019-02-18 06:48:57,2019-02-18 06:48:57,"Carolyn found on rooftop, crime involved.",4,1,986003,Carolyn is receiving support for her cognitive impairment needs.,,,100,1,,,[Carolyn] acknowledges understanding and consents to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,rooftop,,,,involved in criminal activity,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6,712829600,Allan Lambert,,2019-06-25 09:51:57,2019-06-27 09:51:57,"Carolyn, who receives support for her cognitive impairment, was last seen near a snow area rooftop. She is believed to be in a forested wilderness with Annette Kirk.",4,1,988731,Carolyn receives support for her cognitive impairment needs.,,,100,2,,,Carolyn understands situation but has cognitive impairment challenges.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,"wilderness,snow area,rooftop",,,Annette Kirk,believed to be in forested area,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,712829600,Rachael Moore,Unable to locate,2019-07-07 00:23:57,2019-07-07 00:23:57,"Carolyn, with cognitive impairment, requires support. Her grandmother, Annette Kirk, is concerned due to recent confusion incidents.",4,1,991806,Carolyn has cognitive impairment and may require additional support.,Unable to locate,Unable to locate,100,1,,,`Carolyn unable to provide consent due to cognitive impairment.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,,,,grandmother Annette Kirk,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
8,712829600,Alison Todd,No consent was given for information to be shared.,2019-12-16 09:37:57,2019-12-16 09:37:57,"Carolyn was found on a rooftop in the wilderness, linked to criminal activity discussed with Gareth Jones.",1,1,992274,Carolyn is receiving support for cognitive impairments affecting wellbeing.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Carolyn unable to consent; lacks understanding of situation.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,"rooftop,wilderness",,,Gareth Jones,involved in criminal activity,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
9,7128026010,Allan Lambert,No consent was given for information to be shared.,2020-05-05 09:21:57,2020-05-05 09:21:57,,4,1,998372,Carolyn is receiving support for her cognitive impairment needs.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,[Carolyn] did not consent to sharing her information.,,28-Nov-2022 14:48:11.000Z[UTC],Carolyn,Todd,,2017-11-05 13:12:57,Durham,Urdu,1,Yes (please specify),Cognitive Impairment,Asian Pakistani,Female,,N,N,9960,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
