,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,44381,6927,Medium,Medium,Neil,Browne,1950-09-22,Stirling,71,Male,Home Address,Retired Logistics and distribution manager,9912,2021-11-29 00:00:00,2021-11-30 10:00:00,Tuesday,5006,2021-12-02 11:26:00,"North Pier, Oban, PA34 5QD",Home,Stewart Lee,"1 Newark Street,  PA14 5PE",Traced by Police,"Neil Browne, known to avoid authorities, was reported missing from his home at North Pier, Oban. Before his disappearance, he had cut off all communications with family, including his mother and Steven Manning, his grandfather. Neil was last spotted near a military base, a place he was strangely drawn to despite his reticent nature. His uncle mentioned that Neil had a habit of retreating to forested areas to disconnect from the world. Speculation arose that he might have ventured there again, possibly visiting a nearby mosque he had once expressed interest in. His reclusive tendencies made it challenging for his family and authorities to pinpoint his exact location. Eventually, he was located by police at a different address, with revelations suggesting he may have intended to stay under the radar.",mosque,,military base,,"uncle,grandfather,mother",Steven Manning grandfather,"known to avoid authorities,cut off communications,believed to be in forested area"
1,23391,6927,High,High,Neil,Browne,1950-09-22,Stirling,71,Male,Home Address,Retired Logistics and distribution manager,9912,2022-03-01 11:26:00,2022-03-02 12:26:00,Wednesday,8644,2022-03-07 11:30:00,"North Pier, Oban, PA34 5QD",Home,Christian Jones,"North Pier, Oban, PA34 5QD",Traced by family,"Neil Browne, known for avoiding authorities and cutting off communications, vanished after contacting a stranger. He had become reclusive, perplexing his uncle and son. They searched tirelessly until finding him safe at home days later. Neil preferred solitude, evading inquiries about his absence.",,,,,"uncle,son",Browne,"known to avoid authorities,cut off communications,contacted a stranger before vanishing"
2,80080,6927,Low,Low,Neil,Browne,1950-09-22,Stirling,71,Male,Home Address,Retired Logistics and distribution manager,9912,2022-09-02 11:30:00,2022-09-02 23:30:00,Friday,9562,2022-09-09 02:52:00,"North Pier, Oban, PA34 5QD",Home,Lesley Connolly,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Neil Browne, a resident in Oban, was last seen at a bar located near Railway Pier, PA34 4LW. Earlier that evening, he reportedly made contact with a stranger while present in a known gang territory on An t-Sràid, PA34 5UG. Despite his usual tendency to avoid contacting authorities, he was believed to have vanished towards a forested area near Gallanach Road, PA34 4PE. His daughter, Lesley Connolly, expressed concern but the low initial risk and Neil's familiarity with the area delayed their worry. Neil's father, Frank Browne, was combing nearby family-related locations hoping for Neil's safe return.",,"Railway Pier,Way,An,Gallanach Road PA34 4PE",gang territory,,,"Browne,daughter Lesley Connolly,Frank Browne","contacted a stranger before vanishing,known to avoid authorities,believed to be in forested area"
3,53224,6927,High,High,Neil,Browne,1950-09-22,Stirling,72,Male,Home Address,Retired Logistics and distribution manager,9912,2022-11-06 02:52:00,2022-11-07 06:52:00,Monday,2743,2022-11-08 00:35:00,"North Pier, Oban, PA34 5QD",Home,Naomi Bradshaw,"Larkfield Road, Inverclyde, PA16 0XN",Traced by Police,"Neil Browne was last seen leaving a bar/nightclub near North Pier, Oban, where he was a regular visitor. Friends reported that Neil Browne had cut off communications unexpectedly after an evening out, raising concerns among those close to him. His history of avoiding authorities contributed to the growing worry about his whereabouts. After several fruitless attempts to reach him, his mother reported him missing, fearing for his safety given the late hour. The search extended into nearby areas, with leads suggesting he may have headed towards a forested area. Thankfully, Neil was later traced by police on Larkfield Road, Inverclyde, unharmed but disoriented.",,North Pier Oban,,,mother,,"cut off communications,known to avoid authorities,believed to be in forested area"
4,65358,6927,Medium,High,Neil,Browne,1950-09-22,Stirling,72,Male,Home Address,Retired Logistics and distribution manager,9912,2022-12-25 00:35:00,2022-12-25 00:35:00,Sunday,4484,2022-12-28 03:19:00,"North Pier, Oban, PA34 5QD",Home,Sheila Harper,"Larkfield Road, Inverclyde, PA16 0XN",Traced by Police,"Neil Browne was last reported missing from his home at North Pier, Oban. Prior to his disappearance, he had been visiting his uncle at a nursing home located near 1 Customhouse Way. Concern arose when Neil failed to return that evening, prompting his sister to contact the authorities. The police initiated search efforts, focusing on locations he was known to frequent, such as Railway Pier and Glengallen Road. With no immediate leads, the search extended towards Park Mains and An t-Sràid. Neil was eventually traced by police several days later in Inverclyde, unharmed, on Larkfield Road, far from his original path.",nursing home,"An,1 Customhouse Way,Glengallen Road,Park Mains,Railway Pier",,,"uncle,sister",,
5,94165,6927,Medium,Medium,Neil,Browne,1950-09-22,Stirling,72,Male,Home Address,Retired Logistics and distribution manager,9912,2023-01-27 03:19:00,2023-01-27 19:19:00,Friday,1282,2023-01-28 00:41:00,"North Pier, Oban, PA34 5QD",Home,Sheila Harper,"1 Newark Street,  PA14 5PE",Traced by Police,"Neil Browne, known for frequent explorations, was reported missing after an evening visit to a local bar on Gallanach Road, PA34 4PE. Witness accounts suggest he left the bar alone, heading toward a notorious gang territory near the outskirts of town. His son, Frank, attempted to contact him but found all lines of communication abruptly cut off. Concerns heightened when searches led them to suspect that Neil had ventured into a dense, forested area widely believed to be unsafe due to its proximity to Railway Pier, Oban, PA34 4LW. Authorities intensified efforts, fearing the isolation could pose increased risk to his well-being while Neil remained unlocated.",,"Railway Pier Oban PA34 4LW,Gallanach Road PA34 4PE",gang territory,Frank,son,,"believed to be in forested area,cut off communications"
6,93837,6927,High,High,Neil,Browne,1950-09-22,Stirling,72,Male,Home Address,Retired Logistics and distribution manager,9912,2023-02-04 00:41:00,2023-02-04 18:41:00,Saturday,5822,2023-02-08 01:43:00,"Railway Pier, Oban, PA34 4LW",senior center,Naomi Bradshaw,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Neil Browne, a 72-year-old man, was last seen at his home, which was connected to a local senior center where he frequently visited. Known for avoiding authorities, Neil had a tendency to shun official channels, opting instead for informal means of communication. Prior to his disappearance, he was overheard conversing with an unidentified stranger outside his residence. This unusual behavior raised concern among his family members, especially his grandfather, who noted that Neil had been increasingly distant of late. Neighbors reported seeing a vehicle parked nearby during the time he vanished, which led to the assumption that he may have willingly left with the stranger. Despite extensive searches, he was finally located by police at another location in Oban, where he claimed he had gone to sort out personal matters quietly.",Home,,,,grandfather,,"contacted a stranger before vanishing,known to avoid authorities"
7,70067,6927,Low,Low,Neil,Browne,1950-09-22,Stirling,72,Male,Home Address,Retired Logistics and distribution manager,9912,2023-05-17 01:43:00,2023-05-17 08:43:00,Wednesday,6640,2023-05-21 16:23:00,"North Pier, Oban, PA34 5QD",Home,Frederick Davies,"North Pier, Oban, PA34 5QD",Traced by Police,"Neil Browne was last seen at a well-known bar on An t-Sràid, PA34 5UG. Earlier, he had contacted a stranger at the establishment, an unusual act for him, as reported by his colleague, Jeffrey Dyer. Witnesses recall him leaving the bar unaccompanied. There were rumors in the area of his possible involvement in some gang-related activity, but no concrete evidence has emerged. Search efforts intensified after his uncle, Carl Browne, expressed concerns about Neil's absence, mentioning prior discussions about heading to a nearby forested area. Authorities speculated he might have sought solitude or encountered trouble in the densely wooded regions surrounding the town.",,An,gang,Jeffrey Dyer,colleague,uncle Carl Browne,"contacted a stranger before vanishing,believed to be in forested area"
8,17207,6927,Low,Low,Neil,Browne,1950-09-22,Stirling,73,Male,Home Address,Retired Logistics and distribution manager,9912,2023-10-28 16:23:00,2023-10-28 23:23:00,Saturday,3666,2023-10-31 05:29:00,"North Pier, Oban, PA34 5QD",Home,Claire Browne,"North Pier, Oban, PA34 5QD",Traced by Police,"Neil Browne was last seen in Park Mains, Erskine, after visiting An t-Sràid. He contacted a stranger before vanishing and cut off communications. His colleague noticed he was known to avoid authorities prior to disappearance.",,"Park Mains Erskine,An",,,colleague,,"known to avoid authorities,contacted a stranger before vanishing,cut off communications"
9,12978,6927,High,High,Neil,Browne,1950-09-22,Stirling,73,Male,Home Address,Retired Logistics and distribution manager,9912,2024-03-05 05:29:00,2024-03-06 07:29:00,Wednesday,6547,2024-03-09 18:36:00,"North Pier, Oban, PA34 5QD",Home,Naomi Bradshaw,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Neil Browne was last seen leaving a military base near a known gang territory. His son discovered Neil's car near a church several miles from the base. Concern arose as Neil didn’t attend a family event that evening. The police later found Neil nearby, disoriented but safe, requiring medical evaluation before returning home.",,,"military base,church,gang territory",,son,,
