,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,939818701,Callum Moore,,2013-05-21 11:17:27,2013-05-21 19:50:27,,4,1,31447,Callum requires support and supervision due to dementia diagnosis.,,,100,1,,,Callum unable to fully grasp the situation due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,8870,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1,939818702,Mohamed Carr,Unable to locate,2013-07-10 20:39:27,2013-07-10 20:39:27,,2,1,243222,Callum requires supervision due to dementia and safety concerns.,Unable to locate,Unable to locate,100,1,,,Callum unable to understand the situation due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,8870,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,939818703,Glen Pearson,,2013-11-16 01:10:27,2013-11-16 01:10:27,"Callum was found in a snowy parking lot, leaving creative works behind.",100,1,418949,Callum is receiving support for his dementia-related needs.,,,100,1,,,Callum aware of consent but struggles with understanding details.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,N,8870,,,"parking lot,snow",,,,left creative works behind,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,939818704,George Ferguson,No consent was given for information to be shared.,2013-12-22 04:55:27,2013-12-22 15:31:27,,2,1,684712,"Callum is in care, experiencing challenges due to dementia.",No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Callum confused about situation due to dementia and no consent.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4,939818700,Glen Pearson,,2014-02-01 17:21:27,2014-02-01 17:21:27,"Callum, involved in a legal dispute, was last seen in the parking lot near the orchard with Terence.",100,1,766029,Callum's dementia requires ongoing support and monitoring daily.,,,100,2,,,Callum understood and consented to database entry despite dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,,"parking lot,orchard",,,Terence,involved in legal dispute,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,939818706,Callum Moore,,2014-05-28 18:29:27,2014-05-28 18:29:27,Callum wandered from the orchard to the internet café.,100,1,775417,Callum receives support for dementia and is under supervision.,,,100,2,,,Callum acknowledged understanding despite dementia diagnosis.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,The,"orchard,internet café",,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6,939818700,Kimberley Harrison,No consent was given for information to be shared.,2014-07-13 15:12:27,2014-07-13 15:12:27,Callum was found at an ocean café.,2,1,969705,Callum requires support due to his dementia diagnosis.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Callum unable to consent due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,,"café,ocean",,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7,939818708,Callum Moore,,2014-10-03 02:41:27,2014-10-05 02:41:27,,100,1,970011,Callum requires ongoing support due to cognitive impairment.,,,100,1,,,Callum unable to fully comprehend the ongoing situation.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
8,939818700,Callum Moore,,2015-03-11 04:11:27,2015-03-11 04:11:27,,100,1,977259,Callum is safe and receiving support for his needs.,,,100,1,,,Callum consented but struggles to comprehend the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9397917010,Kimberley Harrison,No consent was given for information to be shared.,2015-08-13 17:44:27,2015-08-15 07:43:27,,1,1,992965,Callum has dementia and is currently under protective supervision.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Callum unable to comprehend consent due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Callum,Moore,,2013-01-23 10:10:27,Inverness,English,1,Yes (please specify),Dementia,Black African,Male,,N,Y,8870,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
