,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,96807,3811,High,High,Hollie,Dodd,1990-06-12,Bristol,30,F,Home Address,Planning and development surveyor,8757,2020-11-11 00:00:00,2020-11-11 00:00:00,Wednesday,5366,2020-11-14 17:26:00,"Glengallen Road, Oban, PA34 4HH",Home,Cheryl Lee,"North Pier, Oban, PA34 5QD",Traced by Police,"Hollie Dodd was last seen leaving her home on Glengallen Road, Oban. Her son reported her missing after she failed to meet him at a coffee shop on An t-Sràid. After days of searching, she was finally traced by police at North Pier, Oban, where she was found in good health.",coffee shop,"An,North Pier Oban,Glengallen Road Oban",,,son,,
1,34326,3811,Low,Low,Hollie,Dodd,1990-06-12,Bristol,30,F,Home Address,Planning and development surveyor,8757,2020-12-14 17:26:00,2020-12-14 22:26:00,Monday,2357,2020-12-16 08:43:00,"Glengallen Road, Oban, PA34 4HH",Home,Marc Hammond,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Hollie Dodd disappeared from her home on Glengallen Road, Oban. Her brother reported unusual behavior, including leaving messages indicating distress. Hollie was last seen near Park Mains, Erskine, PA8 7AL, close to mental health facilities. Police traced her to Glengallen Road, confirming her safe return after a mental health check.",,"An,Park Mains Erskine PA8 7AL,Oban",mental,,"brother,brother",,
2,46632,3811,Medium,Low,Hollie,Dodd,1990-06-12,Bristol,30,F,Home Address,Planning and development surveyor,8757,2021-01-03 08:43:00,2021-01-03 09:43:00,Sunday,4704,2021-01-06 15:07:00,"Glengallen Road, Oban, PA34 4HH",Home,Roy Coleman,"Larkfield Road, Inverclyde, PA16 0XN",Traced by member of the public,"Hollie Dodd, noted to act erratically, disappeared from her home on Glengallen Road, Oban. Her disappearance was first noticed when she failed to attend a mental health-related session. Hollie, who was a patient at a local mental health facility, visited Park Mains and the bustling fairground at North Pier, Oban prior to going missing. Benjamin Dodd, Hollie's uncle, expressed concern over her erratic behavior. After being traced by a member of the public, she was found unharmed at Larkfield Road, Inverclyde.",Home,"An,Glengallen Road Oban,Park Mains,North Pier Oban","mental,fairground",,,Benjamin Dodd,"noted to act erratically,mental health facility patient"
3,10021,3811,Medium,Medium,Hollie,Dodd,1990-06-12,Bristol,30,F,Home Address,Planning and development surveyor,8757,2021-01-30 15:07:00,2021-01-31 00:07:00,Sunday,9827,2021-02-06 10:54:00,"Glengallen Road, Oban, PA34 4HH",Home,Roy Coleman,"North Pier, Oban, PA34 5QD",Traced by Police,"Hollie Dodd was last seen at her home on Glengallen Road, Oban. It was reported by family members, that Hollie, who occasionally visited Park Mains, Erskine to seek mental health support, had been speaking more frequently about her grandfather, Barry Clayton, and their shared memories at a local fairground. Friends and family noticed an unusual absence of communication from Hollie and were unable to reach her through her phone. She was reported missing later that same day. After a week of intensive search efforts led by local police, Hollie was found unharmed at the North Pier, Oban, seemingly disoriented but safe and reunited with her family.",,"Park Mains Erskine,Glengallen Road Oban","mental,fairground",,"grandfather,grandfather",grandfather Barry Clayton,
4,14516,3811,Medium,Medium,Hollie,Dodd,1990-06-12,Bristol,30,F,Home Address,Planning and development surveyor,8757,2021-04-13 10:54:00,2021-04-13 21:54:00,Tuesday,2289,2021-04-15 01:03:00,"Glengallen Road, Oban, PA34 4HH",Home,Louis Scott,"Railway Pier, Oban, PA34 4LW",Traced by family,"Hollie Dodd was last seen at her home on Glengallen Road, Oban. Her brother grew concerned when she failed to attend an important neighborhood association meeting. Given her previous encounters with stress-related episodes, it was feared that her mental health might have been compromised. Gerald Dodd, her uncle, reported that she often visited a coffee shop on An t-Sràid, PA34 5UG for solace. Family members conducted a search and eventually traced her to the Railway Pier, Oban, calmly reflecting on recent events.","neighborhood association,Home,coffee shop","An,Glengallen Road Oban",mental,,brother,uncle,
5,6007,3811,High,High,Hollie,Dodd,1990-06-12,Bristol,30,F,Home Address,Planning and development surveyor,8757,2021-06-01 01:03:00,2021-06-01 04:03:00,Tuesday,8628,2021-06-07 00:51:00,"Glengallen Road, Oban, PA34 4HH",Home,Patricia Dodd,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Hollie Dodd was last seen leaving a lunch meeting near An t-Sràid, PA34 5UG, where she had met her two brothers. Described as distraught, she left abruptly before heading to her residence on Glengallen Road, Oban, but never arrived. Her grandmother reported her missing later that evening when Hollie failed to check in, citing concerns over recent personal challenges she was facing. The local community quickly mobilized, searching areas around Glengallen Road and extending into Park Mains, Erskine, PA8 7AL, although there were no signs of her. Police classified her disappearance as high risk due to her uncharacteristic behavior and lack of contact with family. After an exhaustive search, which included revisiting her usual routes and interviewing those closest to her, Hollie was eventually traced back to her home, having returned quietly without notifying anyone, seemingly needing time to process recent events privately.",lunch meeting,"Park Mains Erskine PA8 7AL,An",,,"brother,brother,grandmother",,
6,79949,3811,High,High,Hollie,Dodd,1990-06-12,Bristol,31,F,Home Address,Planning and development surveyor,8757,2021-09-29 00:51:00,2021-09-29 19:51:00,Wednesday,2192,2021-09-30 13:23:00,"Glengallen Road, Oban, PA34 4HH",Home,Patricia Dodd,"Railway Pier, Oban, PA34 4LW",Traced by member of the public,"Hollie Dodd, a 31-year-old planning and development surveyor, was known to have been disowned by her family and was struggling with mental health issues, leading to her occasional stays at a mental health facility. Hollie was reported missing from her home on Glengallen Road, Oban. Friends last saw her near Park Mains, Erskine, but she was not noticed again until a concerned member of the public reported seeing her at North Pier, Oban. Dodd might have intentionally distanced herself from familiar surroundings due to her strained family ties and mental health battles, leading her to An t-Sràid. After a thorough search in those areas, she was found safe, albeit disoriented.",,"Park Mains Erskine,North Pier Oban,An",,,,,"mental health facility patient,disowned by family"
7,28611,3811,High,High,Hollie,Dodd,1990-06-12,Bristol,31,F,Home Address,Planning and development surveyor,8757,2021-11-16 13:23:00,2021-11-16 15:23:00,Tuesday,6319,2021-11-20 22:42:00,"Glengallen Road, Oban, PA34 4HH",Home,Roy Parkes,"4 Hillwood Terrace, Rosyth, KY11 2DJ",Traced by Police,"Hollie Dodd was last seen leaving her home on Glengallen Road. Known for her dedication to work, she occasionally mentioned stress-related headaches. On the day of her disappearance, she planned a brief visit to a fairground at Park Mains, Erskine, reportedly meeting her brother for a lunch meeting. However, foul weather struck the area unexpectedly, raising concerns for her safety. Her grandfather, aware of an unknown medical condition she had concealed, became worried about the impact of such abrupt weather changes on her well-being. Hollie's whereabouts remained unclear until she was traced by police at an address in Rosyth, relieved but shaken by the events.","Home,lunch meeting","Glengallen Road,Park Mains Erskine",fairground,,"uncle,grandfather,brother,brother,grandfather",,"foul weather incident,unknown medical condition"
8,75745,3811,High,High,Hollie,Dodd,1990-06-12,Bristol,31,F,Home Address,Planning and development surveyor,8757,2022-01-09 22:42:00,2022-01-10 02:42:00,Monday,3318,2022-01-12 06:00:00,"Glengallen Road, Oban, PA34 4HH",Home,Cheryl Lee,"Torphichen Road, Bathgate, EH48 4LA",Traced by member of the public,"Hollie Dodd was last seen at the Park Mains fairground in Erskine, where she was visiting with her son and uncle, Michael. The evening took an unfortunate turn when a sudden foul weather incident hit, throwing the gathering into chaos. Concern quickly grew when Hollie became separated from her family amidst the confusion of the storm. Her family searched the area extensively but to no avail. Known for her robust mental health, it was unusual for her to remain out of touch. The family, worried for her safety due to the adverse weather and the high-risk nature of her disappearance, contacted authorities. Hollie was eventually traced two days later by a member of the public, far from where she had gone missing.",,Park Mains,"fairground,mental","Dodd,Michael","son,son,uncle",uncle,foul weather incident
9,58138,3811,Medium,Medium,Hollie,Dodd,1990-06-12,Bristol,31,F,Home Address,Planning and development surveyor,8757,2022-04-14 06:00:00,2022-04-14 06:00:00,Thursday,7306,2022-04-19 07:46:00,"Glengallen Road, Oban, PA34 4HH",Home,Marc Hammond,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Hollie Dodd, referred to as MP, was last seen leaving her Home on Glengallen Road, Oban. Known to be a patient at a mental health facility, MP had shown increasing signs of paranoia, particularly fearing being surveilled. This heightened anxiety led her to frequently express concern about hidden cameras at her regular coffee shop visits. On the day of her disappearance, MP left her residence unexpectedly, driven by delusions of being watched. A search was initiated following her unexplained absence, resulting in police tracing her back to her initial address. Upon being located, MP was found safe and unharmed, though still exhibiting symptoms related to her unspecified medical condition. Her disappearance underscored the complexities of her mental state, requiring ongoing support and monitoring.","Home,coffee shop",,,,,,"unknown medical condition,was paranoid about surveillance,mental health facility patient"
10,71168,3811,Low,Low,Hollie,Dodd,1990-06-12,Bristol,32,F,Home Address,Planning and development surveyor,8757,2022-06-18 07:46:00,2022-06-19 09:46:00,Sunday,6803,2022-06-23 01:09:00,"Glengallen Road, Oban, PA34 4HH",Home,Roy Coleman,"1 Newark Street,  PA14 5PE",Traced by Police,"Hollie Dodd was last seen at the fairground near North Pier, Oban, PA34 5QD. Witnesses reported that she appeared paranoid about surveillance and was noted to act erratically, possibly due to an unknown medical condition. Her grandfather expressed concerns as she left without explanation. After five days, Hollie was safely located by the police at an address off Glengallen Road, Oban, PA34 4HH.",,"North Pier Oban PA34 5QD,An,Glengallen Road Oban PA34 4HH",fairground,,"grandfather,grandfather",,"unknown medical condition,was paranoid about surveillance,noted to act erratically"
11,46124,3811,High,Medium,Hollie,Dodd,1990-06-12,Bristol,32,F,Home Address,Planning and development surveyor,8757,2022-07-19 01:09:00,2022-07-19 10:09:00,Tuesday,5767,2022-07-23 01:16:00,"Glengallen Road, Oban, PA34 4HH",Home,Roy Coleman,"4 Hillwood Terrace, Rosyth, KY11 2DJ",Traced by Police,"Hollie Dodd was reported missing after she failed to return home to Glengallen Road, Oban. She had last been seen at the local fairground set up near An t-Sràid, PA34 5UG, where she frequently visited with her grandfather. Accounts from fairground staff suggest Hollie appeared distracted and left the area alone, declining an offer from a family friend to accompany her home. Despite initial high concerns for her welfare, further investigations led to a tip-off leading police to a residence on 4 Hillwood Terrace, Rosyth. Hollie was found safe, having voluntarily stayed with acquaintances without informing her family, reducing final risk assessments to medium.",,"An,Glengallen Road Oban",fairground,,grandfather,,
12,92413,3811,Medium,Medium,Hollie,Dodd,1990-06-12,Bristol,32,F,Home Address,Planning and development surveyor,8757,2022-12-17 01:16:00,2022-12-17 22:16:00,Saturday,7462,2022-12-22 05:38:00,"Glengallen Road, Oban, PA34 4HH",Home,Louis Scott,"1 Newark Street,  PA14 5PE",Traced by Police,"Hollie Dodd, a mental health facility patient, was last seen at North Pier, Oban, PA34 5QD. Noted to act erratically, she was disowned by her family. Her brother reported her missing after she failed to return from a visit to a nearby fairground.",,"North Pier Oban PA34 5QD,Oban PA34","mental,fairground",,brother,,"mental health facility patient,noted to act erratically,disowned by family"
13,55832,3811,Low,Medium,Hollie,Dodd,1990-06-12,Bristol,32,F,Home Address,Planning and development surveyor,8757,2023-02-16 05:38:00,2023-02-16 11:38:00,Thursday,8314,2023-02-22 00:12:00,"Glengallen Road, Oban, PA34 4HH",Home,Leonard Turner,"Glengallen Road, Oban, PA34 4HH",Traced by family,"Hollie Dodd was last seen at a fairground near her home on Glengallen Road, Oban. Witnesses, including her grandfather and brother, reported that Hollie began to act erratically during the event. Despite their attempts to calm her, she wandered off into the crowd. The weather took a sudden turn for the worse, as a foul weather incident began, obscuring visibility and causing chaos among fairgoers. Concerned, her grandfather and brother searched the fairground, but she was nowhere to be found. Authorities were notified, and Hollie was traced six days later, having returned home on her own. Her disappearance was largely attributed to the combined stress of the erratic behavior and the severe weather conditions.",Home,"Glengallen Road Oban,Oban",fairground,,"grandfather,grandfather,brother",,"noted to act erratically,foul weather incident"
14,52928,3811,High,High,Hollie,Dodd,1990-06-12,Bristol,33,F,Home Address,Planning and development surveyor,8757,2023-08-14 00:12:00,2023-08-14 04:12:00,Monday,6007,2023-08-18 04:19:00,"Glengallen Road, Oban, PA34 4HH",Home,Leonard Turner,"Larkfield Road, Inverclyde, PA16 0XN",Traced by family,"Hollie Dodd was last seen at her residence on Glengallen Road, Oban, PA34 4HH. She had expressed concerns to her brother about being constantly surveilled. Earlier, she visited a mental health facility in Park Mains, Erskine, PA8 7AL, attempting to understand her unknown medical condition. Her uncle, Benjamin Dodd, later reported her missing when she failed to meet them at a fairground on An t-Sràid, PA34 5UG. Challenging weather conditions likely hindered the search. Eventually, family traced Hollie to Larkfield Road, Inverclyde, PA16 0XN.",,"Park Mains Erskine PA8 7AL,An,Glengallen Road Oban PA34 4HH","mental,fairground",,brother,Benjamin Dodd,"was paranoid about surveillance,foul weather incident,unknown medical condition"
