,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,181222121,Katie Howard,No consent was given for information to be shared.,2021-11-09 18:32:22,2021-11-11 18:32:22,,4,1,292799,Stacey is well and receiving support for her hearing impairment.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,Stacey seemed fearful and distrustful of the Police presence.,"Given the youth's fearfulness and distrust towards police presence, it is likely that the parents' attitude could have been one of concern and wariness.",Stacey feels uneasy about sharing personal information.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,N,N,9212,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,181222122,Jordan Brown,Would not engage with police,2022-02-20 09:03:22,2022-02-20 09:03:22,"Stacey, with a hearing impairment, went missing from a farm visit, last seen heading toward a nearby campground by her colleague.",100,1,824048,Stacey experiences challenges due to hearing impairment and victimization.,Would not engage with police,Would not engage with police,100,1,Stacey was apprehensive and refused to engage with police.,The parents' attitude could have been one of caution or skepticism regarding police interactions.,Stacey unwilling to engage with police or share information.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,N,9212,,,"farm,campground",,colleague,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,181222123,Stacey Byrne,,2022-06-28 16:40:22,2022-06-30 16:40:22,,1,1,990970,Stacey is currently safe and receiving appropriate support services.,,,100,2,Stacey expressed distrust in the police after repeated victimization.,"Given the youth's expressed distrust in the police, it is plausible that the parents may have shared similar sentiments.",Stacey acknowledges situation; feels supported and understood.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,N,9212,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3,181222124,Stacey Byrne,,2022-12-21 21:48:22,2022-12-23 21:48:22,Stacey was last seen leaving church with a friend.,1,1,992271,Stacey is safe and receiving support for her hearing impairment.,,,100,2,Stacey feels distrustful towards police after repeated victimization.,The parents' attitude towards the police could have been cautious or protective.,Stacey felt informed and supported in the situation.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,N,9212,,,church,,friend,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,181222125,Stacey Byrne,,2023-03-16 04:59:22,2023-03-16 04:59:22,"Stacey, aged 17, linked with her friend, vanished after a hiking trip. Previously seen at a rehab center and near a farm, but no sightings since. Support for her hearing impairment is ongoing.",4,1,999285,Stacey is receiving support for her hearing impairment and safety.,,,100,2,Stacey was indifferent towards the police involvement in her situation.,"Based on Stacey's indifference towards police involvement, it is plausible that her parents might have had a cautious or protective attitude.","Stacey acknowledges situation, consented for database inclusion.",True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,N,9212,,,"rehab center,farm",,friend,,disappeared after hiking trip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,181222120,Stacey Byrne,,2023-05-25 09:12:22,2023-05-25 09:12:22,"Stacey, linked to Deborah Adams, frequents Derwent Ave, Dundee, involved in a fringe group.",1,1,999600,Stacey has a hearing impairment and requires ongoing support.,,,100,2,Stacey expressed relief in reporting the incident to the police.,The parents' attitude could have been one of concern and skepticism regarding the police's ability to handle the situation effectively.,Stacey felt informed and consenting to the database entry.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,N,9212,,Derwent,,,,Deborah Adams,associated with political fringe group,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,181222120,Stacey Byrne,,2023-09-04 10:55:22,2023-09-04 10:55:22,"Stacey, a 17-year-old with a hearing impairment, has repeatedly faced victimization. Recently, her colleague at the rehab center noticed signs of mental health issues. Stacey often appears withdrawn and struggles to communicate, raising concerns about her well-being despite receiving support for her past experiences.",1,1,999610,Stacey is receiving support for her repeated victimization.,,,100,1,Stacey feels distrustful of the police due to past experiences.,The parents’ attitude towards engagement with the police could be characterized by skepticism and concern.,Stacey aware of situation; consented to database inclusion.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,Y,9212,,,rehab center,Stacey,colleague,,mental health issues,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0
7,181222120,Stacey Byrne,,2024-01-11 19:30:22,2024-01-12 16:19:22,,1,1,999698,Stacey continues to face challenges due to repeated victimization.,,,100,2,Stacey feels distrustful towards the police due to past experiences.,The parents' attitude towards engagement with the police may have been one of skepticism or caution.,"Stacey consented, but feels unsafe with repeated victimization.",True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,Y,9212,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
8,181222120,Stacey Byrne,,2024-06-21 11:58:22,2024-06-21 11:58:22,"Stacey struggles with mental health at church, farm, and campground.",100,1,1000122,Stacey is receiving support for her hearing impairment and safety.,,,100,1,Stacey seemed resigned to her circumstances regarding the police.,The parents' attitude could have reflected concern and frustration regarding their children's relationship with the police.,Stacey feels her situation is being addressed appropriately now.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,Y,9212,,,"church,campground,farm",,,,mental health issues,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9,1811951210,Stacey Byrne,,2024-12-06 09:00:22,2024-12-08 09:00:22,"Stacey faced romantic rejection intensifying her vulnerability. As a repeated victim and perpetrator, her hearing impairment adds complexity. Supports are established to address her emotional and behavioral struggles.",100,1,1000133,Stacey experiences ongoing victimization and supports are in place.,,,100,2,Stacey expressed distrust and indifference towards the Police.,The parents' attitude towards engagement with the police may have been one of caution or skepticism.,Stacey believes database entry will help ensure safety.,True,28-Nov-2022 14:48:11.000Z[UTC],Stacey,Byrne,,2021-09-27 22:14:22,Milton Keynes,English,1,Yes (please specify),Hearing Impairment,Black African,Female,,Y,Y,9212,,,,,,,romantic rejection,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
