,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,63044,2458,Medium,Medium,Daniel,Cooper,2011-03-16,Bangor,10,Male,Home Address,,3364,2021-10-31 00:00:00,2021-10-31 06:00:00,Sunday,5977,2021-11-04 03:37:00,"3 Seals Craig View, Burntisland, KY3 0AX",summer camp,Georgia Douglas,"28 Fairykirk Road, Rosyth, KY11 2QQ",Traced by Police,"Daniel Cooper was last seen at an amusement park near Seaforth Place, Burntisland, KY3 9AX, by his colleague Keith James. While the group was exploring the park and enjoying various rides, Daniel somehow got separated from the others. Claire Davies, another associate, noted his absence when they regrouped for lunch. Despite immediate efforts to locate him, Daniel had seemingly vanished without a trace. The police tracked him down days later at 28 Fairykirk Road, Rosyth, KY11 2QQ, bringing relief to all involved.",,"Road Rosyth KY11,Seaforth Place Burntisland KY3 9AX",amusement park,Claire Davies,,"Keith James,colleague",,0,NULL,0,NULL,1,"Although Daniel is 10, he is vulnerable due to age and being in a foster care situation.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing from a summer camp is not typical for Daniel's usual behavior.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
1,54726,2458,Medium,Medium,Daniel,Cooper,2011-03-16,Bangor,10,Male,Home Address,,3364,2022-01-19 03:37:00,2022-01-19 11:37:00,Wednesday,3847,2022-01-21 19:44:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Raymond Waters,"Burntisland Road, Kinghorn, KY3 9RZ",Traced by Police,"Daniel Cooper, age 10, was last seen at an amusement park he visited with friends and his foster father. The group had planned a day of fun, with their first stop being the roller coaster. However, when it was time to leave, Daniel was nowhere to be found. His foster father, who had been at the college earlier that day, coordinated with park staff and contacted the authorities, initiating a thorough search. Inquiries revealed that Daniel had spoken to Mohammad Davidson, a family friend, moments before vanishing, but no signs of distress were noted. Meanwhile, Rebecca Williams and Sheila Elliott, his friends, helped by searching the area and distributing flyers. Ultimately, Daniel was traced two days later, safe at Burntisland Road, Kinghorn.",college,1,amusement park,"Mohammad Davidson,Rebecca Williams","friend,foster father,friend,friend",Sheila Elliott friend,,0,NULL,0,NULL,1,"He is 10 years old and in a foster case, making him vulnerable.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,Weather conditions were not noted as a risk at the time of disappearance.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was sudden and unexpected during a planned outing.,0,NULL,0,NULL,0,He was intended to have fun with friends at the amusement park.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
2,99106,2458,Low,Low,Daniel,Cooper,2011-03-16,Bangor,10,Male,Home Address,,3364,2022-02-05 19:44:00,2022-02-06 01:44:00,Sunday,676,2022-02-06 07:00:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Rebecca Williams,"North Street, Glenrothes, KY7 5LT",Traced by Police,"Daniel Cooper was last seen at an amusement park accompanied by a friend. Witnesses reported that Daniel appeared to be in good spirits, enjoying various attractions. However, shortly thereafter, it was noted that Daniel approached a stranger standing near the entrance of the shopping mall adjacent to the park. This encounter was brief, but moments later, Daniel was no longer with his friend. Concern arose when Daniel did not return home, prompting a report. Claire Davies, along with another friend, assisted authorities by providing insights leading to Daniel being traced early the next morning at North Street, Glenrothes, unharmed.",shopping mall,,amusement park,Claire Davies,"friend,friend",,contacted a stranger before vanishing,0,NULL,0,NULL,1,Daniel is 10 years old and may be vulnerable due to his age.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
3,4983,2458,Low,Medium,Daniel,Cooper,2011-03-16,Bangor,11,Male,Home Address,,3364,2022-04-26 07:00:00,2022-04-27 11:00:00,Wednesday,9233,2022-05-02 16:53:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Sheila Holmes,"63 Parkside Street, Rosyth, KY11 2LU",Traced by Police,"Daniel was last seen at an amusement park with friends and Mohammad Davidson. Struggling with an undiagnosed mental illness and a recently outed LGBTQ+ identity, he left without informing anyone.",,,amusement park,Mohammad Davidson,"friend,friend,friend",,"undiagnosed mental illness,recently outed LGBTQ+ identity",1,Struggling with mental health and LGBTQ+ identity may lead to suicidal thoughts.,0,No indication of criminality linked to disappearance.,1,"At 11 years old, he is vulnerable due to age.",1,Could potentially suffer without medication for mental health if prescribed.,1,Struggling with an undiagnosed mental illness indicates possible conditions.,1,May have difficulties interacting due to mental health issues and new identity.,0,No information suggests dependency on substances.,0,Not indicated to be on Child Protection Register.,0,Current weather conditions do not appear to present significant risk.,1,Recent struggles with identity could indicate family conflict or stress.,0,No evidence of domestic violence involvement.,1,Ongoing issue linked to LGBTQ+ identity may impact safety and wellbeing.,0,No prior involvement in violent or hate crimes reported.,0,"No noted school, financial, or employment problems in the provided information.",0,No mention of forced marriage or honour-based abuse issues.,0,"No indication of sexual exploitation, trafficking, or prostitution.",1,Leaving without informing suggests unusual behavior for Daniel.,1,Mental health struggles and identity issues may be reasons for wanting to go missing.,0,No indications of preparations made for absence were noted.,1,Intended to socialize at the amusement park but left unexpectedly.,0,No prior reports of disappearance or exposure to harm indicated.,0,No information suggesting Daniel poses a risk to others.,1,Identity issues and mental health are significant concerns affecting risk assessment.,1,Undiagnosed mental illness suggests a possible mental health condition present.,0,No indication of dementia or progressive neurological disorder present.
4,19890,2458,Medium,Medium,Daniel,Cooper,2011-03-16,Bangor,11,Male,Home Address,,3364,2022-06-27 16:53:00,2022-06-28 05:53:00,Tuesday,4098,2022-06-30 13:11:00,"Castlandhill Road, Rosyth, KY11 2PZ",after-school program,Jade Taylor,"63 Parkside Street, Rosyth, KY11 2LU",Traced by Police,"Daniel Cooper was last seen at an amusement park on Limekilns Road, Dunfermline, with his foster father. Before vanishing, he contacted a stranger at 32 Caledonia Court, Rosyth.",,"32 Caledonia Court Rosyth,Limekilns Road Dunfermline,3",amusement park,,foster father,,contacted a stranger before vanishing,0,NULL,0,NULL,1,Daniel is 11 years old and vulnerable due to his age.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Circumstances of going missing were unusual for Daniel.,1,Daniel contacted a stranger before he was last seen.,0,NULL,1,Daniel was at an amusement park with his foster father.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
5,43658,2458,Medium,Medium,Daniel,Cooper,2011-03-16,Bangor,11,Male,Home Address,,3364,2022-10-07 13:11:00,2022-10-08 18:11:00,Saturday,4851,2022-10-10 22:02:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Raymond Waters,"16 Burney Place, Rosyth, KY11 2PN",Traced by Police,"Daniel Cooper was reported missing after visiting an amusement park near Lochies Road, Burntisland. He was last seen with his friend Claire Davies. Earlier, Claire noticed Daniel behaving unusually, expressing confusion and disorientation, possibly due to an undiagnosed mental illness. Although they planned to meet up with Sheila Elliott later, Daniel wandered off without informing anyone. His departure went unnoticed amidst the park's crowds. Concern grew when Claire, unable to find him, contacted authorities. Given his history in foster care, Daniel's sudden disappearance alarmed his caregivers. Eventually, police traced him to 16 Burney Place, Rosyth, where he was safe and unharmed.",,"Lochies Road Burntisland,Rosyth",amusement park,Claire Davies,friend,Sheila Elliott,undiagnosed mental illness,1,"Daniel showed signs of confusion and disorientation, indicating possible self-harm risk.",0,There is no evidence of criminality involved in his disappearance.,1,He is vulnerable due to his young age of 11.,0,No known adverse effects from medication discontinuation were mentioned.,1,Signs of confusion suggest potential mental health issues not yet diagnosed.,1,His confusion may lead to unsafe interactions in unfamiliar settings.,0,There is no mention of substance dependency in his case.,0,Daniel is not on the Child Protection Register.,0,Weather conditions are not cited as a contributing risk factor.,1,Daniel's history in foster care suggests possible family issues affecting him.,0,No indication that he is a victim or perpetrator of domestic violence.,0,No ongoing personal issues related to community or cultural factors were stated.,0,No involvement in violent or hate crime incidents was noted prior to his disappearance.,0,"No school, employment, or financial problems were mentioned in his case.",0,There is no indication of forced marriage or honour-based abuse.,0,There are no claims of sexual exploitation or trafficking associated with Daniel.,1,His sudden wandering off in a crowd was outside his normal behavior.,0,No known reason for him to intentionally go missing was provided.,0,No indications of preparations for absence were mentioned.,1,"He intended to meet friends, but failed to communicate his departure.",0,No previous instances of disappearance with harm exposure were reported.,0,Daniel is not seen as a risk to others.,0,No additional unlisted factors were cited in the assessment.,1,Confusion and disorientation suggest underlying mental health issues.,0,There is no indication that he has dementia or a progressive neurological disorder.
6,67124,2458,Medium,Medium,Daniel,Cooper,2011-03-16,Bangor,11,Male,Home Address,,3364,2022-10-13 22:02:00,2022-10-13 18:02:00,Thursday,98,2022-10-13 23:40:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Jade Taylor,"16 Oxcars Avenue, Burntisland, KY3 0AY",Traced by family,"Daniel Cooper was last seen leaving an after-school program and was reportedly heading towards his residence at 3 South Feus, Upper Largo. Shortly after, his friend received a text message mentioning plans to visit the movie theater near 15 Woodside Avenue, Rosyth. However, instead of arriving home, Daniel was traced to 16 Oxcars Avenue, Burntisland, by family members. It was unclear why he diverted from his expected route.","movie theater,program","15 Woodside Avenue Rosyth,Rosyth",,,friend,,,0,NULL,0,NULL,1,He is 11 years old and may be vulnerable given his age.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His route deviation from home is unusual for him.,1,"He mentioned plans to visit the movie theater, which is a known intent.",0,NULL,1,He was intended to go home but did not complete that intention.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
7,23911,2458,Low,Medium,Daniel,Cooper,2011-03-16,Bangor,11,Male,Home Address,,3364,2023-01-18 23:40:00,2023-01-19 02:40:00,Thursday,7282,2023-01-24 01:02:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Richard Taylor,"6-10 North Feus, Upper Largo, KY8 6ER",Traced by member of the public,"Daniel Cooper was last seen at an amusement park near Dunnikier Park, Kirkcaldy, KY1 3LP with a friend. Recently outed about his LGBTQ+ identity, Daniel suddenly left the group. He was later found safe at a nearby location, returning on his own.",,Dunnikier Park Kirkcaldy KY1 3LP,amusement park,,"friend,friend",,recently outed LGBTQ+ identity,0,NULL,0,NULL,1,Daniel is vulnerable due to being only 11 years of age.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Recent issues with coming out may have led to family conflicts.,0,NULL,1,Daniel's LGBTQ+ identity may create personal issues.,0,NULL,0,NULL,0,NULL,0,NULL,1,His sudden departure was out of character and linked to emotional distress.,1,Daniel left abruptly due to recent revelations about his identity.,0,NULL,1,He was intended to be with friends but left unexpectedly.,0,NULL,0,NULL,1,Daniel's recent emotional state should be considered relevant.,0,NULL,0,NULL
8,81537,2458,Medium,High,Daniel,Cooper,2011-03-16,Bangor,11,Male,Home Address,,3364,2023-01-26 01:02:00,2023-01-27 10:02:00,Friday,6821,2023-01-30 18:43:00,"4 Hillwood Terrace, Rosyth, KY11 2DJ",dance studio,Raymond Waters,"63 Parkside Street, Rosyth, KY11 2LU",Traced by Police,"Daniel Cooper, an 11-year-old boy under foster care, disappeared from an amusement park. Witnesses recall seeing him talking with a stranger before vanishing. Daniel's friends, including Sheila Elliott, reported he seemed anxious prior to the incident, suggesting an undiagnosed mental illness might have influenced his behavior. Despite a thorough search, Daniel remained missing for several days. He was later found safe at a residential address in Rosyth, and it was confirmed that he left voluntarily, seeking solace from the unknown mental pressures he faced.",,,amusement park,,"friend,friend","Sheila Elliott,friend","contacted a stranger before vanishing,undiagnosed mental illness",1,Daniel showed signs of anxiety suggesting possible suicidal thoughts.,0,No evidence of criminality related to his disappearance was found.,1,Daniel is vulnerable due to his young age of 11 years old.,0,No known medication dependencies reported for Daniel.,1,Potential mental health issues indicated by his anxiety prior to disappearance.,1,Daniel may struggle to interact safely due to anxiety in unfamiliar situations.,0,No dependency on substances or medication was reported for Daniel.,0,Daniel is not on the Child Protection Register.,0,Weather conditions at the time did not present additional risks.,0,No reported family or relationship conflicts prior to his disappearance.,0,There is no indication of domestic violence related to Daniel.,0,No ongoing personal issues related to community or cultural factors were noted.,0,No previous involvement in violent or hate crimes reported for Daniel.,0,"No school, college, or financial problems were reported.",0,No indication that forced marriage or honour based abuse is an issue.,0,Daniel is not a victim of sexual exploitation or trafficking.,1,His voluntary departure deviates from usual behavior patterns.,1,"Daniel sought to escape mental pressures, indicating a known reason for absence.",0,No preparations were made for his absence according to available information.,1,He was last seen talking to a stranger and did not follow typical behavior.,0,No previous instances of going missing were reported for Daniel.,0,Daniel poses no risk to others based on current information.,1,His anxiety suggests underlying mental health issues not yet addressed.,1,Anxiety indicates the presence of a mental health condition.,0,Daniel does not have dementia or a progressive neurological disorder.
9,24110,2458,Medium,Low,Daniel,Cooper,2011-03-16,Bangor,12,Male,Home Address,,3364,2023-06-04 18:43:00,2023-06-05 00:43:00,Monday,718,2023-06-05 06:41:00,"3;5 South Feus, Upper Largo, KY8 6EQ",Home,Georgia Douglas,"63 Parkside Street, Rosyth, KY11 2LU",Traced by Police,"Daniel was last seen at Seaforth Place, contacted a stranger before vanishing from an amusement park.",,Seaforth Place,amusement park,,,,"recently outed LGBTQ+ identity,contacted a stranger before vanishing,undiagnosed mental illness",0,NULL,0,NULL,1,Daniel is 12 years old and may be vulnerable due to age.,0,NULL,0,NULL,1,Daniel may have difficulties interacting with strangers.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance is unusual given he contacted a stranger first.,0,NULL,0,NULL,1,Daniel intended to socialize at an amusement park but did not complete this.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
