,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,98182,2923,High,High,Damian,Clark,1930-12-02,Dunfermline,83,Male,Home Address,Retired Artist,1877,2014-03-15 00:00:00,2014-03-16 02:00:00,Sunday,3824,2014-03-17 15:44:00,"North Road, Insch, AB52 6XP",mosque,Leanne Clark,"Bog Road,  AB31 4JU",Traced by staff,"Damian Clark, whose family had noticed signs of distress and suicidal ideation, went missing from his home on North Road, Insch. A concerned friend, Shaun, reported Damian’s absence when he failed to show up at a local church meeting. Subsequent inquiries led searchers to focus on nearby areas including the dock/marina. Thankfully, Damian was traced on Bog Road by staff, who provided immediate support and ensured his safe return.","church,Home","North Road Insch,Road",,Shaun,,,suicidal ideation
1,36276,2923,High,Low,Damian,Clark,1930-12-02,Dunfermline,83,Male,Home Address,Retired Artist,1877,2014-08-31 15:44:00,2014-08-31 15:44:00,Sunday,1883,2014-09-01 23:07:00,"37 North High Street,  AB45 2PA",Home,Gail Blackburn,"Carmelite Street, Banff, AB45 1GF",Traced by Police,"Damian Clark was last seen at his familiar workplace, a small studio he frequented to recreate art despite his retirement. Known for his tendency to live off-grid, Damian occasionally took solitary retreats without informing anyone. On this occasion, he left a cryptic note hinting at plans to visit 14 East Park, Inchmarlo, and later, a dock in the region, possibly to gather inspiration from nature. Worrisome were his recent remarks on feeling burdensome, suggesting suicidal ideation. Investigators tracked his path from a cemetery near 10 East Cathcart Street to a marina, raising alarms on his whereabouts. Thankfully, Damian was eventually found safe by police at Carmelite Street, Banff.",park,"14 East Park Inchmarlo,10 East Cathcart Street","workplace,cemetery",,,,"living off-grid,suicidal ideation"
2,97035,2923,Low,Medium,Damian,Clark,1930-12-02,Dunfermline,84,Male,Home Address,Retired Artist,1877,2015-02-25 23:07:00,2015-02-26 09:07:00,Thursday,3347,2015-02-28 06:54:00,"37 North High Street,  AB45 2PA",Home,Gail Blackburn,"10 Garden Wood, Inchmarlo, AB31 4AW",Traced by staff,"Damian Clark, a retired artist, was reported missing after being last seen leaving his workplace near North Road, Insch. He had been active on social media before vanishing, expressing concerns linked with suicidal ideation. His sister, Gail Blackburn, noted that his recent visits to a cemetery on North Lane, Archiestown, for solitude were unusual. MP was eventually found safe by staff at a nearby location after a coordinated search resolved his disappearance.",,"North Road Insch,North Lane Archiestown","workplace,cemetery",Gail Blackburn,sister,,"suicidal ideation,active on social media before vanishing"
3,6779,2923,Low,Low,Damian,Clark,1930-12-02,Dunfermline,84,Male,Home Address,Retired Artist,1877,2015-05-30 06:54:00,2015-05-31 10:54:00,Sunday,7699,2015-06-04 15:13:00,"37 North High Street,  AB45 2PA",Home,Leanne Clark,"10 East Cathcart Street,  AB56 1PJ",Traced by Police,"Damin Clark was last seen leaving his home at 37 North High Street, AB45 2PA. Known for his quiet demeanor, his family expressed concern over his recent display of suicidal ideation. He had become more active on social media, posting messages that alluded to a substantial internal struggle. Witnesses reported seeing Clark in the vicinity of a cemetery, perhaps seeking solace. With his regular hangout being a workplace wherein his artistic contributions were appreciated, the change in environment raised alarms. Gail Blackburn, a close acquaintance, noted his absence from his favorite social events. Clark was eventually traced by police at 10 East Cathcart Street, AB56 1PJ, relieved but concerned for his wellbeing after several days missing.",,"3,North,AB56","workplace,cemetery",Gail Blackburn,,,"suicidal ideation,active on social media before vanishing"
4,72546,2923,Medium,Medium,Damian,Clark,1930-12-02,Dunfermline,84,Male,Home Address,Retired Artist,1877,2015-09-24 15:13:00,2015-09-24 15:13:00,Thursday,2912,2015-09-26 15:45:00,"37 North High Street,  AB45 2PA",Home,Gail Blackburn,"North Road, Insch, AB52 6XP",Traced by Police,"Damian Clark, last seen at a bingo hall, Rannes Street, before going off-grid. Police traced him via social media to North Road, Insch.",bingo hall,"Rannes Street,Road,North,Road",,,,,"living off-grid,active on social media before vanishing"
5,93432,2923,Medium,High,Damian,Clark,1930-12-02,Dunfermline,85,Male,Home Address,Retired Artist,1877,2016-02-01 15:45:00,2016-02-01 18:45:00,Monday,3661,2016-02-04 04:46:00,"37 North High Street,  AB45 2PA",Home,Gail Blackburn,"Bog Road,  AB31 4JU",Traced by Police,"DAMIAN CLARK, a retired artist known for his active presence on social media, vanished from his residence at 37 North High Street, AB45 2PA. Before his disappearance, Damian frequently shared his art pieces and daily routines online, maintaining a consistent stream of updates. On the day he vanished, neighbors last saw him leaving his home around midday, and there were no unusual online activities indicating his plans. Reports suggested Damian was headed towards March Road, Buckie, AB56 1ER, but he never arrived at his known destinations. The sudden cessation of his online activity raised concerns. After a tense wait, police successfully located Damian on Bog Road, AB31 4JU, a few days later, bringing relief to his family and followers. Though disoriented, he was returned safely, with the reasons for his deviation remaining unclear.",,"37 North High Street AB45 2PA,March Road Buckie AB56 1ER",,,,,active on social media before vanishing
6,95296,2923,Medium,Medium,Damian,Clark,1930-12-02,Dunfermline,85,Male,Home Address,Retired Artist,1877,2016-05-04 04:46:00,2016-05-05 17:46:00,Thursday,8692,2016-05-10 05:38:00,"37 North High Street,  AB45 2PA",Home,Gail Blackburn,"Carmelite Street, Banff, AB45 1GF",Traced by staff,"Damian Clark was last seen leaving his residence at 37 North High Street, according to his sister. Concern grew when he failed to arrive at the park where he typically painted. Later, an employee at the dock/marina reported that Damian was seen near the water's edge, appearing disoriented. The search extended to his former workplace at 10 East Cathcart Street, but yielded no leads. With time passing and anxiety mounting, his niece, Stephanie Blackburn, provided additional details about his frequent visits to a cemetery near Craigour Road, Torphins, AB31 4UE. Ultimately, Damian was found by staff on Carmelite Street, Banff, unharmed but in need of support, highlighting his susceptibility to disorientation due to his condition.",park,"10 East Cathcart Street,Road,Craigour Road Torphins AB31 4UE","cemetery,workplace","Blackburn,Stephanie Blackburn",sister,,
7,93108,2923,Low,Low,Damian,Clark,1930-12-02,Dunfermline,85,Male,Home Address,Retired Artist,1877,2016-08-13 05:38:00,2016-08-14 07:38:00,Sunday,4576,2016-08-16 09:54:00,"37 North High Street,  AB45 2PA",Home,Wendy Bolton,"14 East Park, Inchmarlo, AB31 4GB",Traced by Police,"Damian's sister reported him missing after he failed to return from visiting a cemetery. Colleague Wendy Bolton noted Damian was last seen leaving his workplace, heading in the cemetery's direction.",,,"workplace,cemetery",,sister,colleague Wendy Bolton,
8,61137,2923,High,High,Damian,Clark,1930-12-02,Dunfermline,85,Male,Home Address,Retired Artist,1877,2016-11-17 09:54:00,2016-11-17 09:54:00,Thursday,3429,2016-11-19 19:03:00,"37 North High Street,  AB45 2PA",Home,Wendy Bolton,"Mar Road, Braemar, AB35 5YN",Traced by family,"Damian Clark was last seen leaving his workplace at 10 East Cathcart Street, AB56 1PJ to meet his sister, Shaun, and Stephanie Blackburn. After missing a scheduled meeting with colleague Wendy Bolton, concern grew. He was found two days later by family in Braemar.",,"East,10 East Cathcart Street AB56 1PJ",workplace,"Stephanie Blackburn,Shaun",sister,colleague Wendy Bolton,
9,24137,2923,Low,Low,Damian,Clark,1930-12-02,Dunfermline,86,Male,Home Address,Retired Artist,1877,2017-02-08 19:03:00,2017-02-09 00:03:00,Thursday,636,2017-02-09 05:39:00,"37 North High Street,  AB45 2PA",Home,Gail Blackburn,"North Lane, Archiestown, AB38 7QL",Traced by Police,"Dorian Clark was reportedly last seen by his sister as he prepared to leave his home at 37 North High Street. Known for his love of solitary walks and his regular visits to the dialysis center, concern arose when he did not return home as expected. Damian had expressed a desire to visit Gordon Crescent, AB34 5HJ, a place he often recollected with fondness from past gallery exhibitions. When his sister, after not hearing from him, contacted Shaun, Damian's secondary contact within his work circle, they collectively decided to alert local authorities. Police found Damian, in stable condition, on North Road, Insch, AB52 6XP. He had been disoriented, unable to recall the full details of his journey, and had inadvertently confused his intended destination.",dialysis center,"North Road Insch AB52 6XP,Gordon Crescent AB34 5HJ",,Shaun,sister,,
