,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,74614551,Fiona Houghton,,2021-12-18 01:13:14,2021-12-20 01:13:14,Fiona left home after arguing.,100,1,458345,Fiona requires assistance with mobility and remains comfortable at home.,,,100,2,,,Fiona understands situation but faces mobility challenges.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,N,N,8455,,,,,,,left home during argument,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,74614550,Fiona Houghton,,2022-05-09 19:51:14,2022-05-09 19:51:14,"Fiona, seen near a tunnel, was looking for Lucy Collins. Her mobility issues made navigation challenging.",100,1,752127,Fiona is currently receiving support for her mobility impairment.,,,100,1,,,Fiona understands situation but needs support for mobility challenges.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,N,N,8455,,,tunnel,,,Lucy Collins,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74614550,Fiona Houghton,,2022-10-06 10:06:14,2022-10-06 10:06:14,Fiona left home during an argument with her brother.,100,1,794052,"Fiona is currently safe, with mobility assistance in place.",,,100,2,,,Fiona understands her situation and consented to the database.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,N,N,8455,,,,,brother,,left home during argument,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,74614550,Fiona Houghton,,2023-02-09 17:32:14,2023-02-10 23:00:14,,4,1,937407,Fiona requires assistance due to her mobility impairment.,,,100,1,,,Fiona consents to information sharing for support services.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,N,N,8455,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,74614555,Fiona Houghton,,2023-03-17 04:10:14,2023-03-17 09:21:14,,4,1,965299,Fiona is safe and receives support for her mobility impairment.,,,100,2,,,Fiona consented to database input; understands situation clearly.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,N,N,8455,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,74614550,Fiona Houghton,,2023-08-23 13:47:14,2023-08-23 13:47:14,"Fiona, supported by friend Lucy Collins, needs help due to mobility issues.",2,1,985595,"Fiona is safe, receiving support for her mobility impairment.",,,100,1,,,Fiona understands situation and consented to database inclusion.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,Y,N,8455,,,,,,friend Lucy Collins,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,74614550,Charlene Mellor,,2024-01-06 11:23:14,2024-01-06 11:23:14,"Fiona, aided by her grandmother, visited a mental health-related facility to address ongoing mobility challenges.",4,1,995936,Fiona is receiving support for her mobility impairment and safety.,,,100,2,,,Fiona consented to database input; seeks support for mobility challenges.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,Y,N,8455,,,mental,,grandmother,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,74614558,Robert Johnson,Would not engage with police,2024-03-20 00:00:14,2024-03-21 12:21:14,,1,1,999664,Fiona is vulnerable and experiencing mobility challenges at home.,Would not engage with police,Would not engage with police,100,1,,,"Fiona felt unsafe and refused police involvement, lacking engagement.",,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,Y,N,8455,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,74614559,Fiona Houghton,,2024-05-11 19:59:14,2024-05-11 19:59:14,,2,1,999838,Fiona is receiving support for her mobility impairment and well-being.,,,100,1,,,Fiona feels supported after consenting to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,Y,N,8455,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,74614551,Charlene Mellor,Unable to locate,2024-05-30 07:36:14,2024-05-30 07:36:14,"Fiona, 93, often wanders into urban and desert areas, facing increased vulnerability due to mobility impairment. Sister Sara Houghton and Lewis Riley are worried about her wellbeing.",100,1,999858,Fiona experiences mobility challenges and is a repeated victim.,Unable to locate,Unable to locate,100,2,,,Fiona unaware of database input; unable to provide consent.,,28-Nov-2022 14:48:11.000Z[UTC],Fiona,Houghton,,2021-09-29 13:38:14,Wrexham,English,1,Yes (please specify),Mobility Impairment,Black Caribbean,Female,,Y,N,8455,,,"urban,desert",Lewis Riley,,sister Sara Houghton,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
