,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,75272,2817,Low,Low,Melissa,Carr,2010-10-31,Winchester,9,F,Home Address,,5428,2019-12-26 00:00:00,2019-12-26 02:00:00,Thursday,472,2019-12-26 07:52:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Patricia Price,"85 Bassett Avenue, Glasgow, G13 3JP",Traced by staff,"Melissa Carr, aged 9, was reported missing from her home at Block 1 Acre Road, Glasgow. Concerns rose quickly as she was not seen at her usual locations. Melissa's friend, Mohammad Patel, mentioned Melissa had talked about visiting a new place she found intriguing. After several hours of searching, Melissa was successfully traced by staff at 85 Bassett Avenue, a place she frequented as a quiet spot to read. It emerged that she had voluntarily gone there, seeking some personal space after a disagreement at home. Despite initial concerns, Melissa was found safe and unharmed. The case emphasized the importance of communication within her foster arrangement to prevent such incidents in the future.",,,,,,friend Mohammad Patel,
1,39832,2817,Low,Low,Melissa,Carr,2010-10-31,Winchester,9,F,Home Address,,5428,2020-03-22 07:52:00,2020-03-22 12:52:00,Sunday,6861,2020-03-27 02:13:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Patricia Price,"Castlecary Road,  G68 0HD",Traced by Police,"Melissa Carr, a mental health facility patient, was last seen near a friend's barn with a new romantic partner.",,,barn,,,,"new romantic partner unknown to others,mental health facility patient,last seen near river"
2,70446,2817,Low,Low,Melissa,Carr,2010-10-31,Winchester,9,F,Home Address,,5428,2020-09-18 02:13:00,2020-09-18 17:13:00,Friday,6611,2020-09-22 16:24:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Olivia Ward,"Castlecary Road,  G68 0HD",Traced by family,"Melissa Carr, a 9-year-old girl living in foster care, was reported missing from her home on Acre Road. Despite the initial low risk status, concern grew when she failed to meet her friend, Mohammad Patel, as planned at the amusement park near their neighborhood. Melissa had recently been attending a nearby skate park with her foster mother, Patricia Price, to build social skills. However, on the day she disappeared, she had expressed a desire to visit a barn often frequented by Andrew, a newly released acquaintance from her part-time job. Upon learning this, Patricia contacted authorities and began searching extensively. Ultimately, Melissa was found unharmed on Castlecary Road, having wandered off while following a vehicle mistaken for Andrew's, presumably drawn to his presence by her curiosity.","skate park,job",,"amusement park,barn",Andrew,friend,"friend Mohammad Patel,foster mother Patricia Price",recently released from prison
3,41657,2817,Medium,Medium,Melissa,Carr,2010-10-31,Winchester,10,F,Home Address,,5428,2021-02-02 16:24:00,2021-02-03 08:24:00,Wednesday,3560,2021-02-05 03:44:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Toby Harrison,"63-65 Truce Road, Glasgow, G13 3JB",Traced by Police,"Melissa Carr went missing during a visit to an amusement park with her friend, John Jackson. After an exciting day, Melissa and John decided to explore the surrounding areas, including a nearby river. As evening approached, John noticed Melissa lingering behind, captivated by the riverbank. When he turned back to check on her moments later, she was nowhere to be seen. Despite a thorough search by local authorities and friends, Melissa was finally located safe but disoriented near a university campus a couple of days later.",university,,"river,amusement park",John Jackson,friend,,
4,21322,2817,High,High,Melissa,Carr,2010-10-31,Winchester,10,F,Home Address,,5428,2021-06-20 03:44:00,2021-06-20 16:44:00,Sunday,9775,2021-06-26 22:39:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Toby Harrison,"Acre Drive, Glasgow, G20 0TR",Traced by Police,"Melissa Carr, a 10-year-old living at Block 1 Acre Road, Glasgow, had recently moved to the area and was adjusting to her new surroundings. Despite her young age, she had already left her previous school unexpectedly, prompting concern among those around her. On the day of her disappearance, Melissa was last seen near a river close to Stirling Road, Dumbarton. Her foster mother, Patricia Price, reported her missing after Melissa failed to return home from a brief outing. Witnesses mentioned seeing Melissa with a friend in the area earlier that day. After an extensive search led by local authorities, Melissa was traced to Acre Drive, where she was found safe.",Home,"Road Glasgow,Stirling Road Dumbarton,Block 1 Acre Road Glasgow",,,friend,foster mother Patricia Price,"recently moved to area,left job unexpectedly,last seen near river"
5,76827,2817,Medium,Medium,Melissa,Carr,2010-10-31,Winchester,11,F,Home Address,,5428,2021-12-04 22:39:00,2021-12-04 22:39:00,Saturday,7202,2021-12-09 22:41:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Patricia Price,"63-65 Truce Road, Glasgow, G13 3JB",Traced by Police,"Melissa Carr was last seen leaving a volunteer organization with her colleague, Natasha Saunders. Her intention was reportedly to head towards the nearby amusement park for a brief visit. However, she never arrived. Witnesses later recalled seeing someone resembling Melissa near the river close to 63-65 Truce Road, Glasgow, G13 3JB, walking alone. Subsequent search efforts concentrated around this location, including a deserted barn nearby. Her phone last pinged in the vicinity, raising concerns about her well-being. Ultimately, after several anxious days, Melissa was traced safely by police at the address on Truce Road.",volunteer organization,"Road,Truce Road Glasgow G13 3JB,G13","barn,river,amusement park",Natasha Saunders,colleague,,
6,47079,2817,High,High,Melissa,Carr,2010-10-31,Winchester,11,F,Home Address,,5428,2022-04-10 22:41:00,2022-04-11 22:41:00,Monday,7608,2022-04-16 05:29:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Patricia Price,"21 Rampart Avenue, Glasgow, G13 3HT",Traced by Police,"Melissa Carr was last seen near a river by Hollie after moving to Crow Road, Glasgow.",,"Crow Road Glasgow,Glasgow,Road",river,Hollie,,,"recently moved to area,last seen near river,recently released from prison"
7,47356,2817,Low,Low,Melissa,Carr,2010-10-31,Winchester,11,F,Home Address,,5428,2022-08-05 05:29:00,2022-08-05 06:29:00,Friday,6220,2022-08-09 13:09:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Patricia Price,"Castlecary Road,  G68 0HD",Traced by Police,"MP was last seen near university with Megan Cooper. Later, found in Castlecary, safe and unharmed.",university,,,Megan Cooper,,,
8,83217,2817,High,High,Melissa,Carr,2010-10-31,Winchester,11,F,Home Address,,5428,2022-08-11 13:09:00,2022-08-12 02:09:00,Friday,4571,2022-08-14 17:20:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Olivia Ward,"Fulton Road,  G62 8PG",Traced by staff,"Melissa Carr, recently released from prison, was last seen by a friend near a barn on Turret Crescent, then vanished by the Crow Road river.",,"Crow Road,Turret Crescent","river,barn",,friend,,recently released from prison
9,65733,2817,Medium,Low,Melissa,Carr,2010-10-31,Winchester,12,F,Home Address,,5428,2022-11-27 17:20:00,2022-11-28 06:20:00,Monday,4584,2022-11-30 21:44:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Tony Rose,"85 Bassett Avenue, Glasgow, G13 3JP",Traced by Police,"Melissa Carr, a 12-year-old, was last seen near a river not far from Block 1 Acre Road, Glasgow, where she lived with her foster family. Reports suggest Melissa had left her school unexpectedly without informing any staff or her guardians. Her friend, Hollie, mentioned in passing that Melissa had an interest in visiting a barn located a short distance from the sports club they frequented together. Concerned about her absence, Hollie made several calls to other friends who might have seen Melissa. With the cooperation of her colleague, Hollie retraced Melissa's usual paths, including a favored café on Crow Road, Glasgow, G66 7GX. After two days of coordinated efforts, police finally traced Melissa safe at a relative's house in Glasgow.","friends,sports club","Crow Road Glasgow G66 7GX,Block 1 Acre Road Glasgow","river,barn",Hollie,"colleague,friend",,"last seen near river,left job unexpectedly"
10,486,2817,Medium,Low,Melissa,Carr,2010-10-31,Winchester,12,F,Home Address,,5428,2023-01-16 21:44:00,2023-01-16 21:44:00,Monday,2239,2023-01-18 11:03:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Olivia Ward,"63-65 Truce Road, Glasgow, G13 3JB",Traced by Police,"Melissa Carr was last seen near Stirling Road, Dumbarton, G82 3RG, close to the river. She was traced safely at 63-65 Truce Road, Glasgow, G13 3JB.",,"Stirling Road Dumbarton G82 3RG,Truce Road Glasgow G13 3JB,6,Road Glasgow G13,Road Glasgow",,,,,last seen near river
11,38485,2817,High,High,Melissa,Carr,2010-10-31,Winchester,12,F,Home Address,,5428,2023-06-21 11:03:00,2023-06-21 12:03:00,Wednesday,455,2023-06-21 18:38:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Toby Harrison,"Stirling Road, Dumbarton, G82 3RG",Traced by Police,"Melissa was last seen near a river by friend Mohammad Patel at an amusement park. She was later found near a barn on Stirling Road, Dumbarton.",,"Stirling Road Dumbarton,Road,Road","amusement park,barn",,friend,friend Mohammad Patel,last seen near river
12,63691,2817,High,High,Melissa,Carr,2010-10-31,Winchester,13,F,Home Address,,5428,2023-11-02 18:38:00,2023-11-03 01:38:00,Friday,7973,2023-11-08 07:31:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Patricia Price,"85 Bassett Avenue, Glasgow, G13 3JP",Traced by Police,"Melissa Carr, a 13-year-old, was reported missing from her home on Acre Road, Glasgow. She was last seen leaving school with her colleague, Janice Gardner, and walking towards the bus stop near Fulton Road. Melissa did not attend any after-school activities that day, contrary to her usual routine. Her absence was noted by Janice when they parted ways earlier than usual, as Melissa mentioned she needed to go home to collect something but never arrived. Concerns grew when she wasn't found. After an extensive search, Melissa was traced by police to 85 Bassett Avenue, Glasgow. The reasons behind her initial disappearance remain unconfirmed, but she was found safe.",,"85 Bassett Avenue Glasgow,Fulton Road,Road",,,colleague,colleague Janice Gardner,
13,13882,2817,Medium,Medium,Melissa,Carr,2010-10-31,Winchester,13,F,Home Address,,5428,2023-11-09 07:31:00,2023-11-09 07:31:00,Thursday,2035,2023-11-10 17:26:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Toby Harrison,"Castlecary Road,  G68 0HD",Traced by Police,"Melissa Carr was last reported missing from her foster mother's home. Her foster mother, Patricia Price, mentioned that Melissa had recently left her job unexpectedly and was involved with a new romantic partner unknown to those close to her. Concern arose when she was not found at her usual destinations, like the nearby barn or friend’s house. Investigations revealed she had briefly checked into a mental health facility and was later seen wandering by the river, a significant distance from her usual routes. Melissa was eventually traced by police at an address nearby, safe but disoriented, having left on impulse due to emotional distress.",house,,"barn,river",,friend,foster mother Patricia Price,"new romantic partner unknown to others,mental health facility patient,left job unexpectedly"
14,27259,2817,Low,Low,Melissa,Carr,2010-10-31,Winchester,13,F,Home Address,,5428,2024-03-30 17:26:00,2024-03-31 05:26:00,Sunday,2274,2024-04-01 07:20:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Olivia Ward,"55 Diana Avenue, Glasgow, G13 3JW",Traced by Police,"Melissa Carr left her part-time job near Crow Road unexpectedly, last seen with a new, unknown partner.",job,Crow Road,,,,,"left job unexpectedly,new romantic partner unknown to others"
15,20594,2817,High,High,Melissa,Carr,2010-10-31,Winchester,13,F,Home Address,,5428,2024-05-27 07:20:00,2024-05-27 07:20:00,Monday,8563,2024-06-02 06:03:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Olivia Ward,"Castlecary Road,  G68 0HD",Traced by Police,"Melissa Carr, recently moved to Glasgow, was last seen near the river by Stirling Road, Dumbarton. After leaving her job unexpectedly, Melissa's friend alerted authorities. She had a history of being recently released from prison.",,"Road,Stirling Road Dumbarton,Glasgow",river,,friend,,"recently released from prison,left job unexpectedly,recently moved to area"
16,84957,2817,Medium,Low,Melissa,Carr,2010-10-31,Winchester,13,F,Home Address,,5428,2024-08-20 06:03:00,2024-08-20 19:03:00,Tuesday,7629,2024-08-25 13:12:00,"63-65 Truce Road, Glasgow, G13 3JB",university,Patricia Price,"Castlecary Road,  G68 0HD",Traced by Police,"Melissa Carr was reported missing after not returning home from the university located at 63-65 Truce Road, Glasgow. Last seen by colleague Janice Gardner, Melissa was thought to be heading towards Fulton Road, G62 8PG but never arrived. She was later found by police on Stirling Road, Dumbarton, G82 3RG.",university,"Fulton Road G62 8PG,Stirling Road Dumbarton G82 3RG",,,colleague,colleague Janice Gardner,
17,18150,2817,Medium,Low,Melissa,Carr,2010-10-31,Winchester,13,F,Home Address,,5428,2024-10-26 13:12:00,2024-10-27 03:12:00,Sunday,2329,2024-10-28 04:01:00,"Block 1 Acre Road, Glasgow, G20 0XA",Home,Toby Harrison,"Fulton Road,  G62 8PG",Traced by family,"Melissa Carr, a 13-year-old from Glasgow, went missing from her foster home on Acre Road. Recently discharged from a mental health facility, she had left her job unexpectedly, unsettling those who knew her. On the day of her disappearance, her behavior appeared atypical but not alarming enough for immediate concern. Prior to going missing, Melissa was last seen at a cafe. A friend, Mohammad Patel, noticed her unusual quietness and inability to maintain prolonged conversation. Her foster mother, Patricia Price, had mentioned concerns regarding her recent struggles to adjust back into daily routines following her time at the facility. Melissa's absence triggered a community search, and she was eventually found by family members on Fulton Road. Her disappearance appeared to stem from a mix of seeking solitude and overwhelming emotions.",cafe,,,,friend,"foster mother Patricia Price,friend Mohammad Patel","mental health facility patient,left job unexpectedly"
18,44182,2817,High,Low,Melissa,Carr,2010-10-31,Winchester,14,F,Home Address,,5428,2025-02-07 04:01:00,2025-02-07 02:01:00,Friday,207,2025-02-07 07:28:00,"Crow Road, Glasgow, G66 7GX",university,Olivia Ward,"Acre Drive, Glasgow, G20 0TR",Traced by Police,"Melissa Carr had recently been seen spending time with a new romantic partner unknown to her usual circle of friends, and this had raised some concerns given her history as a mental health facility patient. On the day she went missing, Melissa had visited an amusement park with her friend Mohammad Patel. They later stopped by a cafe near the river after spending time at the amusement park, but Melissa left abruptly, claiming she needed to meet someone. Patricia Price, her foster mother, was alarmed when she didn't return home. The police later found Melissa safe at a different location after a brief search, clarifying she was not in any danger.",cafe,,"river,amusement park",,friend,"foster mother,friend Mohammad Patel","new romantic partner unknown to others,mental health facility patient"
