,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,51455531,Adam Miller,,2021-04-25 23:58:54,2021-04-26 20:58:54,,4,1,51052,Shannon is stable and receiving appropriate support as needed.,,,100,2,Shannon remains neutral and cooperative with the police.,"Given the youth's neutral and cooperative attitude towards police, the parents may have adopted a supportive stance, encouraging open communication and fostering a sense of trust in law enforcement.",Shannon consented to having her details entered in the database.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,51455531,Shannon Cooper,,2021-07-06 12:57:54,2021-07-06 12:57:54,"Shannon was seen with Stuart Walker on Ballumbie Road, Dundee, raising concerns.",100,1,686137,Shannon is well-adjusted and thriving within her environment.,,,100,1,Shannon felt indifferent towards the police involvement in the situation.,"The parents may have had a more protective attitude towards the situation, prioritizing their child's safety and well-being.",Shannon aware and consenting to database entry for support.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,Ballumbie Road Dundee,,Stuart Walker,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51455533,Yvonne Archer,,2021-08-15 09:07:54,2021-08-16 00:15:54,"Shannon, 17, was seen acting erratically in a local park but is typically healthy and thriving, no immediate concerns reported.",100,1,798931,"Shannon is healthy and thriving, with no reported concerns.",,,100,1,Shannon expressed indifference towards police involvement.,The parents' attitude could have been one of concern or skepticism regarding police involvement.,Shannon consented to share details for database inclusion.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51455530,Yvonne Archer,,2022-01-31 03:23:54,2022-02-02 03:23:54,,2,1,896944,Shannon is safe and receiving appropriate support for her wellbeing.,,,100,2,Shannon felt indifferent towards the police involvement in her situation.,Parents might have displayed a more cautious or protective attitude towards police involvement in their child's situation.,Shannon consented to database input; aware of situation.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,51455535,Shannon Cooper,,2022-02-15 02:56:54,2022-02-15 14:54:54,Shannon at grocery store.,100,1,965954,Shannon is currently safe and receiving appropriate support services.,,,100,1,Shannon seemed indifferent towards the police and their involvement.,The parents' attitude towards engagement with police could have been one of concern or skepticism.,Shannon consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,grocery store,,,,suspected visa issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,51455536,Adam Miller,,2022-03-30 20:11:54,2022-04-01 20:11:54,,4,1,997846,Shannon is safe and thriving in a supportive environment.,,,100,1,Shannon expressed a neutral attitude towards the police and the situation.,"The parents' attitude towards the police may have been one of caution or concern, reflecting a desire to protect their children and ensure their safety.",Shannon consented to database input and understands situation.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,51455532,Julie Perry,,2022-09-09 16:50:54,2022-09-09 16:50:54,"Concerned about Shannon's whereabouts, her foster mother Marion Richardson reported her last seen leaving with friend Debra Stewart. With noted concerns over addiction, Shannon's absence has sparked a missing person investigation to ensure her immediate safety.",1,1,998529,Shannon is doing well and has no reported safety concerns.,,,100,1,Shannon appeared cooperative and open to discussing the situation with police.,The parents' attitude could have been one of concern and apprehension regarding their child's engagement with the police.,Shannon agreed to have her information recorded in the database.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,"Marion Richardson,Debra Stewart,friend",concerns over addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,51455538,Shannon Cooper,,2022-11-12 14:49:54,2022-11-12 14:49:54,"Shannon, 17, expressed feelings of isolation. Concern arose as she mentioned low moods, prompting a wellbeing check to ensure continued support services.",1,1,999221,Shannon is healthy and receiving appropriate support services.,,,100,2,Shannon was indifferent towards the police and seemed unconcerned.,The parents' attitude towards the police could have been one of skepticism or mistrust.,Shannon consenting to database entry for her situation.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
8,51455530,Adam Miller,,2023-04-09 20:31:54,2023-04-11 20:31:54,"Shannon, accompanied by her friend, became disoriented while hiking near the local trails. After the incident, she was found wandering around a nearby grocery store by Max Harris, her foster father. Shannon was unharmed and safe, with no further concerns after being reunited with him and reassured by her colleague.",1,1,999247,Shannon is safe and supported with no current concerns.,,,100,2,Shannon seemed calm and understanding towards the police.,"Given Shannon's calm and understanding demeanor towards the police, it is possible that the parents' attitude could have been supportive and encouraging.",Shannon consented to database entry without any concerns expressed.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,grocery store,,"colleague,friend",Max Harris foster father,lost while hiking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,514285310,Marion Richardson,No consent was given for information to be shared.,2023-05-12 03:48:54,2023-05-12 03:48:54,,100,1,999523,Shannon is currently safe and not a repeated victim.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,Shannon seemed uneasy and hesitant around the police presence.,The parents may have exhibited a cautious or distrustful attitude towards the police presence.,Shannon expressed concern over information sharing without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Shannon,Cooper,,2020-11-21 01:33:54,Aberdeen,English,1,Not Known,,White English,Female,,N,N,553,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
