,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,22525,6395,High,High,Graham,Jackson,1932-05-27,Cambridge,78,Male,Home Address,Retired Barista,5709,2011-01-21 00:00:00,2011-01-21 19:00:00,Friday,8413,2011-01-26 20:13:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"Unit 3 Fowler Road, Dundee, DD5 3RU",Traced by Police,"Graham Jackson, a 78-year-old retiree with a passion for exploration, was reported missing after he left his job unexpectedly and was last seen at a cliff near a retirement community. Known for his affinity for visiting remote islands, Graham often spoke of retreating to such places for solace and reflection. On the day of his disappearance, he informed a colleague about his plans to explore nearby hiking trails. When he failed to return the following day, his concerned friend contacted the authorities. Search teams focused on the cliff areas known for attracting hikers with scenic views. The terrain posed challenges due to steep paths and lack of signage. After several days, police traced Graham to safety; he had wandered off-trail and become disoriented, eventually finding temporary shelter on a remote part of the island.",retirement community,,cliff,,"friend,colleague",,"visiting remote island,left job unexpectedly,lost while hiking",0,NULL,0,NULL,1,He is 78 years old and may have difficulties with mobility or awareness.,0,NULL,1,He has a disability which may affect his overall wellbeing.,1,"Being 78, he may struggle to interact safely in unfamiliar areas.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance involved an unfamiliar hiking situation.,1,He indicated plans to explore nearby hiking trails before going missing.,0,NULL,1,He intended to explore hiking trails and did not return as planned.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
1,44936,6395,High,High,Graham,Jackson,1932-05-27,Cambridge,78,Male,Home Address,Retired Barista,5709,2011-02-09 20:13:00,2011-02-09 20:13:00,Wednesday,352,2011-02-10 02:05:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"Derwent Avenue, Dundee, DD3 0AX",Traced by member of the public,"Graham Jackson was reported missing from his home on Marine Parade Walk, Dundee. Prior to his disappearance, his brother mentioned Graham's frequent visits to Commerce Street, Brechin. Concerned for his safety due to his disability, friends noted his routine stops at the mosque. A colleague recalled he last intended to visit 10 Ancrum Road, Dundee. He was eventually found on Derwent Avenue, Dundee, by a vigilant member of the public, having become disoriented between familiar locations.",mosque,"Commerce Street Brechin,10 Ancrum Road Dundee",,,"brother,colleague,friend",,,0,NULL,0,NULL,1,"Due to his age (78) and disability, he is considered vulnerable.",1,Adverse effects possible if medication for disability not available.,1,He has a disability affecting his ability to navigate.,1,"Yes, he becomes disoriented in unfamiliar circumstances.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was out of character for his usual behavior.,1,He intended to visit a familiar location when last seen.,0,NULL,1,He planned to visit 10 Ancrum Road but did not complete it.,0,NULL,0,NULL,0,NULL,1,He has a mental health condition related to his disability.,0,NULL
2,81000,6395,Medium,Medium,Graham,Jackson,1932-05-27,Cambridge,79,Male,Home Address,Retired Barista,5709,2011-06-04 02:05:00,2011-06-04 10:05:00,Saturday,6416,2011-06-08 13:01:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"6 Lownie Road, Forfar, DD8 2RT",Traced by Police,"Graham was last seen near a cliff close to 1 Logie Street, Dundee. A friend reported his absence after he failed to visit his grandmother, Gail Archer, at a nursing home.",nursing home,"Dundee,1 Logie Street Dundee",cliff,,friend,grandmother Gail Archer,,0,NULL,0,NULL,1,"Graham is 79 years old, which makes him vulnerable in various situations.",1,"As a disabled individual, he may have specific health needs if medications are not available.",1,Graham has a disability which could impact his well-being and coping strategies.,1,Elderly individuals often have difficulties navigating unfamiliar environments safely.,0,NULL,0,NULL,0,Weather conditions were not specified to be a risk factor at the time of his disappearance.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Graham's disappearance near a cliff is out of character for his usual behaviors.,0,NULL,0,NULL,1,He intended to visit his grandmother but did not complete this plan.,0,NULL,0,NULL,0,NULL,1,Graham's disability suggests he may have underlying mental health concerns.,0,NULL
3,41879,6395,High,High,Graham,Jackson,1932-05-27,Cambridge,79,Male,Home Address,Retired Barista,5709,2011-09-27 13:01:00,2011-09-27 13:01:00,Tuesday,7532,2011-10-02 18:33:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"New Road, Forfar, DD8 2AE",Traced by Police,"Graham Jackson was last seen visiting a remote island after attending his grandchild's school event. His grandmother, Gail Archer, alerted authorities.",school,,,,,grandmother Gail Archer,visiting remote island,0,NULL,0,NULL,1,Due to old age and potential infirmities associated with it.,1,"If medication for his condition is not available, it could lead to serious health issues.",1,"He has a disability, which may affect his health and safety.",1,Age and infirmities could complicate his ability to interact in unfamiliar places.,0,NULL,0,NULL,1,Weather conditions could pose a risk given his age and potential frailty.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His behavior of visiting a remote island is atypical for someone his age.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
4,37651,6395,Low,Low,Graham,Jackson,1932-05-27,Cambridge,79,Male,Home Address,Retired Barista,5709,2011-12-07 18:33:00,2011-12-08 00:33:00,Thursday,676,2011-12-08 05:49:00,"12 South Esk Road, Forfar, DD8 3SJ",assisted living facility,Rachel Carter,"New Road, Forfar, DD8 2AE",Traced by member of the public,"Graham Jackson, a 79-year-old retiree, went missing from an assisted living facility on South Esk Road. Known for his religious pilgrimage interests, he was last seen at a medical clinic. His friend reported concerns about his suicidal ideation. Hours later, he was found in a dazed state by a member of the public on New Road, Forfar. During his absence, Graham had ventured towards St Mary's Lane, Newport-on-Tay, in an apparent pursuit of spiritual solace.",medical clinic,"St,Road",,,friend,,"suicidal ideation,religious or spiritual pilgrimage",1,Friend reported concerns about his suicidal ideation,0,NULL,1,He is 79 years old and has a disability.,1,Potential withdrawal effects from medication could pose health risks.,1,"He has a disability, which may include mental or physical issues.",1,May have difficulty interacting safely in unfamiliar situations due to age.,0,NULL,0,NULL,0,Conditions do not indicate heightened risks based on available information.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing is not typical behavior for him based on his background.,1,His pursuit of spiritual solace could indicate a desire to be away.,0,NULL,1,"Last seen at a clinic, possibly intending to attend religious activities.",0,NULL,0,NULL,0,NULL,1,Possible undisclosed mental health issues could be significant.,0,NULL
5,35651,6395,Medium,Medium,Graham,Jackson,1932-05-27,Cambridge,79,Male,Home Address,Retired Barista,5709,2012-02-06 05:49:00,2012-02-07 01:49:00,Tuesday,6408,2012-02-10 16:37:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"Adelaide Place, Dundee, DD3 6LE",Traced by staff,"Graham Jackson, a 79-year-old gentleman, was last seen leaving his home at 22 Marine Parade Walk, Dundee. Known to have embarked on religious or spiritual pilgrimages in the past, there was initial concern when he did not return as expected. Friends reported him missing after he left his usual activities behind and embarked on a solitary hike, a habit he had developed after retiring. His brother mentioned that Graham had a particular fondness for visiting scenic cliffs to meditate. His eventual trail was picked up near a cliff in the vicinity of Adelaide Place, Dundee, DD3 6LE, where he was later found by staff. Thankfully, Graham was unharmed and expressed that he had spent the time trying to seek peace and clarity. Though fraught with worry, his family, especially his grandmother - Gail Archer, expressed relief upon his safe return.",,"Dundee DD3,Adelaide Place Dundee DD3 6LE,Dundee",cliff,,"grandmother,friend,brother",grandmother Gail Archer,"lost while hiking,left job unexpectedly,religious or spiritual pilgrimage",0,NULL,0,NULL,1,"Due to his age, Graham is considered vulnerable.",0,NULL,1,He has a disability which may affect his health and safety.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance for a solitary hike was unusual behavior.,1,"He often goes on hikes, but not without informing anyone.",0,NULL,1,"He intended to seek peace on a hike, which he did not return from as expected.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6,74569,6395,High,High,Graham,Jackson,1932-05-27,Cambridge,80,Male,Home Address,Retired Barista,5709,2012-05-28 16:37:00,2012-05-29 13:37:00,Tuesday,7467,2012-06-02 21:04:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"Commerce Street, Brechin, DD9 7BD",Traced by staff,"Graham Jackson, an 80-year-old man, went missing from his home at 22 Marine Parade Walk, Dundee. Witnesses reported seeing him embarking on a spiritual pilgrimage to a mosque nearby. Graham's longtime friend, Malcolm Horton, mentioned that he often visited the mosque as part of his routine spiritual practices. His grandmother, Gail Archer, noted that he had talked about visiting a cliff near 12 South Esk Road, Forfar, which was part of the pilgrimage. After five days, staff traced him to Commerce Street, Brechin, safe and unharmed.",mosque,"12 South Esk Road Forfar,Street",cliff,Malcolm Horton,friend,grandmother Gail Archer,religious or spiritual pilgrimage,0,NULL,0,NULL,1,Elderly and living with a disability makes him vulnerable.,0,NULL,1,"He has a disability, which may affect his health and safety.",1,An elderly man may struggle to interact in unfamiliar environments.,0,NULL,0,NULL,0,Weather conditions were not mentioned as a risk factor.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His missing was out of the ordinary due to his age and disability.,1,"He intended to go on a pilgrimage, which is a known reason for his absence.",0,NULL,1,He was last seen going to a mosque for a spiritual pilgrimage.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
7,51215,6395,Medium,Medium,Graham,Jackson,1932-05-27,Cambridge,80,Male,Home Address,Retired Barista,5709,2012-11-05 21:04:00,2012-11-06 15:04:00,Tuesday,8437,2012-11-11 17:41:00,"Stannergate Road, Dundee, DD1 3NA",park,Rachel Carter,"Findcastle Street, Dundee, DD4 9EW",Traced by Police,"Graham Jackson was reported missing after he was last seen near a cliff adjacent to Stannergate Road, Dundee. Known for taking regular hikes in the area, Graham had ventured out for his usual stroll from Adelaide Place. His brother, growing concerned after Graham missed a planned visit to their grandmother, Gail Archer, alerted the authorities. Despite his age and disability, Graham often enjoyed the outdoors but had occasionally lost his way while hiking. It was feared he might have inadvertently wandered off the designated trails near the cliffs. After several days of extensive search efforts, the police traced him to a location on Findcastle Street, where he was found safe, albeit a bit disoriented from his days away from familiar surroundings.",,"Adelaide Place,Street",cliff,,"grandmother,brother",grandmother Gail Archer,lost while hiking,0,NULL,0,NULL,1,"Due to his age and disability, Graham is considered vulnerable.",0,NULL,1,Graham has a disability which can affect his health.,1,He has previously lost his way while hiking.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was unusual as he missed a planned visit.,0,NULL,0,NULL,1,He intended to go for a walk but failed to return on time.,0,NULL,0,NULL,0,NULL,1,Graham's disability may indicate a mental health condition.,0,NULL
8,95803,6395,Medium,High,Graham,Jackson,1932-05-27,Cambridge,80,Male,Home Address,Retired Barista,5709,2012-12-08 17:41:00,2012-12-09 10:41:00,Sunday,5789,2012-12-12 18:10:00,"22 Marine Parade Walk, Dundee, DD1 3AU",Home,Rachel Carter,"6 Lownie Road, Forfar, DD8 2RT",Traced by Police,"Graham Jackson, a 80-year-old male from Cambridge, went missing after a pleasant day with his grandmother and Malcolm Horton at Discovery Quay, Dundee, DD1 4XA. Known for his adventurous spirit, Graham decided to embark on a casual hike towards Ballumbie Road, Dundee, DD4 0PD, a route he often took during his seasonal work days. Unfortunately, Graham vanished during this excursion, raising concerns due to his recognized disability, which required careful navigation on uneven terrain. As the daylight faded and Graham failed to return, his family grew increasingly worried. The police launched an extensive search operation based on the last known sightings and Graham's typical hiking patterns. Ultimately, Graham was found safe a few days later, having lost his way but managing to vigorously persevere despite challenging conditions.",,"Ballumbie Road Dundee DD4 0PD,Discovery Quay Dundee DD1 4XA",,Malcolm Horton,grandmother,,"vanished during seasonal work,lost while hiking",0,NULL,0,NULL,1,"He is 80 years old, which makes him vulnerable due to his age.",1,He may have adverse effects due to his disability if necessary medication is unavailable.,1,He has a disability that may impair his ability to navigate in unfamiliar environments.,1,His disability affects his ability to interact safely when faced with unfamiliar situations.,0,NULL,0,NULL,1,The current weather conditions during his disappearance raised the risk due to age and clothing.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,"His disappearance was out of character, as he was on a familiar hiking route.",0,NULL,0,NULL,1,He intended to hike but failed to return as expected due to losing his way.,0,NULL,0,NULL,0,NULL,1,There may be a mental health aspect associated with his disability.,0,NULL
9,66519,6395,Low,Low,Graham,Jackson,1932-05-27,Cambridge,80,Male,Home Address,Retired Barista,5709,2013-03-28 18:10:00,2013-03-29 07:10:00,Friday,6943,2013-04-02 13:53:00,"St Mary's Lane, Newport-on-Tay, DD6 8AH",doctor's office,Rachel Carter,"Commerce Street, Brechin, DD9 7BD",Traced by Police,"Graham Jackson was last seen by his friend at 38 Forrestal Street, Brechin, before heading out on a planned hiking trip. A retired barista with a strong love for the outdoors, Graham frequently ventured out on solo hikes. Despite his age and limited mobility, he felt confident exploring familiar trails. However, concern grew when he failed to return home, prompting his brother to report him missing. Preliminary investigations suggested that Graham lost his way while hiking, potentially disoriented by the densely wooded areas he was traversing. Fortunately, local authorities, with detailed information, located Graham at 3 Boniface Place, Dundee, unharmed, reuniting him with his family.",,"38 Forrestal Street Brechin,3 Boniface Place Dundee",,,"friend,brother",,lost while hiking,0,NULL,0,NULL,1,"Due to his age of 80 and limited mobility, he is vulnerable.",0,NULL,1,He has a disability affecting his mobility.,1,He may have difficulties interacting when disoriented in unfamiliar areas.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His absence during a planned hike was unusual.,1,"He intended to go hiking, which is typical for him.",0,NULL,1,"He planned a hiking trip, which he failed to complete.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
