,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,921376490,Jayne Read,,2021-08-27 21:05:52,2021-08-27 21:05:52,,4,1,301006,Jayne has a supportive network and is receiving appropriate care.,,,100,1,,,"Jayne aware of situation, consented to database inclusion.",,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,921376492,Lynn Read,No consent was given for information to be shared.,2022-01-21 18:08:52,2022-01-21 18:08:52,,2,1,445348,Jayne requires ongoing support due to repeated victimization.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Jayne distressed about information shared without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,921376493,Roger Green,,2022-03-17 20:56:52,2022-03-19 20:56:52,,1,1,553818,Jayne is receiving support after experiencing repeated victimization.,,,100,2,,,Jayne accepted support and agreed to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,921376494,Shirley Read,,2022-05-07 06:42:52,2022-05-09 06:42:52,,100,1,684640,Jayne feels supported and is receiving ongoing safety assistance.,,,100,1,,,Jayne understands the situation and consents to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,921376495,Jayne Read,,2022-08-18 06:34:52,2022-08-18 06:34:52,,4,1,775291,Jayne is receiving support to address ongoing safety concerns.,,,100,2,,,Jayne aware of situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,921376496,Alice Harding,Unable to locate,2022-09-14 20:27:52,2022-09-16 20:27:52,"Jayne was found distressed near a playground, river, and shed.",2,1,871285,Jayne is currently at risk and needs immediate support.,Unable to locate,Unable to locate,100,2,,,Jayne unable to consent; concerns for personal safety persist.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,"playground,river,shed",,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6,921376497,Shirley Read,Unable to locate,2023-02-01 22:52:52,2023-02-01 22:52:52,,2,1,952323,Jayne is currently receiving support and monitoring for her safety.,Unable to locate,Unable to locate,100,2,,,Jayne unable to consent; lacks understanding of situation.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,921376490,Jayne Read,,2023-06-13 19:58:52,2023-06-13 19:58:52,Jayne was found at the resort.,1,1,983554,Jayne receives ongoing support and intervention for her wellbeing.,,,100,1,,,Jayne agrees to database entry for safety measures.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,resort,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,921376499,Jayne Read,,2023-12-03 01:03:52,2023-12-05 01:03:52,,2,1,994130,Jayne is supported and receiving help after past victimization.,,,100,1,,,Jayne feels supported by the system after repeated incidents.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9213494910,Alice Harding,No consent was given for information to be shared.,2023-12-23 13:57:52,2023-12-25 13:57:52,Camping near river.,100,1,997773,Jayne is recovering from past trauma and needs support.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Jayne uncomfortable with sharing details without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Jayne,Read,Collins,2021-05-29 14:16:52,Wells,Spanish,1,Not Known,,White Welsh,Female,Kathleen,Y,N,4649,,,river,,,,believed to be camping,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
