,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,43167,8990,High,High,Donald,Thomas,2013-11-29,Oxford,8,Male,Home Address,,599,2022-07-07 00:00:00,2022-07-07 23:00:00,Thursday,2934,2022-07-09 00:54:00,"1 Customhouse Way,  PA15 1EG",Home,Louise Thomas,"Larkfield Road, Inverclyde, PA16 0XN",Traced by Police,"Donald Thomas, an 8-year-old with a history of chronic illness stress, was reported missing after last being seen near a river while on a family cruise ship. It is believed Donald wandered off due to the overwhelming stress he faced during the trip. At one point, he was sighted near Gallanach Road, PA34 4PE, raising concerns as the area is not far from a secluded cabin known to be in the vicinity. His grandmother and brother Adrian Webb were heavily involved in the search efforts, utilizing a nearby tutoring center as a temporary safe house for coordination. Thankfully, the authorities located him safely in Inverclyde after approximately two days.",tutoring center,Gallanach Road PA34 4PE,"cruise ship,cabin,safe house",,"brother,grandmother",brother Adrian Webb,"chronic illness stress,last seen near river"
1,40205,8990,High,High,Donald,Thomas,2013-11-29,Oxford,8,Male,Home Address,,599,2022-08-01 00:54:00,2022-08-01 21:54:00,Monday,3847,2022-08-03 17:01:00,"1 Customhouse Way,  PA15 1EG",Home,Laura Goodwin,"1 Customhouse Way,  PA15 1EG",Traced by Police,"Donald Thomas, last seen near a river by his grandfather Joshua Murphy, went missing from the family's remote cabin. Suspected visa issues were under review. A possible boating incident on a cruise ship was considered, as Donald was familiar with cruising from 1 Customhouse Way, PA15 1EG.",,"An,1,1 Customhouse Way PA15 1EG","remote cabin,cruise ship",,,grandfather Joshua Murphy,"suspected visa issues,possible boating incident,last seen near river"
2,80932,8990,Low,Low,Donald,Thomas,2013-11-29,Oxford,8,Male,Home Address,,599,2022-08-12 17:01:00,2022-08-13 04:01:00,Saturday,4188,2022-08-15 14:49:00,"1 Customhouse Way,  PA15 1EG",Home,Diane Wall,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Donald Thomas, an 8-year-old with a chronic illness, was last seen at his home at 1 Customhouse Way, PA15 1EG. Before his disappearance, Donald had expressed a keen interest in visiting a cruise ship docked nearby, which could imply a possible boating incident. Additionally, his brother noted Donald’s fascination with a remote cabin mentioned during family stories about their grandfather, Joshua Murphy. With suspicions of Donald trying to reach these locations, the search extended to the area surrounding a cruise ship and a safe house. His family was concerned about potential obstacles such as suspected visa issues, possibly leading to his unintended journey.",,"1 Customhouse Way PA15 1EG,1","safe house,cruise ship,remote cabin",,"brother,grandfather",grandfather Joshua Murphy,"possible boating incident,suspected visa issues,chronic illness stress"
3,22029,8990,High,High,Donald,Thomas,2013-11-29,Oxford,8,Male,Home Address,,599,2022-09-28 14:49:00,2022-09-29 18:49:00,Thursday,6464,2022-10-03 02:33:00,"1 Customhouse Way,  PA15 1EG",Home,Diane Wall,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Donald Thomas, an 8-year-old boy with a disability, was reported missing from his home at 1 Customhouse Way. Concern arose when his grandmother went to check on him and found that he was not in his room. Despite a thorough search of the house and neighborhood, he was nowhere to be seen. Donald had earlier mentioned an interest in seeing the countryside, which led family members to speculate he may have attempted to explore beyond his usual confines. After several days of searches and appeals, authorities traced him to Glengallen Road, Oban. The police managed to locate him safe, although a bit shaken, at a local residence, where a kind passerby noticed he seemed confused and alerted the authorities.",,,,,"grandmother,grandmother",,
4,72879,8990,High,High,Donald,Thomas,2013-11-29,Oxford,9,Male,Home Address,,599,2023-03-26 02:33:00,2023-03-26 17:33:00,Sunday,3657,2023-03-28 15:30:00,"1 Customhouse Way,  PA15 1EG",Home,Louise Thomas,"1 Customhouse Way,  PA15 1EG",Traced by Police,"Donald Thomas was last seen on a cruise ship with his sister, Louise Thomas, navigating the busy route near 1 Customhouse Way, PA15 1EG. Louise reported that Donald had expressed fascination with the river views but also appeared stressed due to his chronic illness. The family was staying at a remote cabin arranged as a safe house nearby since they anticipated some sailing activities. It was believed that Donald wandered off near the river, leading to a possible boating incident. His brother Adrian Webb assisted authorities with the search efforts. Eventually, Donald was located by police, unharmed but shaken, back at 1 Customhouse Way, where the cruise ship had docked.",,1 Customhouse Way PA15 1EG,"cruise ship,safe house,remote cabin",,brother,"sister Louise Thomas,brother Adrian Webb","possible boating incident,chronic illness stress,last seen near river"
5,68699,8990,Medium,Medium,Donald,Thomas,2013-11-29,Oxford,9,Male,Home Address,,599,2023-07-02 15:30:00,2023-07-03 01:30:00,Monday,8889,2023-07-08 19:39:00,"1 Customhouse Way,  PA15 1EG",Home,Reece Clarke,"Castle Road, Rosyth, KY11 2AU",Traced by Police,"Donald Thomas, last seen at a remote cabin with sister Louise Thomas near a river, vanished amidst growing chronic illness stress. It is suspected he wandered off, possibly involved in a boating incident. Traced later on Castle Road with help from the police, he was found safely.",,Road,remote cabin,,,"sister Louise Thomas,sister","possible boating incident,chronic illness stress,last seen near river"
6,6633,8990,Medium,Medium,Donald,Thomas,2013-11-29,Oxford,9,Male,Home Address,,599,2023-11-09 19:39:00,2023-11-10 03:39:00,Friday,7944,2023-11-15 08:03:00,"1 Customhouse Way,  PA15 1EG",Home,Louise Thomas,"Castle Road, Rosyth, KY11 2AU",Traced by member of the public,"Donald Thomas was last seen by his sister, Rachel Rogers, at their home on 1 Customhouse Way, PA15 1EG. Concern grew when Donald, who often found comfort at the safe house on Larkfield Road, Inverclyde, PA16 0XN, did not return. His uncle reported him absent to authorities. After a days-long search, a member of the public discovered Donald safe at a vacant property near Castle Road, far from the usual area he frequented.",,"1,Larkfield Road Inverclyde PA16 0XN,1 Customhouse Way PA15 1EG,An",safe house,,uncle,sister Rachel Rogers,
7,26615,8990,Low,High,Donald,Thomas,2013-11-29,Oxford,10,Male,Home Address,,599,2024-03-09 08:03:00,2024-03-09 18:03:00,Saturday,2753,2024-03-11 05:56:00,"1 Customhouse Way,  PA15 1EG",Home,Reece Clarke,"Glengallen Road, Oban, PA34 4HH",Traced by Police,Donald Thomas was last seen near a river close to a safe house by Gallanach Road. Possible boating incident involving Gareth Parker.,,"Road,Gallanach Road,An",safe house,Gareth Parker,,,"possible boating incident,suspected visa issues,last seen near river"
8,47538,8990,High,High,Donald,Thomas,2013-11-29,Oxford,10,Male,Home Address,,599,2024-08-18 05:56:00,2024-08-18 05:56:00,Sunday,7815,2024-08-23 16:11:00,"1 Customhouse Way,  PA15 1EG",Home,Alex Mann,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Donald Thomas was last seen leaving his home at 1 Customhouse Way. A search began after his colleague, Fiona, mentioned spotting him near An t-Sràid, PA34 5UG, where he was playing. Concern escalated when Laura Goodwin said she saw him talking with Elaine Moore near An t-Sràid. Police later found him safe at Glengallen Road, Oban, PA34 4HH. He had wandered off, trying to visit a friend, Diane Wall, but became disoriented due to his disability.",,"An,1",,"Laura Goodwin,Elaine Moore,Fiona",colleague,friend Diane Wall,
9,54001,8990,Medium,Medium,Donald,Thomas,2013-11-29,Oxford,10,Male,Home Address,,599,2024-09-16 16:11:00,2024-09-16 16:11:00,Monday,10012,2024-09-23 15:03:00,"1 Customhouse Way,  PA15 1EG",Home,Reece Clarke,"North Pier, Oban, PA34 5QD",Traced by Police,"Donald Thomas, a 10-year-old boy, went missing from his home at 1 Customhouse Way, PA15 1EG. His sister, Louise Thomas, raised the alarm when she discovered he was not in his room. It was known that Donald frequently visited a remote cabin owned by the family, located on Gallanach Road, PA34 4PE. Initial investigations suggested Donald may have become intrigued by nearby activities of a volunteer organization, leading him to board a docked cruise ship without notifying anyone. A friend, Diane Wall, remembered Donald being fascinated by ships and water. This led authorities to search the ship after docking along with the safe house nearby. Donald was eventually traced by police near North Pier, Oban, PA34 5QD, unharmed but slightly disoriented, after exploring areas unfamiliar to him.",volunteer organization,"1 Customhouse Way PA15 1EG,Gallanach Road PA34 4PE,An,1","safe house,cruise ship,remote cabin",,,"sister Louise Thomas,friend Diane Wall",
