,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,14622,4386,Low,Low,Ellie,Brown,1941-08-31,Birmingham,75,F,Home Address,Retired Museum/gallery conservator,6127,2016-11-21 00:00:00,2016-11-22 00:00:00,Tuesday,7851,2016-11-26 10:51:00,"An t-Sràid,  PA34 5UG",Home,Clare Brown,"Railway Pier, Oban, PA34 4LW",Traced by staff,"Ellie Brown was last seen leaving her home on An t-Sràid, PA34 5UG with plans to attend her grandchild's school events later in the day. Before leaving, she was observed to have withdrawn cash from her local branch, which was not unusual for her visits to the nearby amusement park where she loved to treat her family. On this occasion, Ellie mentioned to her sister that she might stop by the North Pier, Oban, PA34 5QD afterward for a stroll. Concern rose when she failed to attend the school events and did not return home. Despite the low risk level, her family grew worried due to her disability. After an extensive search, staff traced her to Railway Pier, Oban, PA34 4LW, safe and unharmed. It appears she simply lost track of time during her outing.",school events,"North Pier Oban PA34 5QD,Oban PA34,An",amusement park,,sister,,withdrew cash before leaving
1,85878,4386,Medium,Medium,Ellie,Brown,1941-08-31,Birmingham,75,F,Home Address,Retired Museum/gallery conservator,6127,2017-04-06 10:51:00,2017-04-07 14:51:00,Friday,8132,2017-04-12 02:23:00,"An t-Sràid,  PA34 5UG",Home,Hannah Lloyd,"Glengallen Road, Oban, PA34 4HH",Traced by family,"Ellie Brown was last seen leaving her residence on An t-Sràid, Oban, PA34 5UG, reportedly heading towards a local bar on North Pier, Oban, PA34 5QD. Ellie, a retired museum/gallery conservator, was known to frequent the area for social engagements despite her disability, which might have contributed to the concern over her disappearance. Her daughter noted that Ellie didn't return home that evening, prompting alarm when she failed to answer calls the following day. Leonard Lewis, a family friend, assisted in the search, narrowing her possible locations to her favored spots along Glengallen Road, Oban. Ultimately, Ellie was traced by her family on Glengallen Road, safe and unharmed, although disoriented. Ellie had taken a wrong turn and forgotten her way home.",,"Glengallen Road Oban,North Pier Oban PA34 5QD,An",,Leonard Lewis,daughter,,
2,55092,4386,High,High,Ellie,Brown,1941-08-31,Birmingham,75,F,Home Address,Retired Museum/gallery conservator,6127,2017-08-20 02:23:00,2017-08-20 15:23:00,Sunday,4499,2017-08-23 05:22:00,"An t-Sràid,  PA34 5UG",Home,Bruce Reed,"Park Mains, Erskine, PA8 7AL",Traced by Police,"Ellie Brown, a resident of An t-Sràid, PA34 5UG, went missing from her assisted living facility. Prior to her disappearance, Ellie exhibited signs of an undiagnosed mental illness and had repeatedly expressed a desire to disappear. On the day she went missing, she withdrew cash before leaving without notifying anyone. Ellie's sister reported her missing when she failed to return. Searches were conducted around North Pier and Glengallen Road, Oban, areas she frequented. Her extended absence heightened concerns, given her health issues. Ultimately, Ellie was traced by police to Park Mains, Erskine, miles from her residence, where she was found safe but disoriented.",assisted living facility,"An,North Pier,Glengallen Road Oban",,,sister,,"withdrew cash before leaving,expressed desire to disappear,undiagnosed mental illness"
3,74962,4386,High,High,Ellie,Brown,1941-08-31,Birmingham,76,F,Home Address,Retired Museum/gallery conservator,6127,2017-09-11 05:22:00,2017-09-11 19:22:00,Monday,5901,2017-09-15 07:43:00,"An t-Sràid,  PA34 5UG",Home,Annette Taylor,"Larkfield Road, Inverclyde, PA16 0XN",Traced by staff,"Ellie Brown went missing from her residence at An t-Sràid, PA34 5UG. According to her son, she was last seen at a local resort, where she enjoyed various amenities but did not return as expected. Concerns heightened when her colleague, Ronald Parker, reported that she was not present for a planned visit to the North Pier, Oban, PA34 5QD. A sighting at a nearby sports arena was inconclusive. After thorough searches, Ellie was located safe on Larkfield Road, Inverclyde, by diligent staff who ensured her safe return.",,"Road,North Pier Oban PA34 5QD,An","resort,sports arena",Ronald Parker,"son,colleague",,
4,32660,4386,High,Medium,Ellie,Brown,1941-08-31,Birmingham,76,F,Home Address,Retired Museum/gallery conservator,6127,2018-02-10 07:43:00,2018-02-10 07:43:00,Saturday,3790,2018-02-12 22:53:00,"An t-Sràid,  PA34 5UG",Home,Bruce Reed,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Ellie Brown, a retired conservator, went missing from her rural home on An t-Sràid, PA34 5UG. She was last in contact with her son. Police traced her to Glengallen Road, Oban, unharmed, after a widespread search following concerns over her well-being.",,An,rural,,son,,
5,36725,4386,Low,Low,Ellie,Brown,1941-08-31,Birmingham,76,F,Home Address,Retired Museum/gallery conservator,6127,2018-05-17 22:53:00,2018-05-18 04:53:00,Friday,7123,2018-05-22 21:36:00,"North Pier, Oban, PA34 5QD",assisted living facility,Hannah Lloyd,"Gallanach Road,  PA34 4PE",Traced by Police,"Ellie Brown was last seen by her son leaving a local bar near North Pier, Oban. Concerned after not returning home, her brother contacted authorities. The search extended to a nearby cemetery, a location Ellie was known to frequent for walks. Days later, Ellie was safely located on Gallanach Road, appearing disoriented but unharmed. Police believe she became confused due to her disability, which led to her unintentional disappearance.",,,cemetery,,"brother,son",,
6,35946,4386,Low,High,Ellie,Brown,1941-08-31,Birmingham,77,F,Home Address,Retired Museum/gallery conservator,6127,2018-10-14 21:36:00,2018-10-15 19:36:00,Monday,5681,2018-10-18 20:17:00,"An t-Sràid,  PA34 5UG",Home,Josh Miah,"Glengallen Road, Oban, PA34 4HH",Traced by staff,"During a visit to the North Pier, Oban, Ellie Brown, recently showing signs of memory issues, wandered off into the rural surroundings while accompanied by her daughter and sister. They briefly lost sight of her near the amusement park. Despite their efforts, Ellie could not be located until three days later when staff found her on Glengallen Road. Fortunately, she was safe and received medical attention soon after.",,North Pier Oban,"amusement park,rural",,"daughter,sister",,
7,63641,4386,Medium,Medium,Ellie,Brown,1941-08-31,Birmingham,77,F,Home Address,Retired Museum/gallery conservator,6127,2018-12-08 20:17:00,2018-12-09 20:17:00,Sunday,9552,2018-12-15 11:29:00,"An t-Sràid,  PA34 5UG",Home,Hannah Lloyd,"1 Newark Street,  PA14 5PE",Traced by member of the public,"Ellie was last seen by a colleague at a bar on An t-Sràid. Acquaintances mentioned she was interested in starting a new life and had shown signs of an undiagnosed mental illness. Her son feared for her safety. She was later spotted near the North Pier, but then vanished mysteriously.",,"An,North Pier",,,"son,colleague,colleague",,"interested in starting new life,undiagnosed mental illness"
8,10313,4386,High,Low,Ellie,Brown,1941-08-31,Birmingham,77,F,Home Address,Retired Museum/gallery conservator,6127,2019-03-18 11:29:00,2019-03-19 08:29:00,Tuesday,2033,2019-03-19 21:22:00,"North Pier, Oban, PA34 5QD",assisted living facility,Bruce Reed,"Park Mains, Erskine, PA8 7AL",Traced by family,"Ellie Brown went missing from an assisted living facility near North Pier, Oban. She had withdrawn a substantial amount of cash prior to her disappearance, indicating a possible plan to seek a new beginning. Ellie's son, who noticed changes in her behavior, expressed concerns about her undiagnosed mental health issues, which may have contributed to her decision to leave. Her colleague, Rita Martin, mentioned Ellie's excitement about a so-called 'adventure' that didn't align with her routine activities, like attending her grandchild's school events. After an extensive search, Ellie was discovered safe at a resort in a rural area, having intended a prolonged stay to assess her resolve for change.",school events,"North Pier Oban,An","resort,rural",,son,colleague Rita Martin,"withdrew cash before leaving,undiagnosed mental illness,interested in starting new life"
9,18452,4386,Low,Medium,Ellie,Brown,1941-08-31,Birmingham,77,F,Home Address,Retired Museum/gallery conservator,6127,2019-08-22 21:22:00,2019-08-23 17:22:00,Friday,7447,2019-08-28 01:29:00,"North Pier, Oban, PA34 5QD",assisted living facility,Hannah Lloyd,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Ellie Brown, a 77-year-old woman with a disability, was reported missing after withdrawing cash before leaving her assisted living facility near North Pier, Oban. She was last seen planning an outing with her two daughters to an amusement park, sparking concerns when she did not return. Despite her habit of visiting resorts, her family grew worried as this behavior was unlike her cautious nature. Richard Thomas, a close contact, mentioned Ellie recently expressed a deep longing for solitude and was often visiting the local cemetery, especially after attending her grandchild's school events. The police eventually traced her to Glengallen Road, unharmed but clearly disoriented.","school events,assisted living facility","An,North Pier Oban","cemetery,amusement park,resort",Richard Thomas,"daughter,daughter",,withdrew cash before leaving
