,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,73395,3891,Low,Low,Joanne,Turner,1978-11-19,London,37,F,Home Address,Veterinary surgeon,3309,2016-06-22 00:00:00,2016-06-22 00:00:00,Wednesday,8047,2016-06-27 14:07:00,"Park Mains, Erskine, PA8 7AL",Home,Sian Turner,"Larkfield Road, Inverclyde, PA16 0XN",Traced by Police,"Joanne Turner, known for her tendency to frequent remote areas, was last reported missing from her home at Park Mains, Erskine. Her mother discovered a note suggesting she may have joined a commune. Concerns grew when Joanne failed to appear for an important meeting at her doctor's office. Her sister found her basement unlocked but without any clear sign of struggle. The investigation extended to the vicinity of North Pier, Oban, but she was ultimately located by police at a different address, safe and sound.","office,park","North Pier Oban,Oban,Park Mains Erskine",basement,,"sister,mother",,"known to frequent remote areas,possibly joined commune",0,NULL,0,NULL,1,She has a disability which may render her vulnerable in unfamiliar situations.,0,NULL,1,Joanne has a disability that may affect her mental or physical health.,1,Her tendency to frequent remote areas indicates possible difficulties in unfamiliar contexts.,0,NULL,0,NULL,0,Conditions were not noted as presenting additional risk at the time.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing to join a commune is atypical behavior for her.,1,The note suggests she intended to leave for a commune voluntarily.,1,The presence of a note indicates she may have prepared for her absence.,1,She intended to attend a doctor's appointment but failed to do so.,0,NULL,0,NULL,0,NULL,1,Her disability may involve mental health aspects that are significant.,0,NULL
1,67068,3891,Low,Low,Joanne,Turner,1978-11-19,London,37,F,Home Address,Veterinary surgeon,3309,2016-07-03 14:07:00,2016-07-03 23:07:00,Sunday,4341,2016-07-06 14:28:00,"Park Mains, Erskine, PA8 7AL",Home,Catherine O'Neill,"Larkfield Road, Inverclyde, PA16 0XN",Traced by staff,"Joanne Turner, a 37-year-old veterinary surgeon, was reported missing from her home in Park Mains, Erskine. Prior to her disappearance, she had expressed a desire to escape the pressures of her daily life, often speaking of disappearing without a trace. On the day she went missing, she was last seen by her aunt near Gallanach Road, PA34 4PE, heading towards Railway Pier, Oban, PA34 4LW, an area she frequented. It was speculated that she may have left to find solitude after a stressful week. Her grandmother, Lynda Williams, mentioned that Joanne had always been quite independent, sometimes taking off to clear her mind. Fortunately, after a few days, she was located safe and sound on Larkfield Road, Inverclyde, PA16 0XN. It was confirmed that she had gone there for some quiet time alone. Staff traced and confirmed her well-being, bringing relief to her family.",,"Gallanach Road PA34 4PE,Railway Pier Oban PA34 4LW,Larkfield Road Inverclyde PA16 0XN",,,aunt,Lynda Williams,had spoken of disappearing,0,NULL,0,NULL,0,NULL,0,NULL,1,Joanne has a disability that may affect her well-being.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Joanne's desire to escape was an unusual behavior for her.,1,She expressed wanting to disappear to find solitude.,0,NULL,1,She intended to find a quiet place to clear her mind.,0,NULL,0,NULL,0,NULL,1,She has mental health issues tied to her stress and pressures.,0,NULL
2,86295,3891,Low,Low,Joanne,Turner,1978-11-19,London,37,F,Home Address,Veterinary surgeon,3309,2016-08-16 14:28:00,2016-08-16 14:28:00,Tuesday,6534,2016-08-21 03:22:00,"Park Mains, Erskine, PA8 7AL",Home,Danielle Duncan,"North Pier, Oban, PA34 5QD",Traced by Police,"Joanne Turner, known for her tendency to frequent remote areas, was last reported seen by a friend as she made her way towards the Railway Pier, Oban. Witnesses recall Joanne heading into the tunnel near Larkfield Road, Inverclyde, looking focused and undeterred. While it was not unusual for Joanne to seek solitude, the location choice raised concern among her acquaintances. Her absence was noted shortly after her planned return home. Police were alerted, and a subsequent search of typical remote pathways led to her discovery five days later at North Pier, Oban. Joanne was found safe, immersed in her thoughts, having ventured too far during her exploration.",,"Larkfield Road Inverclyde,Railway Pier Oban",tunnel,,friend,,known to frequent remote areas,0,NULL,0,NULL,1,Joanne has a disability which may affect her vulnerability.,0,NULL,1,"Joanne has a disability, which indicates a medical condition affecting her.",1,"Joanne tends to seek solitude in remote areas, indicating potential interaction problems.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,The choice of location and length of absence was unusual for Joanne.,0,NULL,0,NULL,1,Joanne intended to explore but did not return as planned.,0,NULL,0,NULL,0,NULL,1,Joanne's disability may relate to a mental health condition.,0,NULL
3,60509,3891,Low,Low,Joanne,Turner,1978-11-19,London,37,F,Home Address,Veterinary surgeon,3309,2016-09-15 03:22:00,2016-09-15 13:22:00,Thursday,4355,2016-09-18 03:57:00,"Park Mains, Erskine, PA8 7AL",Home,Lynda Williams,"North Pier, Oban, PA34 5QD",Traced by Police,"Joanne Turner, a known frequenter of remote areas, was last seen leaving her residence on Larkfield Road, Inverclyde, PA16 0XN. Concern arose when her grandmother, Lynda Williams, discovered Joanne's personal items, including her phone and wallet, were left behind. Investigations suggested she might have joined a commune situated in the secluded landscapes near An t-Sràid, PA34 5UG. This area was known for its remote communities, and locals reported seeing someone matching Joanne's description. The possibility of Joanne seeking solitude in these regions aligned with her previous behaviors, prompting a search by authorities, who eventually traced her to North Pier, Oban, PA34 5QD.",,"Larkfield Road Inverclyde PA16 0XN,An",,,,Lynda Williams,"left personal items behind,known to frequent remote areas,possibly joined commune",0,NULL,0,NULL,1,Joanne has a disability which may contribute to her vulnerability.,0,NULL,1,Joanne has a disability that may affect her daily functioning.,1,Joanne often frequents remote areas which indicates potential for unsafe interactions.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her going missing aligns with her previous behavior of seeking solitude.,1,Joanne may have wanted to disconnect and seek peace in a remote commune.,0,NULL,1,"She intended to leave her home, failing to communicate her whereabouts.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
4,6760,3891,Low,Low,Joanne,Turner,1978-11-19,London,38,F,Home Address,Veterinary surgeon,3309,2016-12-19 03:57:00,2016-12-19 11:57:00,Monday,3726,2016-12-21 18:03:00,"Park Mains, Erskine, PA8 7AL",Home,Jean Evans,"1 Newark Street,  PA14 5PE",Traced by Police,"Joanne Turner, a 38-year-old veterinary surgeon, was reported missing by her concerned aunt after she left her home on Park Mains, Erskine, without any personal belongings, including her phone and wallet. Joanne, who was known to frequent remote areas, was last seen in the vicinity of a local tunnel near Larkfield Road, Inverclyde, PA16 0XN. Her absence was noted particularly due to her established pattern of enjoying solitary excursions in secluded locations. Despite her low initial risk level, friends and family, including her mother and colleague, were worried due to her disability, which potentially impacted her ability to navigate safely. The police, acting swiftly, were able to trace Joanne two days after her disappearance to a residence on Newark Street, where she was found safe and unharmed. This incident highlighted the importance of awareness and family vigilance when dealing with similar scenarios.",,"Larkfield Road Inverclyde PA16 0XN,Road",tunnel,,"friend,aunt,mother,colleague",,"left personal items behind,known to frequent remote areas",0,NULL,0,NULL,1,She has a disability that may impact her safety during her absence.,0,NULL,1,She has a disability that may relate to her mental or physical health.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance was unusual as she left without personal belongings.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
5,22126,3891,Low,Low,Joanne,Turner,1978-11-19,London,38,F,Home Address,Veterinary surgeon,3309,2017-06-17 18:03:00,2017-06-18 14:03:00,Sunday,1584,2017-06-18 20:27:00,"Park Mains, Erskine, PA8 7AL",Home,Catherine O'Neill,"Glengallen Road, Oban, PA34 4HH",Traced by family,"Joanne Turner was reported missing from her home in Erskine. She was last seen heading towards the basement at 1 Newark Street, PA14 5PE. Her grandfather and Ms. Jade Smith were unaware of her whereabouts. With no note left behind, she was later found squatting in a tunnel on Glengallen Road, Oban.",Home,"1 Newark Street PA14 5PE,Glengallen Road Oban,Oban","basement,tunnel",Jade Smith,grandfather,,"left behind no note,suspected to be squatting",0,NULL,0,NULL,1,Joanne has a disability that may affect her vulnerability.,0,NULL,1,Joanne has a disability which may indicate other health issues.,1,Joanne may struggle to interact safely in unfamiliar environments.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing in this way is atypical for Joanne.,0,NULL,0,NULL,1,"Joanne was heading towards her home basement, suggesting intent.",0,NULL,0,NULL,0,NULL,1,Joanne may have an undiagnosed mental health issue related to her disability.,0,NULL
6,76852,3891,High,High,Joanne,Turner,1978-11-19,London,38,F,Home Address,Veterinary surgeon,3309,2017-11-01 20:27:00,2017-11-02 09:27:00,Thursday,9876,2017-11-08 17:03:00,"Park Mains, Erskine, PA8 7AL",Home,Lynda Williams,"An t-Sràid,  PA34 5UG",Traced by Police,"Joanne Turner was last seen entering the basement of a volunteer organization near Glengallen Road, Oban. Descriptions from her mother suggest she had been contemplating a change and had spoken of disappearing and starting anew. The investigation revealed the possibility that Joanne might have joined a commune, though no direct evidence was found. Her grandfather mentioned she left behind no note before vanishing, which added to the concerns of her immediate family. When authorities searched the surrounding area, a network of abandoned tunnels near North Pier, Oban came under scrutiny. Eventually, Joanne was traced to a nearby location after a week-long search effort by the police.",volunteer organization,"Glengallen Road Oban,North Pier Oban","basement,tunnel",,"mother,grandfather",,"left behind no note,possibly joined commune,had spoken of disappearing",0,NULL,0,NULL,1,She has a disability which makes her more vulnerable in unfamiliar situations.,1,Missing medication could exacerbate her existing disability conditions.,1,She has a disability which may affect her mental or physical health.,1,Her disability might impact her ability to interact safely in new environments.,0,NULL,0,NULL,1,Weather conditions could complicate her safety given her vulnerability.,1,Family conflict may have contributed to her decision to disappear.,0,NULL,0,NULL,0,NULL,1,There may have been underlying personal or financial issues influencing her actions.,0,NULL,0,NULL,1,Her behavior of disappearing unexpectedly is not typical for her.,1,She had been contemplating a change indicating possible intent to leave.,0,NULL,1,She intended to enter a new phase of life but failed to complete these intentions.,0,NULL,0,NULL,1,Underlying personal issues could impact her risk and safety.,1,She has a mental health condition related to her disability.,1,Her disability could indicate a progressive neurological disorder affecting cognition.
7,18484,3891,Medium,Medium,Joanne,Turner,1978-11-19,London,39,F,Home Address,Veterinary surgeon,3309,2017-12-29 17:03:00,2017-12-31 06:03:00,Sunday,7519,2018-01-03 22:22:00,"Park Mains, Erskine, PA8 7AL",Home,Susan Briggs,"Glengallen Road, Oban, PA34 4HH",Traced by Police,"Joanne Turner was last seen with a friend entering a tunnel near North Pier, Oban. Speculation arose she might have joined a commune after being found in a basement on Gallanach Road.",,"Road,North Pier Oban,Gallanach Road","tunnel,basement",,friend,,possibly joined commune,0,NULL,0,NULL,1,Joanne has a disability which may make her more vulnerable.,1,Missing medication could exacerbate her disability or health conditions.,1,Joanne has a disability that impacts her overall health and behavior.,1,"As a person with a disability, she may struggle in unfamiliar situations.",0,NULL,0,NULL,0,Weather conditions at the time were not reported as adverse.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her going missing differed from her normal routine or behavior.,1,Speculation implies she may have intended to join a commune.,0,No evidence of preparations for absence noted in the report.,1,"She was last seen entering a tunnel with a friend, indicating intent to explore.",0,No previous instances of disappearance reported.,0,NULL,0,NULL,0,NULL,0,NULL
8,69553,3891,Medium,Medium,Joanne,Turner,1978-11-19,London,39,F,Home Address,Veterinary surgeon,3309,2018-01-09 22:22:00,2018-01-11 11:22:00,Thursday,3625,2018-01-12 10:47:00,"Park Mains, Erskine, PA8 7AL",Home,Sian Turner,"Larkfield Road, Inverclyde, PA16 0XN",Traced by Police,"Joanne Turner, known for frequenting remote areas, was last seen near the tunnel on Glengallen Road, Oban, before she disappeared. Her sister later found Joanne's personal items left in the basement of a volunteer organization located at North Pier, Oban. These items included her handbag, keys, and mobile phone, leading to concerns about her whereabouts. Family members, including her aunt, mentioned Joanne's interest in joining a nearby commune, raising speculation that she might have voluntarily left to pursue a different lifestyle. Authorities were notified, and due to her known patterns of seeking solitude and the unsettling discovery of her belongings, an extensive search was conducted.",volunteer organization,"An,Glengallen Road Oban,North Pier Oban","tunnel,basement",,"aunt,sister",,"possibly joined commune,known to frequent remote areas,left personal items behind",0,NULL,0,NULL,1,She has a disability which may make her vulnerable in unfamiliar situations.,0,NULL,1,Joanne has a disability that is not further specified but indicates a potential mental health issue.,1,"She has shown behaviors of seeking solitude, which may affect her interactions.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance shows patterns different from her usual behavior of seeking solitude.,1,Speculation about pursuing a different lifestyle suggests a possible voluntary motive.,1,"Her personal belongings were discovered, indicating some form of preparation for absence.",1,"Last seen near a tunnel, possibly intending to explore or seek solitude; she never returned.",0,NULL,0,NULL,0,NULL,1,Her unspecified disability points to a potential mental health condition.,0,NULL
9,64934,3891,High,High,Joanne,Turner,1978-11-19,London,39,F,Home Address,Veterinary surgeon,3309,2018-04-10 10:47:00,2018-04-11 01:47:00,Wednesday,5668,2018-04-14 09:15:00,"Park Mains, Erskine, PA8 7AL",Home,Sian Turner,"Railway Pier, Oban, PA34 4LW",Traced by Police,"Joanne Turner was last seen in the basement of her home at Park Mains, Erskine. Her mother reported her missing after finding personal items left behind, which was unusual for Joanne. A colleague mentioned that Joanne had been planning to visit a volunteer organization but never arrived there. Search efforts intensified, leading to her being traced by police at Railway Pier, Oban where she seemed disoriented. Family, including her sister, expressed relief upon her safe return and mentioned concerns about her behavior in the days leading to her disappearance.",volunteer organization,"Park Mains Erskine,Railway Pier Oban",basement,,"mother,sister,colleague",,left personal items behind,1,She exhibited disorientation and unusual behavior prior to disappearance.,0,No indication of criminality being a factor in her disappearance.,1,"At 39, she has a disability that makes her more vulnerable.",1,"As a veterinary surgeon, she likely requires medication for her disability.",1,"Yes, she has a disability which can affect her well-being.",1,"She was reported as disoriented, indicating difficulties in unfamiliar situations.",0,"No evidence of dependency on drugs, alcohol, or substances was mentioned.",0,There is no indication that she is on the Child Protection Register.,1,Weather conditions at the time could have added to her vulnerability.,1,Reported concerns about her behavior indicate possible family issues.,0,No information suggests involvement in domestic violence.,0,No ongoing personal issues linked to community or cultural problems mentioned.,0,No indication of her involvement in any violent/hate crime incidents.,0,"No specific mention of problems related to school, employment, or finances.",0,There are no indicators of forced marriage or honour-based abuse.,0,"No evidence of sexual exploitation, trafficking, or prostitution noted.",1,Her behavior prior to going missing was different from her normal patterns.,1,"Her planned visit to a volunteer organization was unfulfilled, signaling issues.",0,No clear indications of preparations for absence were reported.,1,"Intended to volunteer but did not arrive, showing something went wrong.",0,No previous instances of disappearance and exposure to harm documented.,0,She does not appear to pose any risk to others based on available information.,0,No other unlisted factors regarded as relevant were mentioned by officials.,1,Behavioral concerns suggest potential mental health issues aside from dementia.,0,No indication that she has dementia or a specific progressive neurological disorder.
