,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,480282231,Joel Smith,,2022-12-08 04:29:36,2022-12-08 04:29:36,"Samantha left her home without leaving a note, prompting concern over her unexpected absence.",2,1,199972,Samantha is doing well and engaged in supportive activities.,,,100,1,Samantha expressed indifference towards the police involvement.,The parents' attitude towards police involvement could have been one of concern or disapproval.,Samantha consenting to database entry for support services.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,N,N,5223,,,,,,,left behind no note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,480282232,Francesca Hussain,No consent was given for information to be shared.,2023-03-07 21:05:36,2023-03-09 21:05:36,Samantha needs help due to abuse.,2,1,719573,Samantha requires support due to ongoing victimization issues.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,Samantha felt distrustful and anxious about the police involvement.,The parents' attitude could have been protective and concerned.,Samantha feels her privacy is being invaded without consent.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,480282230,Samantha Murphy,,2023-07-03 00:40:36,2023-07-03 00:40:36,"Samantha, feeling distressed, was found on an airplane with Roger Parkinson and is receiving appropriate support now.",4,1,987743,Samantha is safe and receiving support for her wellbeing.,,,100,2,Samantha felt frustrated but hopeful for police support this time.,The parents may have felt concerned and skeptical about their children's engagement with the police.,Samantha aware of situation and consents to database inclusion.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,airplane,Roger Parkinson,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,480282234,Roger Parkinson,Would not engage with police,2023-09-02 13:54:36,2023-09-02 13:54:36,,2,1,998477,Samantha remains vulnerable; engagement with support is crucial.,Would not engage with police,Would not engage with police,100,1,Samantha distrusts police and is disengaged from the system.,"The parents may have exhibited skepticism towards law enforcement, potentially reinforcing a general distrust of the system within the family.",Samantha unwilling to cooperate with police involvement.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4,480282235,Samantha Murphy,,2023-10-19 08:58:36,2023-10-21 08:58:36,"Samantha left airplane, no note.",100,1,999412,Samantha is coping well despite being a repeated victim.,,,100,2,Samantha expressed trust in the police for support and protection.,Parents may have exhibited a more cautious or skeptical attitude towards engagement with the police.,Samantha consented to database entry for her safety.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,airplane,,,,left behind no note,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,480282230,Richard Elliott,Unable to locate,2023-11-07 16:33:36,2023-11-07 16:33:36,,2,1,999884,Samantha requires ongoing support due to repeated victimization.,Unable to locate,Unable to locate,100,2,Samantha expressed distrust and frustration towards the police.,"The parents' attitude may have included concerns about the safety and well-being of their children, possibly leading to a protective stance toward law enforcement.",Samantha unable to consent due to repeated victimization.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,480282230,Richard Elliott,,2023-12-06 08:25:36,2023-12-08 08:25:36,"Samantha, supported by friend Jacob Hobbs, is receiving help after recurring victimization incidents, ensuring her safety and ongoing wellbeing.",100,1,1000020,Samantha is safe and receiving support for previous victimization.,,,100,1,Samantha feels wary of police due to past victimization.,The parents' attitude may have been one of distrust or concern regarding police interactions.,Samantha consented to database inclusion for support and safety.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,,,friend,Jacob Hobbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,480282238,Samantha Murphy,,2024-02-08 21:33:36,2024-02-08 21:33:36,Samantha felt unsafe on airplane.,1,1,1000033,Samantha is receiving support for ongoing victimization issues.,,,100,1,Samantha feels uneasy but understands the need for police involvement.,The parents' attitude could have been one of concern and skepticism regarding police involvement.,Samantha consents to database entry for ongoing support.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,airplane,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,480282230,Samantha Murphy,,2024-04-15 13:12:36,2024-04-17 13:12:36,,2,1,1000036,Samantha is receiving support after being a repeated victim.,,,100,1,Samantha felt distrustful of the police due to ongoing victimization.,The parents' attitude could have been characterized by a heightened concern for their children's safety and well-being.,Samantha aware of situation and approves database entry.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,480282230,Samantha Murphy,,2024-05-18 07:58:36,2024-05-18 07:58:36,,1,1,1000166,Samantha is receiving support and is currently safe.,,,100,2,Samantha feels distrustful of police after repeated victimization.,"The parents may have exhibited a protective attitude towards their children, emphasizing caution in interactions with law enforcement.",Samantha feels confident sharing her information for support.,True,28-Nov-2022 14:48:11.000Z[UTC],Samantha,Murphy,,2022-11-03 07:42:36,Exeter,English,1,Not Known,,Mixed,Female,Azure,Y,N,5223,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
