,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,54641,3145,Medium,Medium,Chloe,Howard,1938-09-27,Belfast,76,F,Home Address,Retired Therapeutic radiographer,4038,2014-10-23 00:00:00,2014-10-23 09:00:00,Thursday,1318,2014-10-23 21:58:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Shannon Hartley,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by family,"Chloe Howard was last seen at a medical clinic displaying erratic behavior, according to her friend Natasha Roberts. Concern was raised when she failed to return home to 4 Brown Street, FK1 4QF. Her brother later found her safe near her grandfather’s residence in West Murrayfield, Stirling.",medical clinic,"4 Brown Street FK1 4QF,West Murrayfield Stirling",,Natasha Roberts,"brother,friend,grandfather,grandfather,grandfather",,noted to act erratically
1,4307,3145,High,High,Chloe,Howard,1938-09-27,Belfast,76,F,Home Address,Retired Therapeutic radiographer,4038,2014-10-30 21:58:00,2014-10-31 13:58:00,Friday,8037,2014-11-05 11:55:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Danielle Howell,"Nicolton Avenue,  FK2 0TP",Traced by staff,"Chloe Howard vanished on a hiking trail after a walk with her sister near 43 Union Road. Discovered days later, safe, by Clive Harrison.",,43 Union Road,hiking trail,Clive Harrison,sister,Chloe,
2,45014,3145,Low,Low,Chloe,Howard,1938-09-27,Belfast,76,F,Home Address,Retired Therapeutic radiographer,4038,2014-12-01 11:55:00,2014-12-02 23:55:00,Tuesday,3556,2014-12-03 23:11:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Victor Robinson,"Craigs Terrace, Rumford, FK2 0SD",Traced by Police,"Chloe Howard, known to have concerns over addiction, was last seen at a concert venue with her friend. They planned a trip to a hiking trail near Greenside Street, Alloa, FK10 1EB. Her colleague reported seeing her near 14 The Meadows, Stirling, FK9 5AE afterwards. Chloe, dealing with challenges related to her behavioral patterns, lost contact with those she was with. Friends and family, including her concerned grandfather, became worried, prompting a search that ended when she was located safely by police.",,"14 The Meadows Stirling FK9 5AE,Greenside Street Alloa FK10 1EB","concert venue,hiking trail",,"grandfather,friend,colleague",,concerns over addiction
3,65905,3145,High,High,Chloe,Howard,1938-09-27,Belfast,76,F,Home Address,Retired Therapeutic radiographer,4038,2015-02-26 23:11:00,2015-02-27 22:11:00,Friday,9467,2015-03-05 12:58:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Jemma Parkinson,"Dunhalin, Rumford, FK2 0SE",Traced by Police,"Chloe Howard was last seen at home on Kirk Entry Bo'ness Road, Falkirk. Her sister searched before police found her in Dunhalin, Rumford.",,,,,sister,,
4,3538,3145,Low,Low,Chloe,Howard,1938-09-27,Belfast,76,F,Home Address,Retired Therapeutic radiographer,4038,2015-04-02 12:58:00,2015-04-02 09:58:00,Thursday,168,2015-04-02 15:46:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Shannon Hartley,"Craigs Terrace, Rumford, FK2 0SD",Traced by Police,"Chloe Howard, known for leaving creative works behind, was last seen acting erratically near Glensburgh Road, FK3 8XJ. She mentioned a religious pilgrimage to her sister. Friend Dylan Kelly found her belongings near Blackston Road, Avonbridge, FK1 2NB. She was later traced by police.",,"Glensburgh Road FK3 8XJ,Blackston Road Avonbridge FK1 2NB",,,sister,Dylan Kelly,"noted to act erratically,religious or spiritual pilgrimage,left creative works behind"
5,35432,3145,Low,High,Chloe,Howard,1938-09-27,Belfast,76,F,Home Address,Retired Therapeutic radiographer,4038,2015-05-26 15:46:00,2015-05-27 15:46:00,Wednesday,4784,2015-05-29 23:30:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Terry Simpson,"Well Place, Dunblane, FK15 9BQ",Traced by Police,"Chloe Howard, a 76-year-old woman with noted concerns over addiction and occasional erratic behavior, was reported missing from Kirk Entry Bo'ness Road, Falkirk. Her sister mentioned Chloe's intention to undertake a religious or spiritual pilgrimage, contributing to the initial low risk assessment. Chloe was last known to be visiting a barn near 1 Burnbank Road, Falkirk. A close friend noted recent changes in Chloe's behavior, raising concerns. Her colleague Gavin Hawkins expressed worry over her absence from social activities. Police tracked her down safely to Well Place, Dunblane, after an exhaustive search, concluding the high-risk status effectively.",,1 Burnbank Road Falkirk,barn,,"friend,sister,colleague",Gavin Hawkins,"concerns over addiction,noted to act erratically,religious or spiritual pilgrimage"
6,1425,3145,Medium,Medium,Chloe,Howard,1938-09-27,Belfast,77,F,Home Address,Retired Therapeutic radiographer,4038,2015-11-06 23:30:00,2015-11-08 01:30:00,Sunday,5381,2015-11-10 17:11:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Terry Simpson,"Foundry Loan, Larbert, FK5 4AW",Traced by family,"Chloe Howard, a 77-year-old retired therapeutic radiographer, was last seen leaving her home on Kirk Entry Bo'ness Road in Falkirk. Known to occasionally wander due to her disability, she was reportedly seen walking towards a nearby barn, a place she frequented with her grandfather in her youth. Concern grew when Denise Rogers, a family friend, noted her absence from a planned visit. Family members initiated a search, expressing concern for her well-being given the local terrain and her condition. After a dedicated search effort extending over several days, Chloe was eventually traced by her family near Foundry Loan in Larbert. She appeared safe, albeit disoriented from her time missing.",,,barn,Denise Rogers,grandfather,,
7,62410,3145,Low,Low,Chloe,Howard,1938-09-27,Belfast,77,F,Home Address,Retired Therapeutic radiographer,4038,2016-02-28 17:11:00,2016-02-28 17:11:00,Sunday,1701,2016-02-29 21:32:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Victor Robinson,"Well Place, Dunblane, FK15 9BQ",Traced by Police,"Chloe Howard, on a pilgrimage, was last seen leaving 25 Slamannan Road, Falkirk.",,25 Slamannan Road Falkirk,,,,,religious or spiritual pilgrimage
8,2354,3145,Medium,High,Chloe,Howard,1938-09-27,Belfast,77,F,Home Address,Retired Therapeutic radiographer,4038,2016-03-07 21:32:00,2016-03-08 09:32:00,Tuesday,9300,2016-03-14 08:32:00,"Haypark Road, Denny, FK6 5JZ",senior center,Paige Davies,"Craigs Terrace, Rumford, FK2 0SD",Traced by Police,"Chloe Howard vanished after attending a protest at 35 Kerse Road, Grangemouth. Her brother noticed her absence and found her creative works left behind at home. A tip from a colleague suggested she might be at the library but she was traced in Rumford.",library,35 Kerse Road Grangemouth,,,"colleague,colleague,brother",,"left creative works behind,linked to organized protest"
9,18612,3145,Medium,Medium,Chloe,Howard,1938-09-27,Belfast,77,F,Home Address,Retired Therapeutic radiographer,4038,2016-03-22 08:32:00,2016-03-22 17:32:00,Tuesday,4381,2016-03-25 09:33:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Neil Norman,"West Murrayfield, Stirling, FK7 8NB",Traced by family,"Chloe Howard was last seen leaving her home at Kirk Entry Bo'ness Road, Falkirk, with plans to visit a nearby grocery store for routine errands. Her brother, Edward Anderson, expressed concerns over Chloe's ongoing battle with addiction, which had been affecting her judgment and increasing vulnerability. On her way back, Chloe passed by a barn located in Dunhalin, Rumford, FK2 0SE. This secluded area may have attracted her due to a need for solace. Her grandfather, Alan Griffiths, who regularly visited her at 4 Brown Street, FK1 4QF, coordinated with the family after noticing her absence. Family members eventually located Chloe three days later at West Murrayfield, Stirling, FK7 8NB, where she had sought refuge during her brief disappearance.",grocery store,"4 Brown Street FK1 4QF,Dunhalin Rumford FK2 0SE",barn,,grandfather,"Alan Griffiths,brother Edward Anderson",concerns over addiction
10,5132,3145,High,High,Chloe,Howard,1938-09-27,Belfast,77,F,Home Address,Retired Therapeutic radiographer,4038,2016-04-07 09:33:00,2016-04-07 19:33:00,Thursday,7338,2016-04-12 11:51:00,"35 Kerse Road, Grangemouth, FK3 8HY",book club,Neil Norman,"Dunhalin, Rumford, FK2 0SE",Traced by staff,"Chloe Howard, last seen at a concert venue on Earl's Road, Grangemouth, was reported missing after attending an event linked to an organized protest. Concerns over her addiction issues had been previously noted by her family. Her grandmother, Jayne Davies, alerted authorities when Chloe failed to return home. After several days, she was traced by staff at a support facility in Rumford, suggesting she had sought help voluntarily during her disappearance.",,"Road Grangemouth,Road",concert venue,,,Jayne Davies,"linked to organized protest,concerns over addiction"
11,60186,3145,Medium,Medium,Chloe,Howard,1938-09-27,Belfast,77,F,Home Address,Retired Therapeutic radiographer,4038,2016-08-17 11:51:00,2016-08-18 09:51:00,Thursday,2702,2016-08-19 08:53:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Paige Davies,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by Police,"Chloe Howard went missing from her home, leaving behind several of her paintings. Her sister suggested she may have started a spiritual pilgrimage. Chloe was eventually found in a barn near Greenside Street, Alloa, FK10 1EB, in good health, after a tip-off from a colleague who encountered her at a medical clinic.","medical clinic,medical clinic",Greenside Street Alloa FK10 1EB,barn,,"sister,colleague",,"religious or spiritual pilgrimage,left creative works behind"
12,11076,3145,Medium,Medium,Chloe,Howard,1938-09-27,Belfast,78,F,Home Address,Retired Therapeutic radiographer,4038,2016-11-20 08:53:00,2016-11-21 07:53:00,Monday,1709,2016-11-21 13:22:00,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Home,Neil Norman,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by member of the public,"Chloe Howard, a 78-year-old retired therapeutic radiographer, was reported missing from her home on Kirk Entry Bo'ness Road, Falkirk. Known for occasionally acting erratically, there were also growing concerns over addiction. Chloe's sister noted that she had been increasingly withdrawn, leading up to her disappearance. After an extensive search, she was finally located at 1 Goosecroft Road, Stirling. It appeared she had been trying to visit her grandfather, Alan Griffiths, but got confused and lost. Fortunately, a member of the public noticed her distress and contacted authorities. Chloe was safely returned home, and her family was relieved to know she was unharmed.",,"Road,Kirk Entry,Road Stirling,1 Goosecroft Road Stirling",,,"sister,grandfather",Alan Griffiths,"noted to act erratically,concerns over addiction"
