,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,18395,2681,Low,High,Jade,Turner,1992-11-20,Lichfield,27,F,Home Address,Computer games developer,6768,2020-02-16 00:00:00,2020-02-16 05:00:00,Sunday,5937,2020-02-20 02:57:00,"33 Spittal Street,  FK8 1DU",Home,Max White,"14 The Meadows, Stirling, FK9 5AE",Traced by Police,"Jade Turner went missing after sharing her recently outed LGBTQ+ identity with a colleague. She was last seen near an orchard on Well Place, Dunblane. Joseph Palmer, her colleague, expressed concern over her potential involvement in a domestic violence-related incident prior to her disappearance.",,Well Place Dunblane,"orchard,domestic violence-related",Joseph Palmer,colleague,,recently outed LGBTQ+ identity
1,55103,2681,High,High,Jade,Turner,1992-11-20,Lichfield,27,F,Home Address,Computer games developer,6768,2020-03-08 02:57:00,2020-03-08 16:57:00,Sunday,5740,2020-03-12 02:37:00,"Dumbarton Road,  FK8 2QL",library,Sharon Griffiths,"Burns Crescent,  FK2 9LJ",Traced by family,"Jade Turner was last seen leaving a lunch meeting with her colleague near the vicinity of Haypark Road, Denny, FK6 5JZ. Her friend, Sharon Griffiths, reported concern when Jade failed to arrive at their planned location in the nearby orchard. Despite several calls and messages, neither her brother nor her colleague heard from her since the lunch meeting. Jade's family, worried by her absence and unable to track her movements, eventually traced her to Burns Crescent, where she was found safe and well.",lunch meeting,Haypark Road Denny FK6 5JZ,orchard,,"friend,brother,colleague",friend Sharon Griffiths,
2,5826,2681,Low,Low,Jade,Turner,1992-11-20,Lichfield,27,F,Home Address,Computer games developer,6768,2020-03-27 02:37:00,2020-03-28 07:37:00,Saturday,9272,2020-04-02 13:09:00,"Dumbarton Road,  FK8 2QL",library,Arthur Turner,"14 The Meadows, Stirling, FK9 5AE",Traced by staff,"Jade Turner was last seen by friends at a library on Dumbarton Road, Stirling, FK8 2QL. Having recently been outed as LGBTQ+, Jade was struggling with personal conflicts exacerbated by an encounter with a friend at a nearby dock in Grangemouth. Confused and needing time alone, Jade vanished from the heated discussion, and her whereabouts became unknown. Concern rose as friends pondered if family issues tied to domestic violence on Haypark Road, Denny, FK6 5JZ, had influenced her decision to isolate. After extensive search efforts, Jade was eventually located in the orchard outside 14 The Meadows, Stirling, FK9 5AE by concerned staff members.",,"Road,Haypark Road Denny FK6 5JZ,Dumbarton Road,14 The Meadows Stirling FK9 5AE,Road","dock/marina,domestic violence-related,orchard",,friend,,recently outed LGBTQ+ identity
3,51291,2681,High,High,Jade,Turner,1992-11-20,Lichfield,27,F,Home Address,Computer games developer,6768,2020-07-02 13:09:00,2020-07-03 12:09:00,Friday,9267,2020-07-08 23:36:00,"33 Spittal Street,  FK8 1DU",Home,Nathan Gray,"Earl's Road, Grangemouth, FK3 8UZ",Traced by member of the public,"Jade Turner was last seen leaving her home on Spittal Street. Concerned friends later reported that she had not returned and was unreachable by phone. Her high initial risk level raised alarms, prompting efforts to locate her. A friend noted that Jade often visited places like Earl's Road in Grangemouth for tranquility and inspiration. Days after her disappearance, a passerby noticed someone matching Jade's description at Earl's Road and notified authorities. Jade was found in a dazed state, overwhelmed by personal circumstances related to her demanding routines, contributing to her seeking solitude. She was safely reunited with her friends and family.",,,,,friend,,
4,12034,2681,Medium,Medium,Jade,Turner,1992-11-20,Lichfield,27,F,Home Address,Computer games developer,6768,2020-08-10 23:36:00,2020-08-11 16:36:00,Tuesday,6746,2020-08-15 16:02:00,"33 Spittal Street,  FK8 1DU",Home,Dean Turner,"Earl's Road, Grangemouth, FK3 8UZ",Traced by Police,"Jade Turner, a 27-year-old computer games developer, recently experienced significant stress after being outed regarding her LGBTQ+ identity by an acquaintance. Feeling overwhelmed, Jade ventured out to clear her mind and was last seen heading towards the hiking trail near Burns Crescent, FK2 9LJ. Concern arose when Jade's close friend, Joseph Palmer, reported that she hadn't showed up for their planned meeting at the marina near Ercall Road, Brightons, FK2 0RJ. Given her recent turmoil and the importance of these locations to her usual routine, a search was initiated. Thankfully, Jade was discovered several days later in Falkirk, disoriented but safe, having sought solitude away from the mounting pressures.",,"Ercall Road Brightons FK2 0RJ,Road,Road,Kirk,Burns Crescent FK2 9LJ","hiking trail,domestic violence-related,dock/marina",Joseph Palmer,,,recently outed LGBTQ+ identity
5,98733,2681,High,Low,Jade,Turner,1992-11-20,Lichfield,27,F,Home Address,Computer games developer,6768,2020-09-09 16:02:00,2020-09-09 16:02:00,Wednesday,3100,2020-09-11 19:42:00,"33 Spittal Street,  FK8 1DU",Home,Arthur Turner,"Burns Crescent,  FK2 9LJ",Traced by Police,"Jade Turner went missing from her home after an argument with her brother. She was last seen at a childcare facility, a location linked to a domestic violence-related incident. Police traced her to a friend's place at Burns Crescent shortly afterward.",childcare facility,of,domestic violence-related,,brother,,
6,27284,2681,Low,Low,Jade,Turner,1992-11-20,Lichfield,28,F,Home Address,Computer games developer,6768,2020-12-05 19:42:00,2020-12-05 23:42:00,Saturday,2927,2020-12-07 20:29:00,"33 Spittal Street,  FK8 1DU",Home,Victor Willis,"Earl's Road, Grangemouth, FK3 8UZ",Traced by Police,"MP, Jade Turner, known to visit a regular bar on Dumbarton Road, FK8 2QL, and experience domestic violence-related issues, was reported missing. Sarah Turner, her concerned aunt, contacted authorities. After two days, she was found safe on Earl's Road, Grangemouth, FK3 8UZ.",regular bar,"Dumbarton Road FK8 2QL,Road",domestic violence-related,Sarah Turner,aunt,,
7,91811,2681,High,High,Jade,Turner,1992-11-20,Lichfield,28,F,Home Address,Computer games developer,6768,2021-06-02 20:29:00,2021-06-03 13:29:00,Thursday,6350,2021-06-07 06:19:00,"33 Spittal Street,  FK8 1DU",Home,Victor Willis,"Earl's Road, Grangemouth, FK3 8UZ",Traced by Police,"Jade Turner vanished after being seen at a regular bar near 12 Fountain Road, Bridge of Allan, following the revelation of her LGBTQ+ identity. Her uncle speculated she was distressed. She was last known to be heading toward a hiking trail before contact was lost.",regular bar,12 Fountain Road Bridge of Allan,hiking trail,,uncle,,recently outed LGBTQ+ identity
8,31513,2681,Medium,Medium,Jade,Turner,1992-11-20,Lichfield,28,F,Home Address,Computer games developer,6768,2021-08-01 06:19:00,2021-08-01 06:19:00,Sunday,6406,2021-08-05 17:05:00,"33 Spittal Street,  FK8 1DU",Home,Nathan Gray,"14 The Meadows, Stirling, FK9 5AE",Traced by Police,"Jade Turner was last seen near the hiking trail adjacent to Well Place, Dunblane, FK15 9BQ. Witnesses reported seeing her speaking with a friend about going on a solitary walk to clear her mind. A colleague mentioned Jade often found solace in nature, especially after recent domestic upheaval. Concern grew when she didn't return, and her grandfather, who is very close to her, reported her missing later that day. Extensive searches were conducted, including at a dock/marina in Dunhalin, Rumford, FK2 0SE, due to Jade's known penchant for visiting such locations. She was found safe at a friend's house after several days.",,"Well Place Dunblane FK15 9BQ,Dunhalin Rumford FK2 0SE","domestic violence-related,hiking trail,dock/marina",,"grandfather,friend,colleague",,
9,52719,2681,High,High,Jade,Turner,1992-11-20,Lichfield,29,F,Home Address,Computer games developer,6768,2022-02-01 17:05:00,2022-02-03 00:05:00,Thursday,4720,2022-02-04 23:45:00,"33 Spittal Street,  FK8 1DU",Home,Victor Willis,"Burns Crescent,  FK2 9LJ",Traced by family,"Jade Turner was last seen near the dock/marina at Dunhalin, Rumford. Her brother reported that Jade had struggled with her recently outed LGBTQ+ identity.",,Dunhalin Rumford,dock/marina,,brother,,recently outed LGBTQ+ identity
10,83988,2681,Low,Low,Jade,Turner,1992-11-20,Lichfield,29,F,Home Address,Computer games developer,6768,2022-05-22 23:45:00,2022-05-23 05:45:00,Monday,2298,2022-05-24 14:03:00,"33 Spittal Street,  FK8 1DU",Home,Dean Turner,"Well Place, Dunblane, FK15 9BQ",Traced by Police,"Jade Turner was last seen at 43 Union Road, FK1 4PG, following an argument involving her brother. Concerns arose due to previous domestic violence incidents connected to this location.",,"43 Union Road FK1 4PG,Road",domestic violence-related,,brother,,
11,93519,2681,High,High,Jade,Turner,1992-11-20,Lichfield,29,F,Home Address,Computer games developer,6768,2022-09-26 14:03:00,2022-09-27 02:03:00,Tuesday,4506,2022-09-29 17:09:00,"33 Spittal Street,  FK8 1DU",Home,Max White,"1 Goosecroft Road, Stirling, FK8 1JA",Traced by Police,"Jade Turner was last seen heading towards the dock area at Kirk Entry Bo'ness Road, Falkirk. Witnesses recall seeing her in the company of her colleague, Judith Howarth, near the marina. The pair had reportedly planned to visit the nearby orchard located around West Bridge Street, Falkirk. However, after parting ways with Judith, Jade did not reach her intended destination. Concerns grew when her uncle, frequent at the location, failed to meet her as arranged. As hours passed without her returning home, Jade's father, Dean Turner, raised the alarm. Her final known movements were at the dock, prompting authorities to focus their search in the vicinity. Jade was eventually traced by police to a safe location in Stirling, ending her brief disappearance.",,"Kirk Entry,West Bridge Street Falkirk,Road,Road","dock/marina,orchard",,"colleague,uncle","Dean Turner,colleague Judith Howarth",
12,93068,2681,High,High,Jade,Turner,1992-11-20,Lichfield,30,F,Home Address,Computer games developer,6768,2023-03-17 17:09:00,2023-03-18 21:09:00,Saturday,3947,2023-03-20 10:56:00,"33 Spittal Street,  FK8 1DU",Home,Sharon Griffiths,"Burns Crescent,  FK2 9LJ",Traced by Police,"Jade Turner was last seen leaving a lunch meeting at a childcare facility near 33 Spittal Street, FK8 1DU. A friend mentioned that she was heading towards the marina. Concerns grew due to past domestic incidents.","childcare facility,lunch meeting","Street,33 Spittal Street FK8 1DU","dock/marina,domestic violence-related",,friend,,
13,42695,2681,High,High,Jade,Turner,1992-11-20,Lichfield,30,F,Home Address,Computer games developer,6768,2023-04-11 10:56:00,2023-04-11 18:56:00,Tuesday,2822,2023-04-13 09:58:00,"33 Spittal Street,  FK8 1DU",Home,Victor Willis,"1 Goosecroft Road, Stirling, FK8 1JA",Traced by Police,"Jade Turner was last seen on a hike near 43 Union Road, FK1 4PG, a popular hiking trail in the area. Recently outed as LGBTQ+, Jade had frequently visited the trail for solitude. After a conversation with a colleague, concern grew when she didn't return home. Her grandfather noted her love for hiking as a retreat. Police later found her safe, having sought refuge to process personal matters.",,43 Union Road FK1 4PG,hiking trail,,"grandfather,colleague",,recently outed LGBTQ+ identity
14,39384,2681,Medium,Medium,Jade,Turner,1992-11-20,Lichfield,30,F,Home Address,Computer games developer,6768,2023-05-25 09:58:00,2023-05-25 09:58:00,Thursday,8296,2023-05-31 04:14:00,"33 Spittal Street,  FK8 1DU",Home,Nathan Gray,"Dumbarton Road,  FK8 2QL",Traced by Police,"Jade Turner was last seen leaving her regular bar with a friend. Friends reported she seemed worried about something. She frequently visited the dog park at 43 Union Road, FK1 4PG. Police traced her to Dumbarton Road after a week.","regular bar,dog park","43 Union Road FK1 4PG,Road",,,"friend,friend,friend",,
15,21388,2681,High,Low,Jade,Turner,1992-11-20,Lichfield,30,F,Home Address,Computer games developer,6768,2023-08-14 04:14:00,2023-08-14 22:14:00,Monday,7268,2023-08-19 05:22:00,"33 Spittal Street,  FK8 1DU",Home,Max White,"Earl's Road, Grangemouth, FK3 8UZ",Traced by Police,"Jade Turner, a 30-year-old known for her passion in computer game development, was reported missing shortly after revealing her LGBTQ+ identity to a close circle. This revelation took place amidst a turbulent personal life, including a history of domestic violence. On the day she disappeared, Jade had planned a hiking trip on a popular local trail with Glen Sanders, a supportive friend who was aware of the tensions at home. Concern arose when Jade failed to return or answer calls, prompting Glen to notify authorities. After a thorough search, Jade was found safe at an acquaintance's house, having sought refuge to process her recent experiences and await more stable circumstances.",,,"hiking trail,domestic violence-related",,friend,Glen Sanders,recently outed LGBTQ+ identity
16,47043,2681,Low,Low,Jade,Turner,1992-11-20,Lichfield,31,F,Home Address,Computer games developer,6768,2023-12-22 05:22:00,2023-12-22 06:22:00,Friday,5215,2023-12-25 20:17:00,"33 Spittal Street,  FK8 1DU",Home,Victor Willis,"Dumbarton Road,  FK8 2QL",Traced by Police,"Jade Turner was last seen by her brother on Nicolton Avenue, FK2 0TP. After recently coming out as LGBTQ+, Jade visited an uncle in Dunhalin, Rumford, FK2 0SE, to seek support. Concerns grew when she hadn't returned home, prompting a search operation.",,"Dunhalin Rumford FK2 0SE,Nicolton Avenue FK2 0TP",,,"uncle,brother",,recently outed LGBTQ+ identity
