,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,186742891,Victor Williams,,2017-01-17 11:25:21,2017-01-19 11:25:21,"Victor, aged 39, found overwhelmed at a truck stop, showing distress due to travel-related stress.",2,1,345600,Victor is currently stable and receiving appropriate support services.,,,100,1,,,Victor understands the situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,truck stop,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,186742891,Victor Williams,,2017-07-01 17:06:21,2017-07-01 17:06:21,"Victor was last seen at a gas station after a trip to the forest, as mentioned by his colleague Tom Martin.",1,1,840316,Victor is stable and has no previous victimization or offenses.,,,100,1,,,Victor understands the situation and consented to the input.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,"forest,gas station",,,colleague Tom Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,186742893,Victor Williams,,2017-12-16 01:50:21,2017-12-16 04:20:21,"Victor traveled to a foreign country with his son but went missing in a nearby forest, raising concerns for his welfare.",1,1,847767,Victor is stable and receiving support for wellbeing needs.,,,100,2,,,Victor understands the situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,"foreign country,forest",,son,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,186742894,Victor Williams,,2018-04-26 06:36:21,2018-04-26 06:36:21,Victor was found disoriented at a gas station but is now safe and supported.,100,1,935159,Victor is currently safe and has received necessary support.,,,100,1,,,Victor understands and consents to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,gas station,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,186742890,Victor Williams,,2018-07-02 21:24:21,2018-07-02 21:24:21,"Victor, age 39, is reported missing after colleague Jake mentioned a possible boating incident. His last known whereabouts remain unknown.",100,1,974203,Victor is in a stable environment and managing well.,,,100,1,,,Victor understands situation and consents to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,,Jake,colleague,,possible boating incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,186742896,Victor Williams,,2018-09-24 00:02:21,2018-09-24 00:02:21,,2,1,998862,Victor is stable and receiving necessary support for wellbeing.,,,100,1,,,Victor aware and consenting to information being recorded.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,186742897,Victor Williams,,2019-01-11 05:15:21,2019-01-11 05:15:21,Victor requires ongoing support.,2,1,998980,Victor is stable and receiving appropriate support services.,,,100,2,,,Victor aware of situation and consents to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,186742890,Victor Williams,,2019-06-12 10:03:21,2019-06-14 10:03:21,,4,1,999564,Victor is currently in a stable and secure environment.,,,100,1,,,Victor expressed understanding and consent for database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,186742899,Abdul Kerr,,2019-10-30 09:58:21,2019-11-01 09:58:21,"Victor seen disoriented at the forest near a truck stop, needing assistance for wellbeing stabilization.",100,1,999704,Victor is stable and receives support from community resources.,,,100,2,,,Victor consented to database input and understands the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,"forest,truck stop",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,186742890,Abdul Kerr,,2020-02-22 22:23:21,2020-02-24 12:47:21,Victor was seen at a gas station and truck stop with Abdul looking disoriented.,2,1,999775,Victor is in good health and is receiving support.,,,100,1,,,Victor understands and consents to database input for support.,,28-Nov-2022 14:48:11.000Z[UTC],Victor,Williams,,2016-11-05 09:47:21,Colchester,English,1,Not Known,,White English,Male,Angela,N,N,1289,,,"gas station,truck stop",Abdul,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
