,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,96137,3051,Medium,Medium,Amber,Smith,1937-06-30,Bradford,78,F,Home Address,Retired Oncologist,3613,2016-01-18 00:00:00,2016-01-18 23:00:00,Monday,5549,2016-01-21 20:29:00,"Castlecary Road,  G68 0HD",Home,James Lewis,"21 Rampart Avenue, Glasgow, G13 3HT",Traced by member of the public,"Amber Smith, a retired oncologist with a known disability, was last seen leaving her residence on Castlecary Road, G68 0HD, headed towards an appointment at the adult day care facility. Concern grew when she did not arrive or make contact. A colleague reported that Amber appeared distracted the previous day, and Jordan Carter, her son, raised alarm noticing unusual behavior lately. Efforts to locate her initially focused on her usual routes, specifically between her home and the adult day care. Three days later, she was spotted by a member of the public at 21 Rampart Avenue, Glasgow, G13 3HT, appearing disoriented but unharmed.",adult day care,"The,Avenue Glasgow G13",,,"colleague,colleague",Jordan Carter son,,0,NULL,0,NULL,1,"Amber is 78 years old, making her vulnerable due to age.",1,Amber's known disability may require medication for management.,1,Amber has a known disability which can impact her well-being.,1,"Amber appears disoriented, suggesting difficulties in unfamiliar situations.",0,NULL,0,NULL,0,Weather conditions were not reported to be a risk factor.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,"Amber's disappearance was out of character, as she did not arrive at her appointment.",0,NULL,0,NULL,1,Amber intended to go to an appointment but did not complete that intention.,0,NULL,0,NULL,0,NULL,1,Amber's known disability may indicate a mental health condition.,0,NULL
1,56385,3051,High,High,Amber,Smith,1937-06-30,Bradford,78,F,Home Address,Retired Oncologist,3613,2016-03-06 20:29:00,2016-03-07 13:29:00,Monday,3654,2016-03-09 09:23:00,"Castlecary Road,  G68 0HD",Home,James Lewis,"55 Diana Avenue, Glasgow, G13 3JW",Traced by family,"Amber was last seen near Castlecary Road, heading to a border area, estranged from relatives.",,"Road,Castlecary Road",border area,Amber,,,estranged from relatives,0,NULL,0,NULL,1,"Due to her age and disability, she is vulnerable in unfamiliar situations.",1,Potential medical issues may arise if medications are not available.,1,"She has a disability and is of advanced age, which may affect her health.",1,Difficulties in unfamiliar situations may increase due to her age and disability.,0,NULL,0,NULL,0,NULL,1,Estrangement from relatives may suggest family-related issues contributing to her disappearance.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance behavior is atypical considering her estrangement and vulnerability.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Estrangement may add complexity to family dynamics that warrants further consideration.,0,NULL,0,NULL
2,71946,3051,High,High,Amber,Smith,1937-06-30,Bradford,78,F,Home Address,Retired Oncologist,3613,2016-04-22 09:23:00,2016-04-22 11:23:00,Friday,5353,2016-04-26 02:36:00,"Castlecary Road,  G68 0HD",Home,Kathryn Taylor,"Block 1 Acre Road, Glasgow, G20 0XA",Traced by staff,"Amber Smith was last seen by her friend Beverley Thompson at their regular meeting spot, the beach near 85 Bassett Avenue, Glasgow. Known for her adventurous spirit despite mobility challenges, Amber had expressed an interest in a short trip by the border area. Her sister, Alice Smith, noted that Amber had often talked about revisiting places from her youth, including 63-65 Truce Road, Glasgow. When she failed to return home, concern grew among her friends and family. She was eventually traced by alert staff members at a local center in Block 1 Acre Road, Glasgow. Staff reported that Amber seemed disoriented and was unable to recall how she had ended up there.",,"85 Bassett Avenue Glasgow,Truce Road Glasgow","border area,beach",,friend,"friend Beverley Thompson,Alice Smith",,0,NULL,0,NULL,1,"Amber is 78 with mobility challenges, making her vulnerable.",1,Amber may face adverse effects without her medication due to her health issues.,1,Amber has a disability and possible age-related health conditions.,1,Her age and mobility issues may hinder safe interactions in unfamiliar locations.,0,NULL,0,NULL,1,The weather could pose risks due to Amber's age and possible inadequate clothing.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Amber's disappearance from her known routine is atypical for her behavior.,1,"Amber expressed a desire to revisit childhood places, indicating intention to explore.",0,NULL,1,Amber intended to go on a trip but did not return home as expected.,0,NULL,0,NULL,1,Her disorientation upon being traced indicates significant risk assessment is needed.,1,It is possible Amber has a mental health condition related to age factors.,1,"Given her age and reported disorientation, dementia is a possibility."
3,39666,3051,Low,High,Amber,Smith,1937-06-30,Bradford,79,F,Home Address,Retired Oncologist,3613,2016-07-27 02:36:00,2016-07-27 02:36:00,Wednesday,8065,2016-08-01 17:01:00,"Castlecary Road,  G68 0HD",Home,Shirley Russell,"Crow Road, Glasgow, G66 7GX",Traced by Police,"Amber Smith, estranged from relatives, was last seen leaving Block 1 Acre Road, Glasgow, G20 0XA after visiting a colleague.",,"Glasgow,Block 1 Acre Road Glasgow G20 0XA",,,"colleague,colleague,colleague",Smith,estranged from relatives,0,NULL,0,NULL,1,Vulnerable due to age; she is 79 years old.,0,NULL,1,Has a disability; specifics not provided.,1,May struggle in unfamiliar situations due to age and disability.,0,NULL,0,NULL,0,Weather not indicated as a risk.,1,Estranged from relatives indicating potential family issues.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Circumstances of going missing are unusual for her behavior.,0,NULL,0,NULL,1,Last seen after visiting a colleague; intentions unclear.,0,NULL,0,NULL,0,NULL,1,Possible mental health issues related to age.,0,NULL
4,90474,3051,High,High,Amber,Smith,1937-06-30,Bradford,79,F,Home Address,Retired Oncologist,3613,2017-01-24 17:01:00,2017-01-25 16:01:00,Wednesday,5810,2017-01-28 17:51:00,"Castlecary Road,  G68 0HD",Home,James Lewis,"55 Diana Avenue, Glasgow, G13 3JW",Traced by member of the public,"Amber Smith went missing from her residence on Castlecary Road, leaving those close to her, including her sister Alice Smith, deeply concerned. Known to wander towards border areas and beaches, it was suspected she might have headed towards one of these locations. Her sister alerted authorities, noting Amber's habit of taking solitary walks. After days of searching, a member of the public spotted her near a beach close to 55 Diana Avenue, Glasgow. She was in a disoriented state but safe. Amber's known medical condition contributed to the high risk assigned to her disappearance.",,"Avenue Glasgow,Avenue Glasgow,Castlecary Road,55 Diana Avenue Glasgow","border area,beach",,,Alice Smith,,0,NULL,0,NULL,1,Amber is 79 years old which makes her vulnerable due to her age.,1,Amber has a known medical condition requiring regular medication.,1,Amber has a medical condition that affects her cognitive abilities.,1,Her disorientation may lead to unsafe interactions in unfamiliar places.,0,NULL,0,NULL,1,Weather conditions could impact her wandering safety due to age.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Amber's disappearance and wandering behavior is unusual for her.,0,NULL,0,NULL,1,Amber was known to take solitary walks which she did not complete.,0,NULL,0,NULL,1,Her known medical condition creates additional factors to consider.,1,Amber likely has a mental health condition linked to her age.,1,Amber's age suggests the possibility of dementia or similar issues.
5,99704,3051,Medium,Medium,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2017-07-16 17:51:00,2017-07-17 10:51:00,Monday,3748,2017-07-19 08:19:00,"Castlecary Road,  G68 0HD",Home,Carl Taylor,"Crow Road, Glasgow, G66 7GX",Traced by Police,"Amber Smith was last spotted by a colleague near the beach at the border area close to 6 Bard Avenue, Glasgow, G13 3JA. After losing contact, friend Beverley Thompson coordinated with police, leading to Amber being traced at Crow Road, Glasgow.",,"Road Glasgow,Road Glasgow,6 Bard Avenue Glasgow G13 3JA","border area,beach",,colleague,friend Beverley Thompson,,0,NULL,0,NULL,1,Amber is 80 years old and may be vulnerable due to her age.,0,NULL,1,"Amber has a disability, which could affect her capability to care for herself.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Amber's absence was out of character for her typical behavior.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6,50369,3051,Medium,Medium,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2017-10-15 08:19:00,2017-10-16 14:19:00,Monday,7813,2017-10-20 18:32:00,"Castlecary Road,  G68 0HD",Home,Marie Hughes,"21 Rampart Avenue, Glasgow, G13 3HT",Traced by member of the public,"Amber Smith, a retired oncologist estranged from her relatives, went missing from her residence on Castlecary Road. Despite maintaining a close relationship with her sister, Alice Smith, she had limited contact with other family members, which concerned them. On the day of her disappearance, Amber failed to show up at an adult day care center where she often spent her afternoons. Her absence alarmed a close colleague who frequently checked on her well-being. A search was initiated, but it was a member of the public who eventually located Amber at 21 Rampart Avenue, Glasgow. She was found disoriented, likely due to her disability, yet unharmed.",adult day care,"1,Castlecary Road,21 Rampart Avenue Glasgow",,,"colleague,colleague",Alice Smith,estranged from relatives,0,NULL,0,NULL,1,"Due to her advanced age of 80 and being disoriented, she is considered vulnerable.",0,NULL,1,Amber has a disability which affects her cognitive functions.,1,Her disorientation suggests difficulties in interacting safely with others.,0,NULL,0,NULL,0,NULL,1,Estrangement from relatives indicates potential family relationship issues.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her failure to attend a regular day care center is unusual for her.,0,NULL,0,NULL,1,Amber intended to go to the day care center but did not arrive.,0,NULL,0,NULL,0,NULL,1,She likely has a mental health condition due to her disorientation.,0,NULL
7,95534,3051,Low,Low,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2017-11-01 18:32:00,2017-11-02 18:32:00,Thursday,4143,2017-11-04 15:35:00,"Castlecary Road,  G68 0HD",Home,Shirley Russell,"Crow Road, Glasgow, G66 7GX",Traced by Police,"Amber Smith, who had become estranged from relatives, went missing after attending an event at her grandchild's school near Block 1 Acre Road, Glasgow. Her friend last saw her walking towards a beach area near the border. Concerned colleagues attempted to contact her without success. Amber was later found by police in a disoriented state at 112-117 West Clyde Street, Helensburgh, where she was safely reunited with her caregivers.",school,"Block 1 Acre Road Glasgow,West Clyde Street Helensburgh","beach,border",,"friend,colleague,colleague",,estranged from relatives,0,NULL,0,NULL,1,Amber is 80 years old and may have vulnerabilities due to age.,1,Possible adverse effects if medication for her disability is not available.,1,Amber has a disability that impacts her mental or physical health.,1,She may struggle to interact safely due to unfamiliar environments.,0,NULL,0,NULL,0,Weather conditions were not reported as a risk factor.,1,Estranged from relatives which indicates family relationship issues.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance was unusual behavior for Amber based on the circumstances.,1,"Attending an event but didn't return, indicating potential intentional absence.",0,NULL,1,"Last seen walking towards the beach, suggesting she may have intended to stay nearby.",0,NULL,0,NULL,0,NULL,1,There is indication of mental health issues related to her disability.,0,NULL
8,4658,3051,High,Low,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2017-11-07 15:35:00,2017-11-08 10:35:00,Wednesday,8720,2017-11-13 16:55:00,"Castlecary Road,  G68 0HD",Home,Shirley Russell,"55 Diana Avenue, Glasgow, G13 3JW",Traced by Police,"MP was last seen at Castlecary Road, G68 0HD. After visiting the community center with a colleague, MP went missing.",community center,"Castlecary Road G68 0HD,The",,,"colleague,colleague",,,0,NULL,0,NULL,1,MP is 80 years old and may have vulnerabilities due to age.,0,NULL,1,MP has a disability that may affect her health and well-being.,1,MP may have issues based on her age and possible cognitive decline.,0,NULL,0,NULL,0,Weather conditions were not indicated as a factor.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing after a community visit is unusual behavior.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,MP has a disability that may affect her mental health or capacity.
9,3148,3051,Low,Low,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2017-11-28 16:55:00,2017-11-29 11:55:00,Wednesday,6342,2017-12-03 02:37:00,"Castlecary Road,  G68 0HD",Home,Mary O'Connor,"Crow Road, Glasgow, G66 7GX",Traced by Police,"Amber Smith was last seen near a border area at 224-226 Archerhill Road, Glasgow. Colleague Joe Simmons reported her missing after she failed to attend an arranged meeting, prompting a search by local authorities.",,"Glasgow,Archerhill Road Glasgow,6",border area,,colleague,colleague Joe Simmons,,0,NULL,0,NULL,1,"Elderly and disabled, making her more vulnerable in unfamiliar situations.",0,NULL,1,Has a disability which may complicate her mobility or health.,1,May struggle to interact safely in unfamiliar settings due to age and disability.,0,NULL,0,NULL,0,Weather conditions were routine at the time of disappearance.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing was unusual behavior for her as she missed a meeting.,0,NULL,0,NULL,1,"Intended to attend a meeting but did not arrive, indicating an issue.",0,NULL,0,NULL,0,NULL,1,"Possible mental health issues related to aging, though unspecified.",0,NULL
10,190,3051,Low,Low,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2018-04-05 02:37:00,2018-04-05 08:37:00,Thursday,706,2018-04-05 14:23:00,"Castlecary Road,  G68 0HD",Home,Amber Ward,"21 Rampart Avenue, Glasgow, G13 3HT",Traced by Police,"Amber Smith, estranged from her relatives, disappeared mysteriously from her residence at Castlecary Road. Her colleague, Joe Simmons, noted her absence at the nearby retirement community. Reports suggest she was last seen at the beach near 224-226 Archerhill Road, Glasgow. Alerted authorities successfully located her later that day, safely returning her to familiar surroundings.",retirement community,"The,Archerhill Road Glasgow",beach,,colleague,colleague Joe Simmons,estranged from relatives,0,NULL,0,NULL,1,Due to her advanced age and estrangement from relatives.,0,NULL,1,She has a disability that likely affects her health.,0,NULL,0,NULL,0,NULL,0,Weather conditions were not mentioned as a risk.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance from home was unexpected and unusual.,0,NULL,0,NULL,0,Her intentions were not specified in the report.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
11,90079,3051,Medium,Medium,Amber,Smith,1937-06-30,Bradford,80,F,Home Address,Retired Oncologist,3613,2018-05-14 14:23:00,2018-05-14 21:23:00,Monday,5923,2018-05-18 17:06:00,"Castlecary Road,  G68 0HD",Home,Amber Ward,"Cardross Road,  G82 5DH",Traced by Police,"MP, estranged from relatives, was last seen leaving 224-226 Archerhill Road, Glasgow. A colleague reported her missing after she failed to show up at a friend's gathering.",,"Glasgow,Glasgow,Road Glasgow,Archerhill Road Glasgow,Road",,,"friend,colleague,colleague,friend",,estranged from relatives,0,NULL,0,NULL,1,"Elderly and has a disability, making her more vulnerable.",1,Prescription medication is critical for her condition.,1,Has a disability that may impact her health and safety.,1,She may struggle to navigate unfamiliar environments safely.,0,NULL,0,NULL,0,Conditions were normal for the time of disappearance.,1,"Estranged from relatives, indicating possible relationship issues.",0,NULL,0,NULL,0,NULL,1,"Retired oncologist, may have concerns about financial stability.",0,NULL,0,NULL,1,Disappearance was uncharacteristic for her.,0,NULL,0,NULL,1,"Last seen leaving to attend a friend's gathering, which she did not complete.",0,NULL,0,NULL,1,Estrangement from family may indicate underlying issues affecting her.,0,NULL,0,NULL
