,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,99232,3633,Low,Medium,Deborah,Pearson,1929-04-18,Ely,85,F,Home Address,Retired Trade mark attorney,3940,2014-08-04 00:00:00,2014-08-04 11:00:00,Monday,1159,2014-08-04 19:19:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Fiona Pearson,"11 Lorimer Gardens, Dunfermline, KY12 0BJ",Traced by Police,"Deborah Pearson, linked to an organized protest, vanished from a suburban retirement community. Her daughter reported her missing. Traced by police at a truck stop. Motivations remain unclear.",retirement community,,"truck stop,suburban",,"daughter,son",daughter,linked to organized protest,0,NULL,0,NULL,1,"She is 85 years old, which makes her vulnerable in her physical condition.",1.0,"If her prescribed medication is not available, she may face health risks due to her age.",1,"She has a disability, indicating potential health issues or limitations.",1,Older adults may have difficulties interacting safely in unfamiliar situations.,0.0,NULL,0.0,NULL,1,Weather conditions could pose additional risks for an elderly person outdoors.,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,1,Her disappearance was unusual as she vanished from a retirement community.,0,NULL,0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,1.0,She may have a mental health condition linked to her age and disability.,0,NULL
1,67183,3633,Medium,Medium,Deborah,Pearson,1929-04-18,Ely,85,F,Home Address,Retired Trade mark attorney,3940,2014-10-05 19:19:00,2014-10-06 06:19:00,Monday,9673,2014-10-12 12:32:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Victor Willis,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by Police,"Deborah Pearson was last seen by her son leaving her home at 312 Greengairs Road, Greengairs. She was reportedly heading towards a local concert venue on Finavon Street, Dundee, DD4 9DU. Concerns escalated after her son mentioned her involvement in an organized protest and reported unpaid debts, suggesting potential motives for concern about her safety. Neighbors indicated seeing Deborah at the attic window, leading to suspicion of an abduction or possible evasion. Police traced her back to her home after several days of investigation. The circumstances surrounding her disappearance remain under review, highlighting the importance of community vigilance.",Home,"Finavon Street Dundee DD4 9DU,3,312 Greengairs Road Greengairs","attic,concert venue",,son,,"unpaid debts,linked to organized protest,abduction suspicion",1,"Due to her age and possible involvement in a protest, she may have had suicidal thoughts.",1,Involvement in an organized protest suggests potential criminality as a factor.,1,"She is 85 years old, making her vulnerable due to age.",0.0,No known adverse effects from medication not being available were mentioned.,1,She has a disability which may impact her health and safety.,1,Her advanced age may lead to difficulties in unfamiliar situations.,0.0,"No dependency on drugs, alcohol, or substances was indicated.",0.0,There is no indication that she is on the Child Protection Register.,1,Older age and current weather conditions may present additional risks.,1,Reported unpaid debts and concern from family suggest possible relationship problems.,0.0,No evidence states she is a victim or perpetrator of domestic violence.,0,"No ongoing personal issues related to racial, sexual, or community matters were mentioned.",0.0,No involvement in violent or hate crime incident before her disappearance was noted.,1,Unpaid debts indicate potential financial problems affecting her situation.,0.0,Forcing marriage or honour-based abuse was not mentioned in the context of her case.,0.0,No indication of sexual exploitation or trafficking present in her case.,1,Her going missing was not normal behavior given her age and awareness of surroundings.,0,No specific known motives for her to go missing beyond concern from family.,0,No preparations made for absence were indicated in the report.,1,Deborah intended to attend a concert but did not complete this intention.,0.0,No previous cases of her disappearing and facing harm were indicated.,0,There is no evidence suggesting she is a risk to others.,1.0,Community vigilance and concerns from family might be relevant to assess risk.,1.0,Her age and any disability may indicate the presence of a mental health condition.,0,No specific dementia or progressive neurological disorder was mentioned.
2,7877,3633,High,High,Deborah,Pearson,1929-04-18,Ely,85,F,Home Address,Retired Trade mark attorney,3940,2014-12-07 12:32:00,2014-12-08 03:32:00,Monday,5978,2014-12-11 16:10:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Maria Smith,"7 Lotland Street, Inverness, IV1 1AD",Traced by staff,"Deborah Pearson, known to her family and colleagues as a fiercely independent individual despite her age and disability, was last seen at a truck stop near 3 St Andrew's Way, Livingston. Her daughter reported that Deborah had mentioned her intent to visit an old colleague in the area, though without providing further details. Concerns arose when Deborah's brother, who was overseeing some construction projects, noticed her absence from a planned visit to a site on Finavon Street, Dundee. The family found her disappearance alarming due to her known health challenges. Fortunately, staff members in Inverness later located Deborah, safe and sound, at an address on Lotland Street, where she had inadvertently wandered during her journey.",,"3 St,Finavon Street Dundee","truck stop,construction",,"daughter,son,brother,colleague",,,0,NULL,0,NULL,1,"Due to her age (85) and existing health issues, she is considered vulnerable.",1.0,Deborah's known health challenges indicate she may require medication.,1,"She has a disability, which suggests potential health challenges.",1,Her known health challenges may impair safe interactions in unfamiliar places.,0.0,NULL,0.0,NULL,0,Weather conditions weren't mentioned as a significant factor.,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,1,This disappearance was alarming to family and different from her typical behavior.,1,She indicated intent to visit a colleague prior to her disappearance.,0,NULL,1,Deborah intended to visit an old colleague but did not complete this task.,0.0,NULL,0,NULL,0.0,NULL,1.0,There are indications of health issues that could include mental health factors.,0,NULL
3,32336,3633,Low,Low,Deborah,Pearson,1929-04-18,Ely,85,F,Home Address,Retired Trade mark attorney,3940,2015-03-16 16:10:00,2015-03-17 05:10:00,Tuesday,4558,2015-03-19 20:08:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Amelia Pearson,"111 Glasgow Road, Edinburgh, EH12 8NF",Traced by Police,"Deborah Pearson, fondly known as MP by her family, was last seen by her sister at her home on 312 Greengairs Road, Greengairs. Having a history linked to organized protest, MP was reportedly interested in attending a demonstration outside a concert venue in the region. A call from her concerned son revealed she hadn't shown up at her grandchild's school events, where she was expected. Investigations led police to a construction site at the far end of Finavon Street, Dundee, where unpaid debts had been a topic of concern among her acquaintances. Days later, MP was traced to an attic apartment on Glasgow Road in Edinburgh. It was suspected that she intentionally distanced herself amidst financial worries, sparking alarm among her family before she was found safe by authorities.",school events,"312 Greengairs Road Greengairs,Finavon Street Dundee,3","concert venue,construction site,attic",,"sister,son",,"linked to organized protest,unpaid debts",0,NULL,0,NULL,1,Vulnerable due to age (85 years old),0.0,NULL,1,MP has a disability which may affect her well-being,1,May have trouble in unfamiliar situations due to age and disability,0.0,NULL,0.0,NULL,0,Weather conditions were not reported as a risk,1,Recent history of financial concerns and family worry,0.0,NULL,0,NULL,0.0,NULL,1,Financial issues identified before her disappearance,0.0,NULL,0.0,NULL,1,Circumstances of her going missing were unusual for her history,1,Possible intent to distance herself due to financial worries,1,Indications of planning due to her intentional absence,1,Intended to attend family events but did not show up,0.0,NULL,0,NULL,1.0,Concerns about her financial issues are relevant,0.0,NULL,0,NULL
4,41401,3633,Medium,Medium,Deborah,Pearson,1929-04-18,Ely,86,F,Home Address,Retired Trade mark attorney,3940,2015-07-27 20:08:00,2015-07-28 09:08:00,Tuesday,1091,2015-07-28 14:19:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Victor Willis,"2-33 Calum Macdonald Court, Rosyth, KY11 2BU",Traced by member of the public,"MP vanished from 312 Greengairs Road amid abduction suspicion. Located near Dundee zoo; linked to unpaid debts, daughter worried.",,"312 Greengairs Road,Dundee,3",zoo,,daughter,daughter,"unpaid debts,abduction suspicion,linked to organized protest",0,NULL,1,Abduction suspicion indicates criminality may be involved in the disappearance.,1,"At 86 years old, MP is vulnerable due to age.",0.0,NULL,1,MP has a disability which could affect her needs and care.,1,"Older adults may struggle in unfamiliar situations, increasing vulnerability.",0.0,NULL,0.0,NULL,0,NULL,1,Daughter's worry suggests there are family issues contributing to the situation.,0.0,NULL,0,NULL,0.0,NULL,1,Unpaid debts could indicate financial issues affecting her well-being.,0.0,NULL,0.0,NULL,1,Vanishing amid abduction suspicion is atypical behavior for the MP.,1,The abduction suspicion implies there may be a reason for going missing.,0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,1.0,NMental health conditions are common in elderly individuals and could be relevant.,0,NULL
5,20791,3633,High,High,Deborah,Pearson,1929-04-18,Ely,86,F,Home Address,Retired Trade mark attorney,3940,2015-08-29 14:19:00,2015-08-29 23:19:00,Saturday,6088,2015-09-02 19:47:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Amelia Pearson,"25 Southside Road, Inverness, IV2 3BG",Traced by staff,"Deborah Pearson was last seen at 312 Greengairs Road, near the truck stop. She owed substantial debts, raising suspicions of abduction. Her brother checked the construction site but found no trace.",,"3,312 Greengairs Road","truck stop,construction site",,"brother,son",,"abduction suspicion,unpaid debts",0,NULL,1,Suspicion of abduction raised due to substantial debts owed by MP.,1,"MP is 86 years old, which makes her more vulnerable.",1.0,"If medication is not available, it may adversely affect her health.",1,MP has a disability which could impact her health and safety.,1,MP may struggle to interact safely in unfamiliar environments due to age.,0.0,NULL,0.0,NULL,0,NULL,1,Substantial debts suggest potential family or financial-related conflicts.,0.0,NULL,0,NULL,0.0,NULL,1,Substantial debts indicate potential financial problems impacting her well-being.,0.0,NULL,0.0,NULL,1,Going missing is not consistent with her usual behavior patterns.,1,Debts and circumstances suggest possible reasons for going missing.,0,NULL,1,"She was last seen at home, possibly intending to resolve financial issues.",0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,0,NULL
6,36134,3633,High,High,Deborah,Pearson,1929-04-18,Ely,86,F,Home Address,Retired Trade mark attorney,3940,2015-09-30 19:47:00,2015-10-01 11:47:00,Thursday,2599,2015-10-02 15:06:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Fiona Pearson,"2-33 Calum Macdonald Court, Rosyth, KY11 2BU",Traced by Police,"Deborah Pearson was reported missing from her home at 312 Greengairs Road, Greengairs. Her disappearance was linked to an organized protest, raising suspicions of abduction. One colleague mentioned seeing her conversing with unfamiliar individuals before she vanished. Authorities traced her to a retirement community at 2-33 Calum Macdonald Court, Rosyth, and she was safely located by police without incident.","Home,retirement community","312 Greengairs Road Greengairs,3",,,colleague,,"linked to organized protest,abduction suspicion",1,Mental health concerns may arise due to her age and circumstances of abduction.,1,There were suspicions of abduction related to an organized protest.,1,"She is 86 years old, making her vulnerable due to age.",0.0,NULL,1,"She has a disability, which may affect her health and safety.",1,"As she is elderly, she may struggle with unfamiliar interactions.",0.0,NULL,0.0,NULL,0,NULL,0,NULL,0.0,NULL,1,"The circumstances involved an organized protest, potentially linked to racial issues.",0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,1,Her disappearance during a protest was atypical for her behavior.,1,"She may have felt threatened or coerced at the protest, prompting her disappearance.",0,NULL,1,"Last seen conversing with unfamiliar individuals, indicating possible distress.",0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,0,NULL
7,26568,3633,Medium,Medium,Deborah,Pearson,1929-04-18,Ely,86,F,Home Address,Retired Trade mark attorney,3940,2016-02-06 15:06:00,2016-02-07 06:06:00,Sunday,1222,2016-02-07 11:28:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Fiona Pearson,"Strathalmond Road, Edinburgh, EH4 8HP",Traced by member of the public,"Deborah Pearson was last seen leaving her home at 312 Greengairs Road, Greengairs. Her unexplained disappearance sparked concern among friends and family, given her known connection to an organized protest and rumors of unpaid debts. Joanne Heath, a close colleague, noted Deborah's increasing anxiety about the potential fallout from these issues. There was also an abduction suspicion linked to her disappearance, given the chaotic nature of the protest she was involved in. During the search, her absence was prominently featured when a neighbor reported unusual sounds coming from the attic. The breakthrough came when she was finally traced by a member of the public at a zoo in Edinburgh, far from her usual surroundings.",,"312 Greengairs Road Greengairs,3","zoo,attic",Joanne Heath,colleague,,"abduction suspicion,linked to organized protest,unpaid debts",1,Known issues of anxiety could increase risk of suicide in stressful situations.,1,Suspicion of abduction and connection to protests implies criminality could be a factor.,1,"At age 86, she is considered vulnerable due to her advanced age.",,,1,She has a disability but specifics are not provided in the information.,1,Age may impede her ability to interact safely in unfamiliar settings.,,,,,0,No specific adverse weather conditions mentioned.,1,Increasing anxiety about unpaid debts indicates possible family/relationship issues.,,,1,Her involvement in a protest suggests possible racial or social issue implications.,,,1,Unpaid debts indicate financial problems affecting her mental state.,,,,,1,Leaving home to engage in a protest deviates from her usual behavior.,1,Increased anxiety about protests and debts likely motivated her disappearance.,0,No specific preparations for absence were noted in the information.,1,She intended to engage in a protest but did not return as expected.,,,0,No evidence suggests that she poses a risk to others.,,,,,0,No signs of dementia or specific neurological disorders mentioned.
8,19445,3633,Low,Low,Deborah,Pearson,1929-04-18,Ely,86,F,Home Address,Retired Trade mark attorney,3940,2016-04-08 11:28:00,2016-04-08 11:28:00,Friday,1132,2016-04-09 06:20:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Victor Willis,"Strathalmond Road, Edinburgh, EH4 8HP",Traced by Police,Deborah Pearson was last seen at a suburban truck stop near 312 Greengairs Road by her son. She was traced by police the next day wandering near a city zoo.,,"3,312 Greengairs Road","suburban,zoo,truck stop",,son,,,0,NULL,0,NULL,1,"Due to her age and infirmity, she is considered vulnerable.",0.0,NULL,1,She has a disability which affects her well-being.,1,She may struggle in unfamiliar settings due to her age.,0.0,NULL,0.0,NULL,0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,1,Her disappearance was not typical for her behavior patterns.,0,NULL,0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,1.0,She may have underlying mental health issues given her age.,0,NULL
9,55378,3633,Low,Low,Deborah,Pearson,1929-04-18,Ely,87,F,Home Address,Retired Trade mark attorney,3940,2016-05-25 06:20:00,2016-05-26 04:20:00,Thursday,8856,2016-05-31 09:56:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Tony Summers,"6 Market Street, Edinburgh, EH1 1DE",Traced by Police,"Deborah Pearson, a retired trade mark attorney, was reported missing from her home at 312 Greengairs Road. She was last seen at a local organized protest, which she often attended due to her strong advocacy for various causes. When her sister noticed she was absent from their grandchild's school event, concern mounted. During what seemed a routine walk home, she vanished. Initially assessed as a low-risk case due to her independence despite her age and slight disability, her disappearance puzzled everyone. After several days of intensive searching, she was eventually found by police unharmed in the attic of an acquaintance's property on Market Street, Edinburgh.",school,,attic,,sister,,linked to organized protest,0,NULL,0,NULL,1,Vulnerable due to age (87 years old) and slight disability.,0.0,NULL,1,"Has a disability, which could impact her independently.",1,May have problems in unfamiliar situations due to her age.,0.0,NULL,0.0,NULL,0,Weather did not present additional risk during her disappearance.,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0,NULL,0.0,NULL,0.0,NULL,1,Circumstances of her disappearance were unusual for her typical behavior.,1,"She attended a protest regularly, so it was likely she would go out.",0,No signs of preparation for a prolonged absence found.,1,She intended to walk home but did not complete this action.,0.0,No previous disappearances were reported.,0,NULL,0.0,NULL,0.0,NULL,0,NULL
