,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,69326,8919,Medium,Medium,Pauline,Butler,1993-01-29,Bath,25,F,Home Address,"Scientist, research (physical sciences)",7559,2018-03-04 00:00:00,2018-03-04 00:00:00,Sunday,1152,2018-03-04 19:12:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Olivia Butler,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by Police,"Pauline Butler, under significant job loss stress, vanished after leaving a childcare facility near 1 Garrison Place, Falkirk. Her friend, Phillip Fitzgerald, became concerned when she failed to return home. Meanwhile, her father, Damian, drove along Glensburgh Road searching for her. Investigations revealed she was last spotted at Blackston Road, Avonbridge. Her absence prompted a search that ended when authorities traced her to a friend's residence where she was found safe, albeit shaken, after an intense day coping with stress.",childcare facility,"1 Garrison Place Falkirk,Glensburgh Road,Blackston Road Avonbridge",,Damian,father,Phillip Fitzgerald,job loss stress,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,"She was under significant job loss stress, indicating possible family-related issues.",0,NULL,0,NULL,0,NULL,1,Job loss stress may indicate financial or employment problems.,0,NULL,0,NULL,1,Her sudden disappearance after job loss is unlike her normal behavior.,1,"She was coping with stress, so she had reasons related to her mental state.",0,NULL,1,She intended to return home from a childcare facility but did not.,0,NULL,0,NULL,0,NULL,1,Her stress response may suggest underlying mental health issues.,0,NULL
1,36474,8919,Medium,Medium,Pauline,Butler,1993-01-29,Bath,25,F,Home Address,"Scientist, research (physical sciences)",7559,2018-04-20 19:12:00,2018-04-21 21:12:00,Saturday,5400,2018-04-24 13:12:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Sheila Smith,"West Bridge Street, Falkirk, FK1 5AP",Traced by Police,Pauline Butler vanished from a resort after job loss stress; last seen by friend Lynne Burns.,,,resort,,,friend Lynne Burns,job loss stress,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Weather conditions were likely adverse given her disappearance occasion.,1,Job loss indicates possible stress and relationship issues affecting her mental state.,0,NULL,0,NULL,0,NULL,1,Job loss may suggest potential financial issues leading to stress.,0,NULL,0,NULL,1,Her disappearance following job loss suggests atypical behavior.,1,Job loss and stress may have contributed to her decision to go missing.,0,NULL,1,She was likely distressed due to job loss prior to her last seen moment.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
2,97321,8919,Low,Low,Pauline,Butler,1993-01-29,Bath,25,F,Home Address,"Scientist, research (physical sciences)",7559,2018-05-22 13:12:00,2018-05-22 15:12:00,Tuesday,2632,2018-05-24 09:04:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Michelle King,"17 Whitehouse Road, Stirling, FK7 7XX",Traced by family,Pauline disappeared from a desert resort. Her brother found her at a community center.,community center,,"resort,desert",,brother,,,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Circumstances of disappearance were unusual for her behavior.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
3,27639,8919,Low,Low,Pauline,Butler,1993-01-29,Bath,25,F,Home Address,"Scientist, research (physical sciences)",7559,2018-07-13 09:04:00,2018-07-13 21:04:00,Friday,4495,2018-07-16 11:59:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Olivia Butler,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by Police,"Pauline Butler was last seen at a resort located at 1 Goosecroft Road, Stirling, before her unexpected disappearance. Initially, her absence was not considered concerning, as she occasionally took trips to unwind from her demanding career. However, when Pauline did not return home, her concerned sister visited her residence and found some of Pauline's personal items missing, suggesting a planned trip. Efforts to contact Pauline's friend, Lynne Burns, yielded little information, as Lynne was unaware of any vacation plans. Eventually, Pauline was found safe at an address in Alloa. It was concluded that she had taken an impromptu break, and no foul play was suspected in her disappearance.",,1 Goosecroft Road Stirling,resort,,"son,sister",friend Lynne Burns,,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Uncharacteristic trip led to her being reported missing.,1,Planned trip indicated by missing personal items.,1,Missing personal items suggested preparation for absence.,1,Intended to unwind but did not return as expected.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
4,65809,8919,Low,Low,Pauline,Butler,1993-01-29,Bath,25,F,Home Address,"Scientist, research (physical sciences)",7559,2018-11-22 11:59:00,2018-11-23 16:59:00,Friday,8510,2018-11-28 09:49:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Martyn Butler,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by staff,"Pauline Butler, a 25-year-old researcher, was reported missing after her job loss stress seemed to weigh heavily on her. Close to her disappearance, Pauline had been spending increasing amounts of time with her aunt in West Murrayfield, Stirling, FK7 8NB, perhaps seeking solace. On a particular day, she was last seen venturing into the vast desert stretches near West Murrayfield. Her aunt mentioned that Pauline had expressed a desire to escape and clear her mind, which in retrospect, seemed indicative of her heightened stressed state. Fortunately, after several days of intense searching, Pauline was found safe at 1-42 West Lodge Gardens, Alloa, FK10 2HX, by a staff member. Her time alone in the stark landscape had given her the respite needed to confront her worries.",,"West Murrayfield Stirling FK7 8NB,Alloa FK10",desert,,aunt,,job loss stress,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Job loss stress significantly affected her well-being.,0,NULL,0,NULL,1,Her desire to escape was unusual compared to her normal behavior.,1,She wanted to clear her mind due to stress from losing her job.,0,NULL,1,She intended to escape and clear her mind but was reported missing.,0,NULL,0,NULL,1,Job loss created a significant emotional distress for her.,0,NULL,0,NULL
5,42539,8919,Medium,Medium,Pauline,Butler,1993-01-29,Bath,26,F,Home Address,"Scientist, research (physical sciences)",7559,2019-05-16 09:49:00,2019-05-16 22:49:00,Thursday,7022,2019-05-21 06:51:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Bethan Mitchell,"Kirk Entry Bo'ness Road, Falkirk, FK2 0QS",Traced by Police,"Pauline Butler, experiencing stress due to job loss, was last seen attending a yoga class at a resort. The resort, located at 33 Spittal Street, FK8 1DU, was a place she frequented for relaxation. On the day of her disappearance, she seemed particularly tense, according to her yoga instructor. Concern grew when she mentioned in passing that she needed a break from daily pressures. Her aunt, with whom she was close, reported that Pauline had not contacted family members since leaving for the class. Authorities were alerted after she failed to return home, leading to a missing person report. After several days, Pauline was located by the police at Kirk Entry Bo'ness Road, Falkirk, FK2 0QS, safe and unharmed.",yoga class,"33 Spittal Street FK8 1DU,FK2,FK2",resort,,aunt,,job loss stress,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,She showed signs of stress and tension in unfamiliar situations.,0,NULL,0,NULL,0,NULL,1,Job loss contributed to stress and potential family concern.,0,NULL,0,NULL,0,NULL,1,Job loss created financial and employment-related stress.,0,NULL,0,NULL,1,Disappearance was atypical; she usually maintained contact.,1,"She indicated needing a break from pressures, hinting at potential intent to leave.",0,NULL,1,"Last seen going to a yoga class, which she did not return from.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
6,49501,8919,Medium,Medium,Pauline,Butler,1993-01-29,Bath,26,F,Home Address,"Scientist, research (physical sciences)",7559,2019-07-07 06:51:00,2019-07-08 03:51:00,Monday,7340,2019-07-12 09:11:00,"Earl's Road, Grangemouth, FK3 8UZ",school pickup,Sheila Smith,"Well Place, Dunblane, FK15 9BQ",Traced by Police,"Pauline Butler, a dedicated scientist, was last seen by her colleague Clare Palmer at a resort located at Crossgatehead Road, Brightons, FK2 0HW. Pauline had mentioned she was taking some time away to gather thoughts for an upcoming project. Her brother was aware she had plans to visit a synagogue for reflection, but she never arrived. Concern arose when Pauline was not found and her phone was discovered in the rental car abandoned off Kenilworth Drive, FK2 9LH, which is en route to a notorious desert area where she often sought solitude. Family and friends described her as generally responsible, adding to their mounting worry. After police investigation, Pauline was traced to Well Place, Dunblane, FK15 9BQ, where she was found safe, albeit disoriented. It was later revealed she had become stranded in the desert, but managed to find her way back after days without contact.",synagogue,"Crossgatehead Road Brightons FK2 0HW,1,Kenilworth Drive FK2 9LH,FK2","desert,resort",,brother,colleague Clare Palmer,,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Weather conditions in desert areas can be dangerous for anyone unprepared.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her going missing was inconsistent with her responsible behavior.,1,She intended to reflect but did not complete her plan to visit the synagogue.,0,NULL,1,She was gathering thoughts but failed to arrive as planned at the synagogue.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
7,62996,8919,High,Medium,Pauline,Butler,1993-01-29,Bath,26,F,Home Address,"Scientist, research (physical sciences)",7559,2019-12-27 09:11:00,2019-12-27 22:11:00,Friday,1126,2019-12-28 03:57:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Olivia Butler,"1-42 West Lodge Gardens, Alloa, FK10 2HX",Traced by family,"MP, stressed by job loss, vanished from a resort",,,resort,,,,job loss stress,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Lost job led to potential reliance on substances for coping.,0,NULL,0,NULL,1,Job loss may indicate family stress or relationship issues.,0,NULL,0,NULL,0,NULL,1,Job loss could cause financial and employment problems.,0,NULL,0,NULL,1,Going missing is unusual behavior due to stress from job loss.,1,Indications suggest she was attempting to escape stress from work.,0,NULL,1,"Last seen leaving a resort, intending to avoid job stress.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8,16819,8919,Low,Low,Pauline,Butler,1993-01-29,Bath,26,F,Home Address,"Scientist, research (physical sciences)",7559,2020-01-07 03:57:00,2020-01-08 01:57:00,Wednesday,6759,2020-01-11 20:36:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Michelle King,"Kemper Avenue, Falkirk, FK1 1UF",Traced by Police,"Pauline Butler, known for her routine walks, was last seen leaving her home at 130 Bo'ness Road, Grangemouth. Her aunt mentioned that Pauline often enjoyed solitary excursions, sometimes walking considerable distances to clear her mind. It was unusual for her to venture into remote areas, but her brother recalled that she had spoken about exploring the desert near Blackston Road, Avonbridge. When she failed to return, her family grew concerned and notified the authorities. After an extensive search, police discovered Pauline safe at a small settlement along Kemper Avenue, having been disoriented in the vast desert area. She was reunited with her family, who were relieved to learn she was unharmed.",Home,"Road Grangemouth,Blackston Road Avonbridge",desert,,"aunt,brother",,,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Unusual behavior as she typically does not explore remote areas.,0,NULL,0,NULL,1,Intended to explore but failed to return home in a timely manner.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9,24869,8919,Low,Low,Pauline,Butler,1993-01-29,Bath,27,F,Home Address,"Scientist, research (physical sciences)",7559,2020-03-14 20:36:00,2020-03-15 05:36:00,Sunday,4027,2020-03-17 15:43:00,"130 Bo'ness Road, Grangemouth, FK3 9BX",Home,Norman Gray,"Park Avenue,  FK2 9LG",Traced by Police,"Pauline Butler was last seen at a desert resort before her evening classes. Her sister reported her missing from 35 Kerse Road, Grangemouth after failing to arrive at 17 Whitehouse Road, Stirling.",evening classes,"35 Kerse Road Grangemouth,17 Whitehouse Road Stirling","resort,desert",,sister,,,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,"Last seen at a desert resort before evening classes, unusual context.",0,NULL,0,NULL,1,She was intending to attend evening classes and did not arrive.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
