,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,64708,4990,Medium,Medium,Conor,Atkinson,1947-05-03,Wrexham,71,Male,Home Address,Retired Engineering geologist,3521,2019-02-20 00:00:00,2019-02-20 15:00:00,Wednesday,8433,2019-02-25 20:33:00,"New Road, Forfar, DD8 2AE",Home,Bernard Jackson,"Findcastle Street, Dundee, DD4 9EW",Traced by Police,"Conor Atkinson was last seen withdrawing from his family and exhibiting patterns of behavior connected to a past history of trauma. Conor, a retired engineering geologist with a disability, had been in touch with an unknown online group prior to his disappearance. On the morning he was reported missing, his brother noted unusual activity in the basement at 1 Pitfour Street, Dundee. Later, a colleague mentioned seeing Conor near a barn on Finavon Street, Dundee, appearing disoriented. After several days, Conor was located by police at Findcastle Street, Dundee, safe but in a confused state, unsure of the events that led him away from home.",,"1 Pitfour Street Dundee,1,Dundee,Finavon Street Dundee","basement,barn",,"brother,colleague",,"withdrew from family,has history of trauma,in touch with unknown online group",1,Exhibiting patterns of behavior indicating potential self-harm due to trauma history,0,NULL,1,Age and disability make him more vulnerable in unfamiliar situations,0,NULL,1,Conor has a disability that affects his capability and judgment,1,His confusion suggests he may interact poorly with others when lost,0,NULL,0,NULL,0,NULL,1,Family withdrawal and unusual behavior may indicate family conflicts,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His behavior was different enough to cause concern for his well-being,1,Increased isolation may have prompted him to go missing,0,NULL,1,Intended to connect online but became disoriented during the process,0,NULL,0,NULL,0,NULL,1,Conor's confusion indicates possible mental health struggles,0,NULL
1,38825,4990,Medium,Low,Conor,Atkinson,1947-05-03,Wrexham,71,Male,Home Address,Retired Engineering geologist,3521,2019-04-19 20:33:00,2019-04-20 01:33:00,Saturday,9567,2019-04-26 12:00:00,"New Road, Forfar, DD8 2AE",Home,Guy Andrews,"28A Dura Street, Dundee, DD4 6RX",Traced by Police,"Conor Atkinson was last sighted on St Mary's Lane, Newport-on-Tay, near an illegal excavation site. Colleague Bernard reported seeing him near the site earlier. His sister, Yvonne Atkinson, recalled Conor expressing interest in the unusual findings at the location. Later, he was also seen near a basement on Findcastle Street, Dundee, where similar excavation activities were noted. Police speculation suggested Conor may have inadvertently become disoriented in the area's complex layout, leading to his short-term disappearance.",,"St,Findcastle Street Dundee","illegal,basement",Bernard,colleague,"Yvonne Atkinson,son",,0,NULL,0,NULL,1,Vulnerable due to being 71 years old and having a disability.,0,NULL,1,Conor has a disability but specific details are not provided.,1,Disorientation in complex areas suggests interaction issues.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance involved unusual circumstances for him.,0,NULL,0,NULL,1,Last seen near excavation sites which indicates intention to explore.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
2,19898,4990,Medium,Medium,Conor,Atkinson,1947-05-03,Wrexham,72,Male,Home Address,Retired Engineering geologist,3521,2019-08-03 12:00:00,2019-08-03 12:00:00,Saturday,8160,2019-08-09 04:00:00,"New Road, Forfar, DD8 2AE",Home,Harriet Atkinson,"Findcastle Street, Dundee, DD4 9EW",Traced by family,"Conor Atkinson was last seen on the rooftop of the dialysis center at 1 Alloway Place, Dundee. With a history of trauma and living in a converted van, concerns about his stability were raised by his brother, who noticed Conor's absence after a visit. Abduction suspicion circulated due to the nature of the site. The family, after extensive search efforts, located him near an illegal site off the cliff nearby, unharmed but disoriented.",dialysis center,"Dundee,1 Alloway Place Dundee","rooftop,cliff,illegal site",,"brother,brother",,"lived in converted van,has history of trauma,abduction suspicion",0,NULL,1,Suspicion of abduction due to circumstances of disappearance.,1,"Conor is 72 years old, making him vulnerable.",1,Missing his medication could lead to significant health issues.,1,"Conor has a disability, indicating medical vulnerabilities.",1,His disorientation suggests he struggles in unfamiliar circumstances.,0,NULL,0,NULL,1,Weather conditions could have contributed to his disorientation and risk.,1,Family concerns about stability indicate relationship issues.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance from a dialysis center is not typical behavior.,1,Conor's family was concerned about his safety and well-being.,0,NULL,1,He was last seen at a dialysis center but did not complete his appointment.,0,NULL,0,NULL,0,NULL,1,Conor has a history of trauma that may impact his mental health.,0,NULL
3,80063,4990,High,High,Conor,Atkinson,1947-05-03,Wrexham,72,Male,Home Address,Retired Engineering geologist,3521,2019-08-14 04:00:00,2019-08-14 20:00:00,Wednesday,3869,2019-08-16 20:29:00,"New Road, Forfar, DD8 2AE",Home,Jay Griffiths,"Findcastle Street, Dundee, DD4 9EW",Traced by Police,"Conor Atkinson was reported missing from his home on New Road, Forfar. Known for living in a converted van, Conor's lifestyle had raised concerns among family members and his brother, who first noticed his absence. Last seen during volunteer work in the Dundee area, Conor's sudden disappearance prompted fears of abduction. With limited mobility due to his disability, Conor's whereabouts were a critical concern. Alerted by his brother, authorities traced him 3869 minutes later to Findcastle Street, Dundee. Police intervention was swift, given the high-risk status, ensuring Conor's safe return home. The incident highlighted vulnerabilities in his living situation, urging a reassessment of his safety measures.",volunteer work,,,,"brother,brother",,"lived in converted van,abduction suspicion",1,"Conor has limited mobility due to his disability, raising suicide concerns.",0,NULL,1,"At 72 years old and with a disability, Conor is vulnerable.",1,Conor's medication is crucial due to his limited mobility and health issues.,1,Conor has a disability which impacts his mobility.,1,Conor may struggle to interact safely in unfamiliar situations due to his disability.,0,NULL,0,NULL,0,Weather conditions are not indicated as a risk factor in the case.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,"His disappearance was out of character, raising alarms for his family.",1,Conor's family was concerned about his sudden absence from home.,0,NULL,1,"Conor was last seen volunteering, which he did not complete as expected.",0,NULL,0,NULL,1,The living conditions and mobility concerns need addressing for future safety.,1,Conor's limited mobility suggests he has mental health challenges related to his disability.,0,NULL
4,41230,4990,High,High,Conor,Atkinson,1947-05-03,Wrexham,72,Male,Home Address,Retired Engineering geologist,3521,2019-12-03 20:29:00,2019-12-03 20:29:00,Tuesday,7119,2019-12-08 19:08:00,"New Road, Forfar, DD8 2AE",Home,Guy Andrews,"150 Strathmartine Road, Dundee, DD3 7SE",Traced by family,"Conor Atkinson, who has a history of trauma, was last seen by his brother leaving his home on New Road, Forfar. He was known to frequent secluded areas. Conor was later spotted on the rooftop of a barn near 296A Strathmore Avenue, Dundee, DD3 6SH. Family, concerned for his safety, eventually located him after a painstaking search effort, tracing him to Strathmartine Road, Dundee.",,296A Strathmore Avenue Dundee DD3 6SH,"barn,rooftop",,brother,son,has history of trauma,1,History of trauma may indicate risk of suicide.,0,No evidence of criminality involved in disappearance.,1,"At 72 years old, he is vulnerable due to age.",1,Possible adverse effects due to age-related health issues.,1,"Disability reported, potentially impacting well-being.",1,"Known to frequent secluded areas, indicating difficulties in unfamiliar settings.",0,No indication of substance dependency mentioned.,0,"Not a minor, not on the Child Protection Register.",0,No recent adverse weather conditions reported.,0,No mention of family conflicts or abuse.,0,No indication he is a victim or perpetrator of domestic violence.,0,No ongoing personal issues related to community or cultural factors.,0,No involvement in any violent or hate crime incidents prior to disappearance.,0,No school or employment issues known.,0,No indication of forced marriage or honour based abuse.,0,No evidence of sexual exploitation or trafficking involved.,1,Circumstances of disappearance were unusual compared to regular behavior.,0,No known reason provided for his going missing.,0,No indications that preparations for absence were made.,0,"Last intentions not specified, but no indicators of failure to complete them.",1,"Previously disappeared and had to be searched for, raising concern for harm.",0,No indication that he poses a risk to others.,0,No additional unlisted factors provided.,1,History of trauma suggests possible underlying mental health conditions.,0,No evidence that he has dementia or a progressive neurological disorder.
5,31201,4990,High,High,Conor,Atkinson,1947-05-03,Wrexham,72,Male,Home Address,Retired Engineering geologist,3521,2020-04-30 19:08:00,2020-05-01 03:08:00,Friday,9341,2020-05-07 06:49:00,"New Road, Forfar, DD8 2AE",Home,Jay Griffiths,"31 Step Row, Dundee, DD2 1AH",Traced by member of the public,"Conor Atkinson, known to have a history of trauma, vanished from his home at New Road, Forfar. It was suggested he often visited a friend's illegal site on Ballumbie Road. Karl suspected he might have gone to a rooftop on a cliff nearby. Conor was later found at 31 Step Row, Dundee.",,"New Road Forfar,Ballumbie Road","illegal site,rooftop,cliff",Karl,,,has history of trauma,1,History of trauma may suggest suicidal thoughts or behavior.,1,His disappearance is linked to possible illegal activities at friend's site.,1,"At 72 years old, he is vulnerable due to age.",1,Disruption to medication could impact his mental health stability.,1,He has a disability and a history of trauma indicating potential mental health issues.,1,"Due to his age and possible cognitive decline, he may struggle in unfamiliar settings.",0,No indication of substance dependence was mentioned in the case.,0,"Not a child, so not applicable for the Child Protection Register.",1,Weather conditions at the time of disappearance could have posed risks for his age.,0,No information provided indicates family or relationship conflicts.,0,There was no indication of involvement in domestic violence cases.,0,"No indications of issues related to race, sexuality, or cultural problems reported.",0,No prior involvement in violent or hate crime incidents mentioned.,0,"No current school, college, or employment issues reported.",0,No indication of forced marriage or honor-based abuse noted.,0,No evidence he was a victim of sexual exploitation or trafficking.,1,His vanishing was out of character given his known routines.,0,No specific reasons mentioned that would lead him to go missing.,0,No preparations for absence indicated in the case details.,1,He may have intended to visit a location he frequented but did not return home.,0,No previous disappearance recorded that resulted in harm mentioned.,0,No indication that he poses a risk to others.,1,His history of trauma and vulnerability factors are relevant to assessing risk.,1,His history and context suggest potential undiagnosed mental health issues.,0,Dementia or specific neurological disorders not indicated in case information.
6,29252,4990,Low,High,Conor,Atkinson,1947-05-03,Wrexham,73,Male,Home Address,Retired Engineering geologist,3521,2020-10-25 06:49:00,2020-10-25 17:49:00,Sunday,5311,2020-10-28 23:20:00,"New Road, Forfar, DD8 2AE",Home,Jay Griffiths,"Findcastle Street, Dundee, DD4 9EW",Traced by Police,"Conor Atkinson, with a history of trauma, was last seen near the community center on Hyndford Street. Concerns rose when a colleague found him absent. Later, his sister Yvonne discovered him disoriented in a basement below the cliffs.",community center,Hyndford Street,"cliff,basement",,"colleague,colleague,sister","son,Yvonne",has history of trauma,1,History of trauma suggests risk of self-harm or suicide.,0,No evidence of criminal activity linked to his disappearance.,1,"He is 73 years old, making him vulnerable due to age.",0,NULL,1,His disability indicates potential health issues impacting his wellbeing.,1,Disorientation suggests difficulties in unfamiliar situations.,0,No indication of substance dependency mentioned.,0,He is not listed on the Child Protection Register.,1,Weather conditions could exacerbate his vulnerability due to age and health.,0,No current or recent family conflicts reported.,0,No involvement in domestic violence noted.,0,No ongoing personal issues connected to these factors.,0,No prior violent or hate crime involvement mentioned.,0,"No school, college, or employment problems reported.",0,No issues of forced marriage or honour-based abuse indicated.,0,No indications of sexual exploitation or trafficking mentioned.,1,His disappearance was unusual given his disoriented state.,0,No known reason for him to intentionally go missing.,0,No signs of preparations for absence noted.,0,NULL,0,No prior disappearances reported or harm experienced.,0,He is not considered a risk to others.,0,No additional factors deemed relevant in assessing risk.,1,His disability may relate to mental health concerns impacting behavior.,0,No diagnosis of dementia or progressive neurological disorder specified.
7,94132,4990,Low,Low,Conor,Atkinson,1947-05-03,Wrexham,73,Male,Home Address,Retired Engineering geologist,3521,2020-11-01 23:20:00,2020-11-02 07:20:00,Monday,5871,2020-11-06 01:11:00,"New Road, Forfar, DD8 2AE",Home,James Scott,"28A Dura Street, Dundee, DD4 6RX",Traced by Police,"Conor Atkinson was last seen leaving the mosque near 41 Dock Street, Dundee. There were concerns due to his living situation in a converted van parked at 28 Railton Gardens, Arbroath, as well as his history of trauma, which raised suspicions of abduction. Conor had a close connection with his brother, Karl, who reported him missing after he failed to return home. Despite the complex layers of potential motives and his vulnerable living arrangements, the low initial risk level delayed a more aggressive search effort. Police eventually located Conor safe at 28A Dura Street, Dundee, resolving the disappearance with no evident foul play, but leaving some questions about the circumstances during his absence unanswered.",mosque,"41 Dock Street Dundee,28 Railton Gardens Arbroath",,Karl,brother,,"abduction suspicion,lived in converted van,has history of trauma",0,NULL,1,There were suspicions of abduction raised by his living situation.,1,"Conor is 73 years old, which makes him vulnerable due to age.",0,NULL,1,He has a reported disability that may affect his wellbeing.,1,His living situation may impair his ability to interact safely in unfamiliar environments.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His disappearance was out of character given his usual behavior patterns.,0,NULL,0,NULL,1,"He was last seen leaving the mosque, indicating a specific intention to attend.",0,NULL,0,NULL,1,The concerns about abduction and his living conditions raise additional considerations.,0,NULL,0,NULL
8,11063,4990,Medium,Low,Conor,Atkinson,1947-05-03,Wrexham,73,Male,Home Address,Retired Engineering geologist,3521,2020-12-04 01:11:00,2020-12-04 17:11:00,Friday,5800,2020-12-08 01:51:00,"New Road, Forfar, DD8 2AE",Home,Harriet Atkinson,"Findcastle Street, Dundee, DD4 9EW",Traced by member of the public,"Conor Atkinson, who had withdrawn from family, was found in a basement on 39 Arthurstone Terrace, Dundee, after neighbor Bernard spotted him.",,"Dundee,39 Arthurstone Terrace Dundee,Dundee",basement,Bernard,,,withdrew from family,1,Conor's withdrawal from family indicates possible suicidal thoughts.,0,No evidence of criminality in Conor's case.,1,"At 73 years old, Conor is considered vulnerable due to age.",1,Conor's disability suggests he may require medication for proper health.,1,"Conor has a physical disability, making him more vulnerable.",1,"As he withdrew from family, he may struggle in unfamiliar situations.",0,No indication of drug or alcohol dependency noted.,0,"Conor is not a minor, thus not on the Child Protection Register.",1,Weather was potentially adverse during his disappearance affecting vulnerability.,1,His withdrawal from family indicates possible relationship problems.,0,No indication of domestic violence involvement.,0,No ongoing personal issues linked to community or cultural factors.,0,No reports of Conor being involved in violent incidents prior.,0,No known employment or financial problems indicated.,0,No indications of forced marriage or honour-based abuse.,0,No evidence of sexual exploitation or trafficking involved.,1,Conor's disappearance was atypical behavior for him.,0,No known reason for him to voluntarily go missing.,0,No signs of preparations for absence were noted.,0,No information on his intentions at the time he was last seen.,0,No record of Conor having previously gone missing or harm experienced.,0,No evidence suggesting Conor poses a risk to others.,0,No other relevant factors were mentioned in the case.,1,Conor likely has a mental health condition related to his disability.,0,No indication that Conor has dementia or a progressive neurological disorder.
9,93742,4990,Low,Low,Conor,Atkinson,1947-05-03,Wrexham,73,Male,Home Address,Retired Engineering geologist,3521,2021-04-13 01:51:00,2021-04-13 20:51:00,Tuesday,6642,2021-04-17 16:33:00,"New Road, Forfar, DD8 2AE",Home,Bernard Jackson,"28A Dura Street, Dundee, DD4 6RX",Traced by Police,"Conor Atkinson was reported missing after failing to return home to New Road, Forfar. Known for his routine walks, Yvonne Atkinson, his sister, became concerned when Conor didn't show up for their weekly book club meeting. She alerted his son, Guy Andrews, who accompanied her to search the nearby area. They found Conor’s walking stick beside a nearby cliff. Checks were carried out, including a thorough search of a local barn along Auldbar Road, Forfar, which Conor sometimes visited, but he remained missing. Fortunately, several days later, he was found by the police at an address on Dura Street, Dundee, unharmed and in good spirits, having stayed with an old acquaintance without informing his family.",book club,"Road,New Road Forfar,Auldbar Road Forfar","cliff,barn",,,"Yvonne Atkinson sister,son Guy Andrews",,0,NULL,0,NULL,1,"He is 73 years old, which makes him more vulnerable.",0,NULL,1,He has a disability that may affect his well-being.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,His absence from home was unusual based on his routine.,0,NULL,0,NULL,1,He intended to attend a book club meeting but did not return.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
