,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,q_1,q_1_explanation,q_2,q_2_explanation,q_3,q_3_explanation,q_4,q_4_explanation,q_5,q_5_explanation,q_6,q_6_explanation,q_7,q_7_explanation,q_8,q_8_explanation,q_9,q_9_explanation,q_10,q_10_explanation,q_11,q_11_explanation,q_12,q_12_explanation,q_13,q_13_explanation,q_14,q_14_explanation,q_15,q_15_explanation,q_16,q_16_explanation,q_17,q_17_explanation,q_18,q_18_explanation,q_19,q_19_explanation,q_20,q_20_explanation,q_21,q_21_explanation,q_22,q_22_explanation,q_23,q_23_explanation,q_24,q_24_explanation,q_25,q_25_explanation
0,9061,7469,High,High,Maureen,Anderson,1952-08-14,Aberdeen,60,F,Home Address,Retired Waste management officer,936,2013-01-07 00:00:00,2013-01-07 17:00:00,Monday,6409,2013-01-11 10:49:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Yvonne Moore,"Hyndford Street, Dundee, DD2 1HQ",Traced by family,"Maureen Anderson disappeared from her home on Panmure Terrace amid stress over a chronic illness and an unknown medical condition. Her son, Charlie Taylor, later found her in an attic at 41 Dock Street, Dundee, with an unknown romantic partner.",,41 Dock Street Dundee,attic,,,Charlie Taylor,"chronic illness stress,new romantic partner unknown to others,unknown medical condition",1,"Due to stress over chronic illness, there is a potential risk of suicide.",0,There is no indication criminality was involved in the disappearance.,1,She is vulnerable due to her age (60) and chronic illness.,1,Chronic illness could lead to adverse effects without medication.,1,"She has a chronic illness, which contributes to her vulnerability.",1,Chronic illness may affect her ability to interact in unfamiliar circumstances.,0,There is no mention of dependency on substances.,0,There is no indication she is on the Child Protection Register.,1,Weather conditions could increase risk due to her being unwell and missing clothing.,1,"There is stress related to her chronic illness, which could imply family issues.",0,No evidence suggests she is a victim or perpetrator of domestic violence.,0,"No indications of issues related to racial, sexual, or cultural matters.",0,No prior violent or hate crime involvement was mentioned.,0,No information indicates employment or financial problems.,0,There is no information to suggest forced marriage or honour based abuse is relevant.,0,No evidence that she is a victim of sexual exploitation or trafficking.,1,Her disappearance from home amid stress is not typical behavior.,1,"She was stressed over chronic illness, leading to her going missing.",0,No indications that she prepared for an absence.,0,There is no specific information on her intentions when last seen.,0,There is no record of previous disappearances or harm.,0,She is not considered a risk to others.,0,No unlisted factors are mentioned that would affect risk assessment.,1,Chronic illness may be indicative of mental health challenges.,0,There is no mention of dementia or a progressive neurological disorder.
1,38409,7469,High,Low,Maureen,Anderson,1952-08-14,Aberdeen,60,F,Home Address,Retired Waste management officer,936,2013-01-24 10:49:00,2013-01-25 06:49:00,Friday,7054,2013-01-29 08:23:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Yvonne Moore,"6 Lownie Road, Forfar, DD8 2RT",Traced by Police,"MP disappeared after attending a grandchild's school event and was later found in an underground bunker at Gray Den, Dundee, with no recollection of her time there. Her colleague, Sylvia Kaur, expressed concerns.",school,"Dundee,Gray Den Dundee",underground bunker,,,"colleague Sylvia Kaur,colleague",,0,NULL,0,NULL,1,She has a disability that makes her vulnerable.,0,NULL,1,"She has a disability, which may affect her cognition or mobility.",1,Disorientation may occur due to her disability in unfamiliar environments.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance was not typical behavior after a family event.,1,She may have a non-memory recall issue creating confusion.,0,NULL,0,She was at a family event; no intentions were reported to fail.,0,NULL,0,NULL,1,Concern from a colleague indicates potential risks not documented.,1,She could have cognitive impairments due to her disability.,0,NULL
2,44298,7469,High,High,Maureen,Anderson,1952-08-14,Aberdeen,60,F,Home Address,Retired Waste management officer,936,2013-03-17 08:23:00,2013-03-17 18:23:00,Sunday,2193,2013-03-18 20:56:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Marcus Stevens,"10 Ancrum Road, Dundee, DD2 2HZ",Traced by Police,"Maureen Anderson, a retired waste management officer, was last seen near her home at Panmure Terrace, Dundee, before disappearing under concerning circumstances. Known to frequent the pharmacy on Fort Street, Dundee, for her medications, Maureen had expressed a desire to visit her uncle at a retirement community. However, she never arrived. With a history of visiting various facilities, including a juvenile center where she volunteered, her family, especially her son, became worried. Despite efforts to locate her, it wasn't until the police traced her to a factory near Dundee Road, Arbroath, that her whereabouts were confirmed. She was found safe, but disoriented.","pharmacy,retirement community","Fort Street Dundee,Dundee Road Arbroath","factory,juvenile center",,"uncle,son",son,,0,NULL,0,NULL,1,Vulnerable due to age and possible disorientation from her condition.,1,Failure to take medications could lead to health complications.,1,She has a disability that may affect her cognition and mobility.,1,May struggle to interact safely with others due to her disorientation.,0,NULL,0,NULL,1,Weather could pose risks given the circumstances of her disappearance.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Disappearance under concerning circumstances is atypical behavior.,1,She intended to visit her uncle but never arrived.,0,NULL,1,She failed to complete her plan to visit her uncle.,0,NULL,0,NULL,0,NULL,1,Disorientation likely indicates a mental health issue.,0,NULL
3,14060,7469,Medium,Medium,Maureen,Anderson,1952-08-14,Aberdeen,60,F,Home Address,Retired Waste management officer,936,2013-08-10 20:56:00,2013-08-11 17:56:00,Sunday,4933,2013-08-14 07:09:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Yvonne Moore,"Stannergate Road, Dundee, DD1 3NA",Traced by Police,"Maureen Anderson was reported missing after unexpectedly leaving her residence at 11 Panmure Terrace, Dundee. She had recently developed a close relationship with a new romantic partner unknown to her family, which raised concerns. Her recent actions, including leaving her job suddenly, suggested a possible voluntary disappearance. An investigation revealed that she might have boarded a ferry with an undetermined destination. Information from her grandfather suggested she had earlier visited an underground bunker near 296A Strathmore Avenue, Dundee. She was eventually located by police on Stannergate Road, Dundee, safe and without incident.",,"296A Strathmore Avenue Dundee,2,Dundee",underground bunker,,"grandfather,grandfather,grandfather",,"new romantic partner unknown to others,left job unexpectedly,possible ferry boarding",0,NULL,0,NULL,1,"Due to her age of 60 and reported disability, she is considered vulnerable.",1,Medication might be crucial for her health given her reported disability.,1,The information specifies a disability which could include mental or physical health conditions.,0,NULL,0,NULL,0,NULL,0,NULL,1,Recent relationship with a new partner caused concerns among family.,0,NULL,0,NULL,0,NULL,1,Leaving her job suddenly indicates potential employment issues.,0,NULL,0,NULL,1,Leaving home unexpectedly differs from her normal behavior.,1,She may have intended to escape her recent family tensions or relationship issues.,0,NULL,0,NULL,0,NULL,0,NULL,1,The involvement of a new romantic partner raises potential risks.,0,NULL,0,NULL
4,40731,7469,High,High,Maureen,Anderson,1952-08-14,Aberdeen,61,F,Home Address,Retired Waste management officer,936,2013-10-09 07:09:00,2013-10-09 21:09:00,Wednesday,6985,2013-10-14 03:34:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Carole Harrison,"10 Ancrum Road, Dundee, DD2 2HZ",Traced by Police,"Maureen Anderson was last seen at the juvenile center before possibly boarding a ferry. Friends believe she intended to visit her sister, Kathryn Anderson, but never arrived. Jordan Day, a colleague, reported she had frequent visits to the factory at 23 City Road, Dundee, DD2 2BL.",,"3,Road,23 City Road Dundee DD2 2BL","juvenile center,factory",,,"colleague,sister Kathryn Anderson",possible ferry boarding,0,NULL,0,NULL,1,"Due to her age and reported disabilities, she may be considered vulnerable.",1,"Her disability may require medication that, if unavailable, could have adverse effects.",1,She has a disability which likely includes medical or mental health concerns.,1,The combination of her age and disability could impair her social interactions in unfamiliar places.,0,NULL,0,NULL,1,Weather conditions may pose risks given her age and potential vulnerability.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Going missing appears to be atypical behavior for Maureen.,0,NULL,0,NULL,1,"She intended to visit her sister, but failed to arrive there.",0,NULL,0,NULL,0,NULL,1,She may have a mental health condition in addition to her disability.,0,NULL
5,81137,7469,Low,Low,Maureen,Anderson,1952-08-14,Aberdeen,61,F,Home Address,Retired Waste management officer,936,2013-11-17 03:34:00,2013-11-17 09:34:00,Sunday,6530,2013-11-21 16:24:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Marcus Stevens,"Unit 3 Fowler Road, Dundee, DD5 3RU",Traced by Police,"Maureen Anderson, known for her ongoing struggle with chronic illness stress, went missing after attending a grandchild's school event. Her family, including her son and sister, Fiona Anderson, grew worried when Maureen failed to return home. As she had recently visited a nearby factory, the police began searching the area, eventually locating her at Fowler Road. Maureen was found safe, and stress had led her to seek solace in solitude.",school,,factory,,son,sister Fiona Anderson,chronic illness stress,0,NULL,0,NULL,1,Maureen is vulnerable due to her age and chronic illness stress.,1,She may have adverse effects if her medication for chronic illness is not available.,1,"She has chronic illness, which counts as a medical condition.",0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her absence after the event was unusual behavior for her.,1,"She sought solitude due to stress, indicating a motive for going missing.",0,NULL,1,She was last seen attending a school event for her grandchild.,0,NULL,0,NULL,0,NULL,1,Chronic illness stress is linked to her mental health condition.,0,NULL
6,85298,7469,High,Medium,Maureen,Anderson,1952-08-14,Aberdeen,61,F,Home Address,Retired Waste management officer,936,2014-02-14 16:24:00,2014-02-14 17:24:00,Friday,8894,2014-02-20 20:38:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Jenna O'Neill,"41 Dock Street, Dundee, DD1 3DR",Traced by Police,"Maureen was last seen leaving a dialysis center, possibly boarding a ferry. Her aunt reported a new romantic partner was unknown.","dialysis center,dialysis center",,center,,aunt,,"possible ferry boarding,new romantic partner unknown to others",0,NULL,0,NULL,1,She has a disability which makes her vulnerable.,1,Dialysis is crucial and lack of access could lead to health risks.,1,She has a disability that may affect her health and safety.,1,Her disability may hinder safe interactions in unfamiliar places.,0,NULL,0,NULL,1,Weather conditions could be harsh for someone with health issues.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her disappearance behavior seems unusual given her circumstances.,0,NULL,0,NULL,1,"She was last seen leaving dialysis, which is critical for her health.",0,NULL,0,NULL,0,NULL,1,She may have mental health concerns related to her disability.,0,NULL
7,33621,7469,High,High,Maureen,Anderson,1952-08-14,Aberdeen,61,F,Home Address,Retired Waste management officer,936,2014-07-30 20:38:00,2014-07-31 02:38:00,Thursday,7878,2014-08-05 07:56:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Carole Harrison,"2 Herod Hill Brae, Dundee, DD4 8FG",Traced by family,"Maureen Anderson, known for her adventurous spirit despite a disability, went missing from her home at 11 Panmure Terrace, Dundee. Her uncle was the last family member to have seen her before she disappeared. Concern arose when her parked car was found unlocked near Finavon Street, indicating she might have traveled from there on foot. Subsequent searches led investigators to an underground bunker hidden beneath a warehouse on Adelaide Place, where personal belongings suggested Maureen had sought refuge there. Her disappearance was traced back to an accidental lock-in while exploring the bunker. After five days, family members managed to locate her through diligent efforts, relieved to find her unharmed despite the ordeal.",,"Dundee,Finavon Street,Adelaide Place",underground bunker,,uncle,,,0,NULL,0,NULL,1,"Despite her adventurous spirit, she has a disability making her vulnerable.",0,NULL,1,She has a disability which may affect her health and safety.,1,She has problems interacting safely in unfamiliar circumstances.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Her going missing was unusual behavior for her adventurous nature.,1,She often explores but did not intend to go missing.,1,Finding her belongings in the bunker indicates preparation for absence.,1,She intended to explore but accidentally got locked in the bunker.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
8,52312,7469,Low,Low,Maureen,Anderson,1952-08-14,Aberdeen,62,F,Home Address,Retired Waste management officer,936,2014-10-14 07:56:00,2014-10-14 20:56:00,Tuesday,1908,2014-10-15 15:44:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Marcus Stevens,"10 Ancrum Road, Dundee, DD2 2HZ",Traced by Police,"Maureen Anderson was last seen by her uncle, Liam Anderson, near a factory at 41 Dock Street, Dundee. Maureen's colleague, Jenna O'Neill, reported that she had expressed interest in touring an underground bunker on East School Road. Police managed to trace her location when she was safely found resting at a relative's home.",,"Street,41 Dock Street Dundee,East School Road","factory,underground bunker",,,"uncle Liam Anderson,Jenna",,0,NULL,0,NULL,1,Maureen is vulnerable due to her age and has a disability.,0,NULL,1,She has a disability which affects her health.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,She intended to tour an underground bunker but was found at a relative's home.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL
9,79174,7469,High,High,Maureen,Anderson,1952-08-14,Aberdeen,62,F,Home Address,Retired Waste management officer,936,2014-11-25 15:44:00,2014-11-26 08:44:00,Wednesday,3447,2014-11-28 01:11:00,"11 Panmure Terrace, Dundee, DD5 2QL",Home,Steven Ryan,"6 Lownie Road, Forfar, DD8 2RT",Traced by Police,"Maureen Anderson was last seen leaving a medical clinic on Fort Street, Dundee, possibly overwhelmed by chronic illness stress. She mentioned a new romantic partner unknown to her son and colleague, Sylvia Kaur. MP was later found on Ballumbie Road with an unknown medical condition.",medical clinic,"Fort Street Dundee,Ballumbie Road",,,son,colleague Sylvia Kaur,"chronic illness stress,new romantic partner unknown to others,unknown medical condition",1,"MP was overwhelmed by chronic illness stress, indicating potential suicidal thoughts.",0,NULL,1,"MP is 62 years old and has disabilities, making her vulnerable.",1,"Without medication, the MP may suffer from severe health complications.",1,MP has chronic illnesses that impact her ability to function normally.,1,"Due to her disabilities, MP may struggle interacting in unfamiliar situations.",0,NULL,0,NULL,1,Weather conditions can exacerbate health issues for someone of her age.,1,Presence of a new romantic partner may indicate potential family conflict.,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1,Leaving a clinic under stress differs from her normal behavior patterns.,1,There were indications of stress and new relationships prompting her to leave.,0,NULL,1,"MP was at a medical clinic, possibly intending to seek help for her condition.",0,NULL,0,NULL,0,NULL,1,MP has a chronic condition that could suggest underlying mental health issues.,0,NULL
