,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,58415,4539,Low,Low,Alan,Thomas,2010-05-09,Bradford,11,Male,Home Address,,1406,2021-12-11 00:00:00,2021-12-11 00:00:00,Saturday,9228,2021-12-17 09:48:00,"Shore Street, Inverness, IV1 1NT",Home,Aimee Ali,"48 Orchard Park, Beauly, IV4 7DX",Traced by member of the public,"Alan Thomas was last reported missing from his home on Shore Street, Inverness. It is believed he took a train towards Elgin and may have been interacting with individuals at a nearby casino located at Mayne Road, Elgin. His foster mother noted that he enjoyed visiting friends and was last seen leaving for a gathering at a friend's house. Concerns were raised when Alan did not arrive there and failed to communicate his whereabouts. Authorities and volunteers initiated a search, concentrating efforts around key locations. Alan was eventually traced by a member of the public at 48 Orchard Park, Beauly. He was found safe and unharmed, explaining later he had gone to explore unfamiliar areas but lost track of time and missed his return train.",friends,"Mayne Road Elgin,Inverness","train,casino",,foster mother,,
1,63378,4539,Medium,Medium,Alan,Thomas,2010-05-09,Bradford,11,Male,Home Address,,1406,2022-04-26 09:48:00,2022-04-27 02:48:00,Wednesday,7416,2022-05-01 13:24:00,"Shore Street, Inverness, IV1 1NT",Home,Anne Taylor,"Morriston Road,  IV30 4NB",Traced by Police,"Alan Thomas, an 11-year-old boy, was reported missing from his home on Shore Street, Inverness. He was last seen at a fast food restaurant by his friend, Aaron. Alan had plans to attend music lessons but never arrived. His disappearance prompted a search that included questioning those close to him, including his friend Eileen Wall. Investigators considered Alan's interest in trains, which might have led to unplanned travel. Following this clue, police focused their search efforts on areas near train routes. This led them to check various travel-related locations, including Smith Drive, IV30 4NE. Alan was eventually traced by the police to Morriston Road, IV30 4NB, unharmed, marking the end of a thorough and swift investigation.","fast food restaurant,music lessons","Smith Drive IV30 4NE,IV30,Road",train,Aaron,friend,friend Eileen Wall,
2,72567,4539,Low,High,Alan,Thomas,2010-05-09,Bradford,12,Male,Home Address,,1406,2022-08-14 13:24:00,2022-08-15 04:24:00,Monday,3149,2022-08-16 17:53:00,"Shore Street, Inverness, IV1 1NT",Home,Jeremy Gregory,"Ness Walk, Inverness, IV3 5SF",Traced by member of the public,"Alan Thomas, a 12-year-old, was last seen leaving his home on Shore Street, Inverness. He was supposed to meet a school colleague at the college but never arrived. Friends mentioned Alan was recently curious about exploring new places. A passing driver later mentioned observing a young boy matching Alan's description near 2 Linkwood Lane, Elgin. Concern grew when Pamela Burgess, a family acquaintance, couldn't reach him by phone. The situation escalated when Alan’s belongings were discovered near 34 Tyock Industrial Estate. Ultimately, a member of the public identified Alan at Ness Walk, Inverness, and alerted the authorities, leading to his safe return.",college,"2 Linkwood Lane Elgin,34 Tyock Industrial Estate,Inverness",,Pamela Burgess,"colleague,colleague,friend,colleague",,
3,9800,4539,Low,High,Alan,Thomas,2010-05-09,Bradford,12,Male,Home Address,,1406,2022-12-04 17:53:00,2022-12-05 16:53:00,Monday,2818,2022-12-06 16:51:00,"Proby Street, Maryburgh, IV7 8DU",youth center,Roger Williams,"9 Caroline Street,  IV40 8EH",Traced by Police,"Alan was last seen leaving a casino located on Strothers Lane, Inverness, with a colleague. He was later found at a train station near 25 Southside Road, identified by Gavin Booth.",,"Strothers Lane Inverness,25 Southside Road","casino,train",,"colleague,colleague",Gavin Booth,
4,74369,4539,Low,Low,Alan,Thomas,2010-05-09,Bradford,12,Male,Home Address,,1406,2023-04-07 16:51:00,2023-04-08 07:51:00,Saturday,3822,2023-04-10 08:33:00,"Shore Street, Inverness, IV1 1NT",Home,Roger Williams,"Proby Street, Maryburgh, IV7 8DU",Traced by Police,Alan Thomas vanished during seasonal work. Last seen with Roger Williams at a casino near Glenurquhart Road.,,Glenurquhart Road,casino,,,Roger Williams,vanished during seasonal work
5,80151,4539,Low,Low,Alan,Thomas,2010-05-09,Bradford,13,Male,Home Address,,1406,2023-06-14 08:33:00,2023-06-15 09:33:00,Thursday,8334,2023-06-20 03:27:00,"Shore Street, Inverness, IV1 1NT",Home,Gregory Kelly,"Sir Walter Scott Drive, Inverness, IV2 6BZ",Traced by Police,"Alan Thomas vanished during seasonal work at the volunteer organization near Balmakeith Industrial Estate. His friends, including Anne Taylor, were last in contact when Alan mentioned catching a train at Elgin. Pamela Burgess later contacted authorities, leading to his safe return.",volunteer organization,"Elgin,Balmakeith Industrial Estate",train,Pamela Burgess,"friend,friend,friend",Anne Taylor,vanished during seasonal work
6,73921,4539,High,High,Alan,Thomas,2010-05-09,Bradford,13,Male,Home Address,,1406,2023-10-21 03:27:00,2023-10-21 14:27:00,Saturday,2520,2023-10-22 21:27:00,"Shore Street, Inverness, IV1 1NT",Home,Aimee Ali,"Proby Street, Maryburgh, IV7 8DU",Traced by staff,"Alan Thomas, a 13-year-old, was reported missing after failing to meet his friend at a nearby youth center. Alan's last known whereabouts were near Culduthel Avenue, Inverness, IV2 6BD, where he was heading to catch a train to meet a friend who was volunteering at a local organization. Concern grew when Alan did not arrive at his intended destination and failed to return home. His foster care arrangements added to the urgency of the situation. During the investigation, it was revealed that Alan had an interest in visiting the 85;87;89;91 Lawers Way, Inverness, IV3 8NU area, where he was known to enjoy quiet hours. Alan was eventually located at a train station, where a passerby recognized him from a missing persons report. Reunited with his caregivers, Alan was unharmed.","volunteer,youth center","Culduthel Avenue Inverness IV2 6BD,Lawers Way Inverness IV3 8NU,9",train,,,,
7,23513,4539,High,High,Alan,Thomas,2010-05-09,Bradford,13,Male,Home Address,,1406,2023-11-21 21:27:00,2023-11-22 01:27:00,Wednesday,7381,2023-11-27 00:28:00,"Shore Street, Inverness, IV1 1NT",Home,Kathryn Green,"Ness Walk, Inverness, IV3 5SF",Traced by Police,"Alan Thomas vanished while engaging in seasonal work connected to a travel enterprise. He was last seen helping out at a residence in the vicinity of 167 Culduthel Road, Inverness, as part of his work commitments. Witnesses reported that Alan was simply carrying out his tasks when he suddenly disappeared, leaving his belongings behind. Reports indicate that he was occasionally visited by a distant relative, Pamela Burgess, who expressed concerns about his wellbeing. Despite thorough searches, there was no sign of Alan until he was finally located by police near Ness Walk, after nearly a week of uncertainty. The incident raised questions about the safety measures in place for those in similar situations.",,"6,167 Culduthel Road Inverness",,Pamela Burgess,,,vanished during seasonal work
8,8488,4539,Low,Low,Alan,Thomas,2010-05-09,Bradford,13,Male,Home Address,,1406,2024-01-05 00:28:00,2024-01-04 20:28:00,Thursday,87,2024-01-05 01:55:00,"Shore Street, Inverness, IV1 1NT",Home,Roger Williams,"Proby Street, Maryburgh, IV7 8DU",Traced by Police,"Alan Thomas was last seen near Shore Street, Inverness, after stating he intended to meet a friend at the nearby train station as part of his morning routine. His foster father, Alexander Winter, mentioned that Alan had recently expressed an interest in trains, frequenting the station on Strothers Lane, Inverness, IV1 1AA, watching the arrivals and departures. On the day of his disappearance, he failed to return home as expected, prompting concern. Pamela Burgess, a family friend, had seen Alan earlier in the day and described his fascination with the colorful stream of passengers. Concerned for his wellbeing, she contacted Alexander and the authorities. Police later traced Alan to the train station and were relieved when he was found safely at a casino on Sir Walter Scott Drive, Inverness, IV2 6BZ, having been captivated by the bustling atmosphere.",,"Strothers Lane Inverness IV1 1AA,Sir Walter Scott Drive Inverness IV2 6BZ","train,casino",Pamela Burgess,friend,Alexander Winter,
9,54583,4539,High,High,Alan,Thomas,2010-05-09,Bradford,13,Male,Home Address,,1406,2024-01-13 01:55:00,2024-01-13 12:55:00,Saturday,4338,2024-01-16 02:13:00,"Shore Street, Inverness, IV1 1NT",Home,Anne Taylor,"Ness Walk, Inverness, IV3 5SF",Traced by Police,"Alan Thomas vanished during seasonal work, last seen boarding a train on Shore Street, Inverness. Friends reported his absence, prompting a search that ended when police found him safe on Ness Walk three days later.",,Shore Street Inverness,train,,friend,,vanished during seasonal work
10,69705,4539,Low,Low,Alan,Thomas,2010-05-09,Bradford,13,Male,Home Address,,1406,2024-02-12 02:13:00,2024-02-12 02:13:00,Monday,5482,2024-02-15 21:35:00,"Shore Street, Inverness, IV1 1NT",Home,Gregory Kelly,"Ness Walk, Inverness, IV3 5SF",Traced by staff,"Alan Thomas was reported missing from his home on Shore Street, Inverness. On the day of his disappearance, he was last seen at a fast food restaurant on Smith Drive, IV30 4NE, where a friend noticed him interacting with another boy his age. Alan had mentioned plans to visit Coxton Park, Elgin, IV30 8AZ with his friend but never arrived there. Later, sightings reported him near a local train station, suggesting he might have attempted to travel on his own. His foster mother contacted authorities when Alan didn't return home. Eventually, he was traced to Ness Walk, potentially en route to visit a nearby casino, safe and unharmed.",fast food restaurant,"Smith Drive IV30 4NE,Coxton Park Elgin IV30 8AZ","casino,train",,"foster mother,friend",,
11,70440,4539,High,High,Alan,Thomas,2010-05-09,Bradford,14,Male,Home Address,,1406,2024-06-29 21:35:00,2024-07-01 06:35:00,Monday,6372,2024-07-04 07:47:00,"Shore Street, Inverness, IV1 1NT",Home,Gregory Kelly,"Proby Street, Maryburgh, IV7 8DU",Traced by Police,"Alan Thomas, a 14-year-old, was reported missing after failing to return home to Shore Street, Inverness from his seasonal work at a nearby casino. His disappearance coincided with the busy tourist season, leading to fears he might have become involved with the influx of visitors. Last seen near Glenurquhart Road, witnesses mentioned Alan was heading towards the arcade, a known hangout for local teens. His foster parents grew concerned when he didn't return after work-related travel between Elgin and Inverness. Despite the initial high-risk assessment, police traced him in Maryburgh, alleviating fears. During his absence, he had been spending time with acquaintances met in the casino vicinity.",arcade,"Glenurquhart Road,Road",casino,,,,vanished during seasonal work
12,94783,4539,High,High,Alan,Thomas,2010-05-09,Bradford,14,Male,Home Address,,1406,2024-12-13 07:47:00,2024-12-13 19:47:00,Friday,7952,2024-12-18 20:19:00,"Shore Street, Inverness, IV1 1NT",Home,Jeremy Gregory,"Ness Walk, Inverness, IV3 5SF",Traced by Police,"Alan Thomas vanished from Shore Street, Inverness after meeting a colleague. He was later found by police on Ness Walk, Inverness.",,"Inverness,Inverness,Shore Street Inverness,Inverness",,,"colleague,colleague",,
13,54591,4539,High,High,Alan,Thomas,2010-05-09,Bradford,14,Male,Home Address,,1406,2025-03-02 20:19:00,2025-03-02 23:19:00,Sunday,2663,2025-03-04 16:42:00,"Shore Street, Inverness, IV1 1NT",Home,Gregory Kelly,"6 Coulindoune,  IV40 8JT",Traced by Police,"Alan Thomas was reported missing from Shore Street, Inverness after his usual Sunday meeting with his study group. According to friends, Alan seemed unusually distracted and left early, making no mention of his destination. Concern grew when he failed to arrive at the volunteer organization later that evening, where he regularly committed his time. A friend, Anne Taylor, mentioned that Alan had recently spoken about visiting a different part of the city, specifically near Strothers Lane. With his whereabouts unknown, the police launched a search and eventually located him safely at an address on Coulindoune, bringing an end to the concerning incident.","volunteer organization,study group","Street,Strothers Lane",,,"friend,friend,friend",Anne Taylor,
14,51690,4539,Medium,High,Alan,Thomas,2010-05-09,Bradford,15,Male,Home Address,,1406,2025-07-15 16:42:00,2025-07-16 20:42:00,Wednesday,3554,2025-07-18 03:56:00,"Shore Street, Inverness, IV1 1NT",Home,Aimee Ali,"Hamilton Crescent,  IV30 4NW",Traced by Police,"Alan Thomas, a 15-year-old, had been last seen by a friend near the university's grounds close to his home on Shore Street, Inverness. Speculation among his colleagues at school suggested Alan may have been distressed by personal issues, which led him to leave unexpectedly. Alan was known to frequent areas around the city, particularly the Glenurquhart Road in Inverness, indicating these familiar locations could have been part of his route when he went missing. On the day of his disappearance, Alan did not meet Brenda Parker as planned, raising concerns about his whereabouts. The situation escalated when Brenda alerted authorities. After a two-day search, Alan was traced by the police at a address known to friends and was found safe at Hamilton Crescent, Elgin, though the reasons behind his disappearance remain private.",university,"Glenurquhart Road Inverness,Elgin,Inverness",,,"colleague,friend",friend,
