,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,46854,1790,Low,Low,Jeffrey,Smith,1948-12-12,Wrexham,65,Male,Home Address,Retired Dance movement psychotherapist,5740,2014-03-16 00:00:00,2014-03-16 02:00:00,Sunday,5188,2014-03-19 14:28:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Dorothy Bennett,"Nicolton Avenue,  FK2 0TP",Traced by Police,"Jeffrey Smith vanished from 1 Burnbank Road, Falkirk, amid fears of deportation. His son reported seeing the vehicle leaving unattended.",,"1 Burnbank Road Falkirk,Road,Kirk,Road,Road",,,son,,fear of deportation
1,14924,1790,High,High,Jeffrey,Smith,1948-12-12,Wrexham,65,Male,Home Address,Retired Dance movement psychotherapist,5740,2014-05-02 14:28:00,2014-05-02 14:28:00,Friday,6156,2014-05-06 21:04:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Billy Watson,"33 Spittal Street,  FK8 1DU",Traced by Police,"Jeffrey Smith was last seen on his regular walking route near Nicolton Avenue, FK2 0TP. He feared deportation and had no contact with Grace Smith.",regular walking route,"Nicolton Avenue FK2 0TP,Avenue",,,,Grace Smith,"no contact with close friends,fear of deportation"
2,27957,1790,Medium,Low,Jeffrey,Smith,1948-12-12,Wrexham,65,Male,Home Address,Retired Dance movement psychotherapist,5740,2014-08-07 21:04:00,2014-08-08 11:04:00,Friday,7972,2014-08-13 09:56:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Billy Watson,"33 Spittal Street,  FK8 1DU",Traced by member of the public,"Jeffrey Smith, fearing deportation, vanished from Nicolton Avenue. Friends, including Susan, noted no contact from MP. Later, someone spotted MP near 4 Brown Street. Careful tracing to Foundry Loan resolved the case without further incident.",,"Nicolton Avenue,4 Brown Street,Foundry Loan",,Susan,friend,,"no contact with close friends,fear of deportation"
3,848,1790,High,High,Jeffrey,Smith,1948-12-12,Wrexham,66,Male,Home Address,Retired Dance movement psychotherapist,5740,2014-12-19 09:56:00,2014-12-19 06:56:00,Friday,139,2014-12-19 12:15:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Dorothy Bennett,"1 Arnothill, Falkirk, FK1 5RY",Traced by Police,"Jeffrey Smith, a 66-year-old retired dance movement psychotherapist from Falkirk, was last seen leaving his home at 1 Burnbank Road. According to his friend Molly Wood, Jeffrey had mentioned meeting her at Kemper Avenue, Falkirk, but never arrived. As it was a vehicle-related incident, concerns arose when his car was found abandoned on Dumbarton Road without signs of a struggle. Maria Lyons, who often checked on Jeffrey, reported him missing when he failed to respond to calls. The police intervened swiftly, and he was later found safe at 1 Arnothill, Falkirk. His brief disappearance was attributed to disorientation due to a pre-existing condition.",,"Road,Kemper Avenue Falkirk,Dumbarton Road",,Maria Lyons,,Molly Wood,
4,44264,1790,Medium,Medium,Jeffrey,Smith,1948-12-12,Wrexham,66,Male,Home Address,Retired Dance movement psychotherapist,5740,2015-04-28 12:15:00,2015-04-28 09:15:00,Tuesday,170,2015-04-28 15:05:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Billy Watson,"Glensburgh Road,  FK3 8XJ",Traced by Police,"Jeffrey Smith went missing from his home, last seen leaving in a vehicle at 1 Arnothill, Falkirk. His brother reported him missing.",,"Kirk,1 Arnothill Falkirk,Falkirk",,,brother,brother,
5,45538,1790,Medium,Medium,Jeffrey,Smith,1948-12-12,Wrexham,66,Male,Home Address,Retired Dance movement psychotherapist,5740,2015-06-19 15:05:00,2015-06-20 16:05:00,Saturday,3972,2015-06-22 09:17:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Donald King,"43 Union Road,  FK1 4PG",Traced by Police,"Jeffrey Smith, a 66-year-old retired dance movement psychotherapist, was reported missing after failing to show up for a scheduled appointment at a physical therapy clinic. Concerned by his absence and inability to contact him, his colleague reached out. It soon surfaced that Jeffrey, who had a deep-seated fear of deportation due to complex documentation issues, had ceased all contact with close friends. This was highly uncharacteristic. The investigation led authorities to a senior housing facility on Union Road, where Jeffrey was eventually located. It appeared he had voluntarily secluded himself there, driven by his anxieties, until he felt it was safe to return.","physical therapy clinic,senior housing",,,,colleague,,"fear of deportation,no contact with close friends"
6,52340,1790,High,High,Jeffrey,Smith,1948-12-12,Wrexham,66,Male,Home Address,Retired Dance movement psychotherapist,5740,2015-09-30 09:17:00,2015-09-30 19:17:00,Wednesday,7431,2015-10-05 13:08:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Dorothy Bennett,"4 Brown Street,  FK1 4QF",Traced by Police,"Jeffrey Smith was last seen leaving his home on Burnbank Road. His brother reported concerns to police. Found safe at Craigs Terrace, Rumford, FK2 0SD.",,"Craigs Terrace Rumford FK2 0SD,Road",,,"brother,brother",Smith,
7,20113,1790,Low,High,Jeffrey,Smith,1948-12-12,Wrexham,67,Male,Home Address,Retired Dance movement psychotherapist,5740,2015-12-28 13:08:00,2015-12-29 09:08:00,Tuesday,3006,2015-12-30 15:14:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Billy Watson,"43 Union Road,  FK1 4PG",Traced by Police,"Jeffrey Smith was reported missing from his home at 1 Burnbank Road, Falkirk. He was last seen leaving for a routine walk to the nearby park. Despite initial perceptions of a low-risk case due to his familiarity with the area, the concerns rose due to his need for assistance because of a disability. Jeffrey's daughter alerted the authorities when he did not return home and failed to answer his phone, which was uncharacteristic of him. Police began a search focusing on locations he frequented. Efforts included checking around Foundry Loan, Larbert, and making inquiries along familiar routes to 17 Whitehouse Road, Stirling. After an extensive search, police successfully traced Jeffrey at 43 Union Road. The extended period he was missing had raised the risk level, emphasizing the community's relief upon his safe return.",park,"Foundry Loan Larbert,17 Whitehouse Road Stirling,Road",,,daughter,,
8,62773,1790,Low,Low,Jeffrey,Smith,1948-12-12,Wrexham,67,Male,Home Address,Retired Dance movement psychotherapist,5740,2016-05-02 15:14:00,2016-05-04 02:14:00,Wednesday,9746,2016-05-09 09:40:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Dorothy Bennett,"25 Slamannan Road, Falkirk, FK1 5NF",Traced by Police,"Jeffrey Smith, a retired individual originally from Wrexham, was reported missing from his home on Burnbank Road in Falkirk. Known to have a fear of deportation, Jeffrey had ceased communication with his close friends, including Howard Henry. Concern grew when none of his acquaintances received any contact from him. It was suspected that his fear might have led him to avoid familiar people and places, contributing to his sudden absence. His daughter expressed worry as his car was found abandoned, indicating possible vehicle-related concerns. Ultimately, police traced him to another residential area on Slamannan Road. His disappearance seemed linked to anxiety, particularly around immigration issues and a desire to evade potential threats, leading him to seek refuge in unfamiliar surroundings.",,,,,daughter,Howard Henry,"no contact with close friends,fear of deportation"
9,6105,1790,High,High,Jeffrey,Smith,1948-12-12,Wrexham,67,Male,Home Address,Retired Dance movement psychotherapist,5740,2016-09-02 09:40:00,2016-09-02 23:40:00,Friday,6945,2016-09-07 05:25:00,"1 Burnbank Road, Falkirk, FK2 7PE",Home,Donald King,"25 Slamannan Road, Falkirk, FK1 5NF",Traced by Police,"Jeffrey Smith, last spotted at 17 Whitehouse Road, Stirling, was reported missing after showing a fear of deportation and breaking contact with friends. A colleague, Mathew Kemp, expressed concern about his sudden absence.",,17 Whitehouse Road Stirling,,,friend,colleague Mathew Kemp,"fear of deportation,no contact with close friends"
