,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,25705,656,High,High,Simon,Williams,2012-07-19,Southend-on-Sea,8,Male,Home Address,,6089,2020-11-19 00:00:00,2020-11-19 05:00:00,Thursday,8849,2020-11-25 03:29:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Jill Williams,"Broxden Avenue, Perth, PH2 0PX",Traced by Police,"Simon Williams vanished from 312 Greengairs Road. Last seen boarding a bus. Simon, fearing deportation, was helped by friend Lauren Singh. Found on an island in Perth by police.",,"The,312 Greengairs Road","island,bus",,,friend Lauren Singh,fear of deportation
1,44895,656,Low,High,Simon,Williams,2012-07-19,Southend-on-Sea,8,Male,Home Address,,6089,2021-03-05 03:29:00,2021-03-05 12:29:00,Friday,878,2021-03-05 18:07:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Jill Williams,"25 Southside Road, Inverness, IV2 3BG",Traced by Police,"Simon Williams was last seen boarding a bus near his home at 312 Greengairs Road, Greengairs. Earlier that day, he had been playing with his brother, Martyn Pritchard, in the neighborhood. As the bus made its way towards its final destination, it became apparent that Simon had not intended to disembark at any of the regular stops. Concerned about Simon's whereabouts later that morning, his family contacted local authorities. Meanwhile, Simon, drawn by a fascination with nearby islands, had disembarked mysteriously and wandered toward a nearby ferry dock without realizing the potential implications of his adventure. Thankfully, a diligent search led by the police, aided by his sister, quickly located him safe and unharmed in Inverness.",,"312 Greengairs Road Greengairs,The","island,bus",,sister,brother Martyn Pritchard,
2,35254,656,High,High,Simon,Williams,2012-07-19,Southend-on-Sea,8,Male,Home Address,,6089,2021-06-11 18:07:00,2021-06-12 11:07:00,Saturday,2210,2021-06-13 06:57:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Hilary Humphreys,"4 Grange Court, North Berwick, EH39 4LN",Traced by Police,"MP was last seen at 312 Greengairs Road before heading to a bus stop with his sister. Reports suggest a possible sea kayaking accident near a local island, potentially linked to an undiagnosed mental illness and involvement with a new romantic partner unknown to others.",,312 Greengairs Road,"island,bus",,sister,,"new romantic partner unknown to others,undiagnosed mental illness,possible sea kayaking accident"
3,68634,656,Low,Low,Simon,Williams,2012-07-19,Southend-on-Sea,9,Male,Home Address,,6089,2021-07-28 06:57:00,2021-07-29 10:57:00,Thursday,4674,2021-07-31 12:51:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Gemma Gould,"63 Parkside Street, Rosyth, KY11 2LU",Traced by Police,"Simon Williams was last reported seen leaving his home at 312 Greengairs Road, Greengairs. His disappearance is believed to be connected to a family outing involving an adventurous visit to a remote island. The outing's focus was sea kayaking, which Simon expressed great enthusiasm for, but it raised concerns due to the potential for a sea kayaking accident. His colleague, Lauren Lewis, mentioned a possible fear of deportation, mistakenly associating this with Simon, which led to some initial confusion. Fortunately, after a thorough search, police traced him to a friend's residence at 63 Parkside Street, Rosyth, and he was found safe.",,"312 Greengairs Road Greengairs,The",island,Lauren Lewis,"colleague,colleague",,"visiting remote island,possible sea kayaking accident,fear of deportation"
4,52046,656,High,High,Simon,Williams,2012-07-19,Southend-on-Sea,9,Male,Home Address,,6089,2021-12-02 12:51:00,2021-12-03 00:51:00,Friday,1113,2021-12-03 07:24:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Hilary Humphreys,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by Police,"Simon Williams, a 9-year-old boy, was last seen leaving his home at 312 Greengairs Road, a location known for its proximity to a secluded island getaway. Susan Brown, a concerned colleague of Simon's parents, alerted the authorities when she noticed Simon was not in his usual spot at the local park. Given the island's allure and Simon's adventurous nature, it was suspected he may have wandered off to explore on his own. After an extensive search, Simon was safely found by police at his home, having returned unnoticed in the early hours.",,"312 Greengairs Road,The",island,Susan Brown,colleague,,
5,58073,656,Low,Low,Simon,Williams,2012-07-19,Southend-on-Sea,9,Male,Home Address,,6089,2022-02-13 07:24:00,2022-02-13 07:24:00,Sunday,482,2022-02-13 15:26:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Hilary Humphreys,"Broxden Avenue, Perth, PH2 0PX",Traced by member of the public,"Simon Williams, 9, went missing from his home on Greengairs Road. Before his disappearance, he had planned to meet his sister at a local gym. Upon realizing he was not there, his sister contacted George, a family friend who often visited the island where Simon enjoyed exploring. After hours of searching, a passerby spotted Simon playing near Broxden Avenue. Thankfully, he was found safe and sound, having wandered off on an impromptu adventure.",gym,,island,George,"sister,sister",,
6,64452,656,High,High,Simon,Williams,2012-07-19,Southend-on-Sea,9,Male,Home Address,,6089,2022-06-26 15:26:00,2022-06-27 13:26:00,Monday,3096,2022-06-28 19:02:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Hilary Humphreys,"24 Munro Road, Stirling, FK7 7UU",Traced by family,"Simon Williams went missing after a possible sea kayaking accident while playing on the island near 312 Greengairs Road, Greengairs. His brother last saw him boarding a bus, possibly heading toward the shoreline, sparking concerns when he did not return home.",Home,"The,312 Greengairs Road Greengairs","bus,island",,brother,,possible sea kayaking accident
7,26778,656,Low,Low,Simon,Williams,2012-07-19,Southend-on-Sea,10,Male,Home Address,,6089,2022-10-18 19:02:00,2022-10-19 05:02:00,Wednesday,2698,2022-10-20 16:00:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Elizabeth Pearce,"25 Southside Road, Inverness, IV2 3BG",Traced by member of the public,"Simon Williams was reported missing from his home at 312 Greengairs Road. It was believed that his fear of deportation, due to overheard conversations at home, contributed to his disappearance. Simon's colleague, Wayne Williams, had mentioned a new romantic partner who was unknown to others, possibly bringing added stress to Simon’s household. Additionally, Simon's grandmother, Lauren Carter, noted a possible sea kayaking accident near The Meadows in Stirling, as Simon was known to frequent the gym in that area.",gym,The Meadows Stirling,,Wayne Williams,colleague,grandmother Lauren Carter,"fear of deportation,possible sea kayaking accident,new romantic partner unknown to others"
8,1383,656,High,High,Simon,Williams,2012-07-19,Southend-on-Sea,10,Male,Home Address,,6089,2023-02-15 16:00:00,2023-02-16 08:00:00,Thursday,4116,2023-02-18 12:36:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Jill Williams,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by staff,"Simon Williams, a 10-year-old boy, was last seen at his home located at 312 Greengairs Road, Greengairs. Known to exhibit behavioral patterns consistent with an undiagnosed mental illness, family members, including his brother Martin Bruce, became concerned when Simon disappeared without any belongings or indication of where he might be headed. After being reported missing by his family, local authorities and community members searched the surrounding areas, including Simon's grandmother's residence at 14 The Meadows, Stirling. Despite the initial worries due to his high-risk status, Simon was eventually found safe at his home address 48 hours later. Traced by attentive staff, he appeared unharmed but confused about his absence.",,"14 The Meadows Stirling,312 Greengairs Road Greengairs",,,"grandmother,brother",Martin Bruce,undiagnosed mental illness
9,89825,656,Low,Low,Simon,Williams,2012-07-19,Southend-on-Sea,11,Male,Home Address,,6089,2023-08-02 12:36:00,2023-08-02 21:36:00,Wednesday,5074,2023-08-06 01:10:00,"312 Greengairs Road, Greengairs, ML6 7TQ",Home,Elizabeth Pearce,"312 Greengairs Road, Greengairs, ML6 7TQ",Traced by staff,"Simon Williams was last seen boarding a bus near 312 Greengairs Road. His uncle reported that Simon had recently taken up sea kayaking, leading to speculation of a possible sea kayaking accident. Simon also mentioned a new romantic partner, whom his family had not met, raising concerns about his whereabouts. Despite these worries, Simon was safely traced back to his home address after a brief disappearance, allaying fears of any foul play or accident.",,"The,312 Greengairs Road",bus,,uncle,,"possible sea kayaking accident,new romantic partner unknown to others"
