,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
0,48866021,David Owen,,2022-03-30 17:36:14,2022-03-30 17:36:14,Tracey left her job unexpectedly and was found in a stairwell by her son and colleague.,100,1,246532,"Tracey is safe and well, with no reported concerns.",,,100,2,,,Tracey willingly consented to have her information recorded.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,N,N,3602,,,stairwell,,"son,colleague",,left job unexpectedly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48866020,Julia Ball,,2022-04-02 16:23:14,2022-04-04 16:23:14,Tracey disappeared from the rest area after leaving job unexpectedly; seen by colleague Brian in attic.,4,1,647177,Tracey is receiving support after repeated victimization incidents.,,,100,1,,,Tracey understands situation; consent given for database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,"attic,rest area",Brian,colleague,,left job unexpectedly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,48866023,Irene Gibson,Unable to locate,2022-05-10 20:37:14,2022-05-11 19:24:14,,1,1,931099,Tracey is in need of immediate support and safety measures.,Unable to locate,Unable to locate,100,2,,,Tracey unable to consent; concerned about safety and support.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,48866024,Tracey Lawrence,,2022-06-18 04:16:14,2022-06-18 04:16:14,,2,1,942674,Tracey is safe and receiving support from community services.,,,100,1,,,Tracey consented to database entry after prior incidents.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,48866020,Julia Ball,No consent was given for information to be shared.,2022-07-05 17:15:14,2022-07-06 23:15:14,,4,1,992696,Tracey requires support due to her status as a repeated victim.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Tracey unwilling for her information to be shared or recorded.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,48866026,Brian Wilson,Unable to locate,2022-10-21 18:24:14,2022-10-21 18:24:14,"Tracey, 76, was found in the stairwell by her colleague, appearing disoriented and agitated. Her son expressed concern following multiple instances of her being victimized. Given her past experiences, there is a pressing need for supportive intervention to ensure her safety and well-being. Consent for database entry was not obtained.",4,1,992863,Tracey needs support; she has experienced multiple victimization incidents.,Unable to locate,Unable to locate,100,1,,,Tracey unable to consent; feels vulnerable and misunderstood.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,stairwell,,"colleague,son",,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6,48866027,Tracey Lawrence,,2023-03-22 02:46:14,2023-03-22 02:46:14,,4,1,997003,Tracey remains vulnerable but is receiving necessary support services.,,,100,1,,,Tracey understands the situation and consented to documentation.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,48866028,Alex Daniels,,2023-06-17 01:49:14,2023-06-19 01:49:14,,4,1,997925,Tracey is currently safe and receiving appropriate support services.,,,100,1,,,Tracey feels supported by the system after repeated victimization.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,48866020,Alex Daniels,,2023-09-03 13:00:14,2023-09-05 13:00:14,,2,1,999521,Tracey is receiving support after being a repeated victim.,,,100,2,,,Tracey consented to database entry for her situation.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,488390210,Julia Ball,Unable to locate,2023-12-30 09:49:14,2024-01-01 09:49:14,"Tracey left her job unexpectedly and last seen at a rest area near the border. Family, including her son and daughter, are concerned for her wellbeing.",1,1,999801,"Tracey is supported, though she has faced repeated victimization.",Unable to locate,Unable to locate,100,2,,,Tracey confused and anxious about sharing personal information.,,28-Nov-2022 14:48:11.000Z[UTC],Tracey,Lawrence,Warner,2022-03-24 03:29:14,Westminster,English,1,Not Known,,White Welsh,Female,Wayne,Y,N,3602,,,"rest area,border",,"son,daughter",,left job unexpectedly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
