,reportid,misperid,initial_risk_level,current_final_risk_level,forenames,surname,dob,pob,age,sex,residence_type,occdesc,nominalpersionid,missing_since,date_reported_missing,day_reported_missing,length_missing_mins,when_traced,mf_address,missing_from,reported_missing_by,TL_address,return_method_desc,circumstances,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types
0,31884,3705,Medium,Medium,Sheila,Sanderson,1937-10-15,St Davids,78,F,Home Address,"Retired Editor, film/video",7231,2015-11-22 00:00:00,2015-11-23 13:00:00,Monday,2703,2015-11-23 21:03:00,"9 Caroline Street,  IV40 8EH",Home,Nicholas Duncan,"Sir Walter Scott Drive, Inverness, IV2 6BZ",Traced by Police,"Sheila Sanderson was last seen leaving 9 Caroline Street. Friend Sian reported she vanished near an alleyway by a church. Later, police found her safe on Sir Walter Scott Drive, Inverness.",,Sir Walter Scott Drive Inverness,"alleyway,church","Sian,Sanderson",friend,,
1,24995,3705,Medium,Low,Sheila,Sanderson,1937-10-15,St Davids,78,F,Home Address,"Retired Editor, film/video",7231,2016-01-30 21:03:00,2016-01-30 21:03:00,Saturday,508,2016-01-31 05:31:00,"9 Caroline Street,  IV40 8EH",Home,Antony Anderson,"Strothers Lane, Inverness, IV1 1AA",Traced by Police,"Sheila Sanderson was last seen leaving Home near the church and was later found by police at Strothers Lane, Inverness. She was disoriented after visiting a nearby",Home,"Inverness,Strothers Lane Inverness","church,well,wilderness",,,Anderson,
2,6010,3705,Low,Low,Sheila,Sanderson,1937-10-15,St Davids,78,F,Home Address,"Retired Editor, film/video",7231,2016-05-26 05:31:00,2016-05-27 09:31:00,Friday,3952,2016-05-28 23:23:00,"9 Caroline Street,  IV40 8EH",Home,Nicholas Duncan,"Black Isle Road, Muir of Ord, IV6 7RR",Traced by member of the public,"Sheila Sanderson was last seen by her brother near the well on Sir Walter Scott Drive, Inverness, IV2 6BZ. Concern arose after she missed a meeting with a friend at the library. Known for her adventurous spirit, Sheila was found in the wilderness off Glenurquhart Road, Inverness, IV3 5NX, having wandered there after exploring a nearby alleyway. Despite initial concerns due to her disability, she was unharmed and returned safely.",library,"Sir Walter Scott Drive Inverness IV2 6BZ,Inverness,Glenurquhart Road Inverness IV3 5NX","wilderness,well,alleyway",,"friend,brother,brother",,
3,43764,3705,Low,Low,Sheila,Sanderson,1937-10-15,St Davids,78,F,Home Address,"Retired Editor, film/video",7231,2016-09-04 23:23:00,2016-09-06 05:23:00,Tuesday,9921,2016-09-11 20:44:00,"9 Caroline Street,  IV40 8EH",Home,Irene Young,"Sir Walter Scott Drive, Inverness, IV2 6BZ",Traced by Police,"Sheila Sanderson left her job unexpectedly. Her brother reported her missing when she didn't return. Found near a well on Glenurquhart Road, Inverness.",,Glenurquhart Road Inverness,well,,"brother,brother",,left job unexpectedly
4,30193,3705,Low,Low,Sheila,Sanderson,1937-10-15,St Davids,79,F,Home Address,"Retired Editor, film/video",7231,2016-11-09 20:44:00,2016-11-09 21:44:00,Wednesday,1107,2016-11-10 15:11:00,"9 Caroline Street,  IV40 8EH",Home,Antony Anderson,"Sir Walter Scott Drive, Inverness, IV2 6BZ",Traced by member of the public,Sheila Sanderson left her job unexpectedly and vanished from 9 Caroline Street. Her sister mentioned seeing her near a church by Glenurquhart Road before disappearing into a nearby alleyway.,,"9 Caroline Street,Glenurquhart Road","church,wilderness,alleyway",,sister,,left job unexpectedly
5,39950,3705,High,High,Sheila,Sanderson,1937-10-15,St Davids,79,F,Home Address,"Retired Editor, film/video",7231,2016-12-16 15:11:00,2016-12-16 15:11:00,Friday,7168,2016-12-21 14:39:00,"9 Caroline Street,  IV40 8EH",Home,Irene Young,"85;87;89;91 Lawers Way, Inverness, IV3 8NU",Traced by Police,"Sheila Sanderson, recently discharged from a care facility and having unexpectedly left her job, was reported missing after failing to return home on Caroline Street. Her brother, concerned about her irregular behavior, mentioned she often talked about needing solitude. A routine stroll led her to an alleyway near Sir Walter Scott Drive, Inverness. After a search, authorities discovered signs she may have spent time at a nearby well, an area she'd often found tranquility in during her editing days. Her disappearance was not deemed foul play, as past actions indicated a tendency to find isolation. Supported by her friend, Sheila was traced and safely found at a relative's home in Inverness by local police after several anxiety-filled days.",Home,Sir Walter Scott Drive Inverness,"alleyway,well",,"friend,brother,brother",,"recent discharge from care facility,left job unexpectedly"
6,56277,3705,Medium,Medium,Sheila,Sanderson,1937-10-15,St Davids,79,F,Home Address,"Retired Editor, film/video",7231,2016-12-24 14:39:00,2016-12-25 16:39:00,Sunday,8980,2016-12-30 20:19:00,"9 Caroline Street,  IV40 8EH",Home,Nicholas Duncan,"16 Forbes Road, Forres, IV36 1HP",Traced by staff,"Sheila Sanderson, recently discharged from a care facility, left her job unexpectedly and vanished from her Home on Caroline Street. Her friend reported she had spoken about visiting a church. A colleague later found traces of her presence in an alleyway near Glenurquhart Road, Inverness, IV3 5NX, but Sheila was eventually traced by staff at an address in Forres.",Home,"Inverness,Glenurquhart Road Inverness IV3 5NX","church,alleyway",,"colleague,colleague,friend",,"left job unexpectedly,recent discharge from care facility"
7,58813,3705,Medium,Low,Sheila,Sanderson,1937-10-15,St Davids,79,F,Home Address,"Retired Editor, film/video",7231,2017-01-04 20:19:00,2017-01-04 20:19:00,Wednesday,4101,2017-01-07 16:40:00,"9 Caroline Street,  IV40 8EH",Home,Nicholas Duncan,"85;87;89;91 Lawers Way, Inverness, IV3 8NU",Traced by Police,"Sheila Sanderson unexpectedly left her position abruptly, raising concerns among her acquaintances. Olivia, a close confidante, attempted to reach Sheila at her residence on 9 Caroline Street but found the property vacant. Given Sheila's recent visit to the hospital, her brother speculated she might have retraced her steps to Inverness. Olivia combed through various locations, including the address at Glenurquhart Road and the bustling Strothers Lane area, all in vain. As hours stretched into days, the police ramped up their search efforts, finally locating Sheila safe on Lawers Way after she had wandered unknowingly, reflecting her fragile mental state.",hospital,"Glenurquhart Road,Strothers Lane",,Olivia,brother,,left job unexpectedly
8,96182,3705,High,High,Sheila,Sanderson,1937-10-15,St Davids,79,F,Home Address,"Retired Editor, film/video",7231,2017-03-13 16:40:00,2017-03-13 18:40:00,Monday,426,2017-03-13 23:46:00,"9 Caroline Street,  IV40 8EH",Home,Philip Richardson,"16 Forbes Road, Forres, IV36 1HP",Traced by Police,"Sheila Sanderson, recently discharged, left her job, vanished near an alleyway by Glenurquhart Road, Inverness.",,Glenurquhart Road Inverness,alleyway,,,Anderson,"recent discharge from care facility,left job unexpectedly"
9,64937,3705,High,High,Sheila,Sanderson,1937-10-15,St Davids,79,F,Home Address,"Retired Editor, film/video",7231,2017-05-16 23:46:00,2017-05-17 23:46:00,Wednesday,5783,2017-05-21 00:09:00,"9 Caroline Street,  IV40 8EH",Home,Antony Anderson,"Black Isle Road, Muir of Ord, IV6 7RR",Traced by staff,"MP left job unexpectedly; last seen by a colleague at Home on 9 Caroline Street, IV40 8EH.",Home,"9 Caroline Street IV40 8EH,IV40",,,colleague,,left job unexpectedly
